Source,Target,Weight
nm0631877,nm0784884,2
nm0631877,nm0831262,3
nm0631877,nm0904303,2
nm0631877,nm0957372,2
nm0632664,nm0949069,2
nm0634159,nm0719914,2
nm0634159,nm0734000,3
nm0636280,nm0826243,2
nm0636893,nm0908539,2
nm0636893,nm0945632,3
nm0637032,nm0638308,2
nm0637508,nm0755974,5
nm0638308,nm0678059,2
nm0643350,nm0792911,2
nm0646037,nm0836136,2
nm0646943,nm0912001,2
nm0648409,nm0766491,2
nm0652592,nm0991937,2
nm0652592,nm0994324,3
nm0653622,nm0690610,2
nm0654843,nm0657004,8
nm0654843,nm0713999,5
nm0656647,nm0862479,2
nm0656647,nm0939429,2
nm0657004,nm0661118,2
nm0657004,nm0713999,3
nm0657004,nm0721386,2
nm0657004,nm0768574,2
nm0661118,nm0721386,2
nm0661929,nm0793790,2
nm0663237,nm0783839,2
nm0664218,nm0758741,5
nm0666795,nm0666947,4
nm0668037,nm0701568,2
nm0668331,nm0748430,2
nm0669549,nm0689990,2
nm0669813,nm0762790,2
nm0671231,nm0904901,4
nm0671231,nm0932870,2
nm0672269,nm0707466,2
nm0681566,nm0693799,2
nm0682726,nm0720029,2
nm0682726,nm0843575,2
nm0682893,nm0701568,2
nm0683119,nm0911285,3
nm0688497,nm0785664,2
nm0694843,nm0897715,2
nm0697514,nm0970211,2
nm0697961,nm0810342,3
nm0700206,nm0720277,2
nm0700869,nm0700875,2
nm0700869,nm0787462,2
nm0700875,nm0787462,6
nm0701633,nm0720879,2
nm0702555,nm0896801,2
nm0702666,nm0874676,2
nm0704247,nm0815537,2
nm0708790,nm0720277,4
nm0708790,nm0764450,2
nm0709777,nm0926970,2
nm0709947,nm0930806,2
nm0713999,nm0885474,2
nm0714287,nm0890495,2
nm0714287,nm0899517,3
nm0714805,nm0897715,6
nm0718829,nm0720277,2
nm0720029,nm0843575,2
nm0720277,nm0721073,2
nm0720277,nm0760640,2
nm0720277,nm0764450,2
nm0720277,nm0892358,2
nm0721044,nm0896189,2
nm0722619,nm0809321,2
nm0724156,nm0822765,2
nm0724156,nm0824071,2
nm0733508,nm0899911,2
nm0736035,nm0891830,2
nm0739931,nm0759877,5
nm0757396,nm0876304,2
nm0757824,nm0951145,4
nm0758066,nm0897715,2
nm0759606,nm0863915,2
nm0759685,nm0957372,2
nm0759797,nm0761420,2
nm0760640,nm0764450,2
nm0762632,nm0874676,2
nm0768641,nm0953025,2
nm0784884,nm0816296,2
nm0784884,nm0896557,2
nm0785664,nm0865575,3
nm0787462,nm0787582,2
nm0790925,nm0874676,2
nm0793008,nm0867242,2
nm0793008,nm0938893,3
nm0793008,nm0939065,3
nm0793008,nm0943138,5
nm0793731,nm0992732,2
nm0797659,nm0896801,3
nm0798827,nm0922301,3
nm0804157,nm0880748,2
nm0804605,nm0959717,4
nm0805189,nm0871590,2
nm0805189,nm0939378,3
nm0807571,nm0935498,5
nm0809681,nm0887695,2
nm0812458,nm0845867,2
nm0813691,nm0815008,2
nm0814773,nm0893872,2
nm0816296,nm0816297,2
nm0821734,nm0835144,2
nm0822765,nm0824071,2
nm0831262,nm0904303,2
nm0836965,nm0930806,2
nm0839003,nm0915452,3
nm0840994,nm0904901,2
nm0845866,nm0845867,2
nm0846630,nm0875354,2
nm0847812,nm0952442,2
nm0848355,nm0874676,6
nm0849257,nm0945189,3
nm0858128,nm0893449,2
nm0863146,nm0946160,2
nm0864769,nm0945189,3
nm0865521,nm0882972,3
nm0869053,nm0892358,2
nm0871590,nm0939378,2
nm0871827,nm0954927,2
nm0875275,nm0939431,2
nm0876513,nm0951828,2
nm0882972,nm0890874,2
nm0890495,nm0899517,2
nm0904173,nm0956881,2
nm0908539,nm0945632,2
nm0909145,nm0922301,2
nm0910729,nm0945189,5
nm0913910,nm0994324,3
nm0938893,nm0945189,2
nm0938893,nm0950552,3
nm0939079,nm0939172,2
nm0939079,nm0939181,2
nm0939079,nm0948146,2
nm0939172,nm0939181,2
nm0939172,nm0948146,2
nm0939181,nm0948146,2
nm0939251,nm0945189,3
nm0943138,nm0950757,2
nm0945290,nm0960033,2
nm0950604,nm0950751,3
nm0950604,nm0950761,2
nm0950707,nm0950757,5
nm0950751,nm0950761,2
nm0960828,nm0961039,2
nm0991937,nm0992736,3
nm0992736,nm0994324,2
