Source,Target,Weight
nm0151155,nm0862479,3
nm0151155,nm0874868,2
nm0151655,nm0297143,2
nm0151696,nm0415777,2
nm0151755,nm0504973,2
nm0151815,nm0633080,2
nm0151866,nm0415777,2
nm0152054,nm0284533,2
nm0152061,nm0485950,2
nm0154110,nm0244884,2
nm0154118,nm0154164,2
nm0154164,nm0212541,2
nm0154164,nm0315917,2
nm0155264,nm0504973,2
nm0155291,nm0157785,3
nm0155291,nm0160865,3
nm0155291,nm0284533,3
nm0155291,nm0399070,2
nm0155291,nm0490492,2
nm0155291,nm0497097,2
nm0155291,nm0516316,4
nm0155291,nm0656647,2
nm0155291,nm0862479,3
nm0155291,nm0874676,2
nm0155291,nm0874868,2
nm0155291,nm0906402,2
nm0155532,nm0490614,2
nm0155562,nm0155587,2
nm0155572,nm0160865,2
nm0155577,nm0490513,2
nm0155582,nm0628806,2
nm0155587,nm0156467,2
nm0155587,nm0156484,2
nm0155587,nm0156506,2
nm0155587,nm0161275,2
nm0155587,nm0284608,2
nm0155587,nm0298689,4
nm0155587,nm0482572,2
nm0155587,nm0490489,2
nm0155587,nm0490513,2
nm0155587,nm0497097,3
nm0155587,nm0514998,10
nm0155587,nm0515030,5
nm0155587,nm0526712,2
nm0155587,nm0628827,2
nm0155587,nm0702666,4
nm0155587,nm0874676,2
nm0155587,nm0875275,3
nm0155587,nm0943138,2
nm0155587,nm0945189,4
nm0155593,nm0156434,3
nm0155593,nm0481717,3
nm0155593,nm0490521,2
nm0155593,nm0504899,2
nm0155593,nm0939236,2
nm0155599,nm0156564,2
nm0155599,nm0159435,2
nm0155599,nm0284533,4
nm0155599,nm0498429,2
nm0155599,nm0504973,3
nm0155599,nm0874676,2
nm0155599,nm0943138,4
nm0155599,nm0945189,3
nm0155923,nm0676014,2
nm0156434,nm0482630,3
nm0156434,nm0490489,2
nm0156434,nm0504899,2
nm0156434,nm0628806,3
nm0156434,nm0876603,2
nm0156434,nm0938893,3
nm0156460,nm0156955,2
nm0156460,nm0159027,2
nm0156467,nm0477209,2
nm0156467,nm0504897,2
nm0156467,nm0628806,3
nm0156467,nm0945189,2
nm0156484,nm0159507,2
nm0156484,nm0161275,3
nm0156484,nm0401204,2
nm0156484,nm0481709,2
nm0156484,nm0490489,2
nm0156484,nm0504897,4
nm0156484,nm0504899,3
nm0156484,nm0504973,2
nm0156484,nm0628747,2
nm0156484,nm0628756,2
nm0156484,nm0628806,3
nm0156484,nm0874676,6
nm0156484,nm0876603,3
nm0156484,nm0939255,2
nm0156484,nm0945189,4
nm0156495,nm0943138,2
nm0156497,nm0387360,2
nm0156506,nm0158605,2
nm0156506,nm0438071,2
nm0156506,nm0490489,2
nm0156506,nm0594226,2
nm0156506,nm0943138,2
nm0156506,nm0945189,2
nm0156509,nm0159435,2
nm0156533,nm0467603,2
nm0156542,nm0862479,3
nm0156558,nm0157971,2
nm0156558,nm0490489,2
nm0156558,nm0504899,2
nm0156558,nm0628757,2
nm0156558,nm0628806,2
nm0156558,nm0793008,2
nm0156558,nm0939209,2
nm0156558,nm0945189,2
nm0156739,nm0424800,2
nm0156875,nm0628827,3
nm0156891,nm0793008,2
nm0156955,nm0157971,2
nm0156955,nm0160865,2
nm0156955,nm0848355,2
nm0156955,nm0874676,3
nm0156982,nm0157785,2
nm0156982,nm0398745,2
nm0156982,nm0477231,6
nm0156982,nm0509600,3
nm0156982,nm0516327,2
nm0156982,nm0523711,3
nm0157395,nm0490489,2
nm0157741,nm0158605,2
nm0157741,nm0490489,2
nm0157741,nm0497097,2
nm0157741,nm0793008,2
nm0157759,nm0157785,2
nm0157759,nm0482580,3
nm0157759,nm0793008,2
nm0157759,nm0943138,3
nm0157785,nm0158605,2
nm0157785,nm0159435,3
nm0157785,nm0401204,3
nm0157785,nm0477231,2
nm0157785,nm0482580,4
nm0157785,nm0504973,2
nm0157785,nm0514922,2
nm0157785,nm0516327,2
nm0157785,nm0874868,2
nm0157971,nm0161213,2
nm0157971,nm0298689,2
nm0157971,nm0490489,6
nm0157971,nm0504897,2
nm0157971,nm0628806,3
nm0157971,nm0762632,2
nm0157971,nm0874676,4
nm0158414,nm0161275,2
nm0158414,nm0944578,2
nm0158587,nm0380227,2
nm0158605,nm0284533,2
nm0158605,nm0298689,4
nm0158605,nm0473314,2
nm0158605,nm0477071,2
nm0158605,nm0482580,2
nm0158605,nm0490489,3
nm0158605,nm0490497,3
nm0158605,nm0526714,2
nm0158605,nm0537301,2
nm0158605,nm0628756,2
nm0158605,nm0793008,3
nm0158605,nm0950954,3
nm0158649,nm0398801,2
nm0158656,nm0790925,2
nm0158659,nm0628756,2
nm0159037,nm0359154,2
nm0159053,nm0722221,2
nm0159129,nm0529645,2
nm0159159,nm0219971,2
nm0159159,nm0332871,2
nm0159159,nm0438463,2
nm0159159,nm0802374,2
nm0159201,nm0232504,2
nm0159201,nm0504899,2
nm0159330,nm0315917,2
nm0159435,nm0284016,2
nm0159435,nm0284533,2
nm0159474,nm0298689,2
nm0159507,nm0161275,2
nm0159507,nm0437630,2
nm0159507,nm0490489,2
nm0159507,nm0628806,15
nm0159507,nm0793008,4
nm0159507,nm0910729,2
nm0160865,nm0304708,2
nm0160865,nm0438071,4
nm0160865,nm0490521,2
nm0160865,nm0504973,2
nm0160865,nm0514904,2
nm0160865,nm0702666,2
nm0160865,nm0794827,2
nm0160865,nm0874676,2
nm0160865,nm0939251,3
nm0160865,nm0939429,2
nm0161213,nm0298689,2
nm0161213,nm0482580,3
nm0161213,nm0490497,2
nm0161213,nm0943138,2
nm0161275,nm0482714,3
nm0161275,nm0490489,5
nm0161275,nm0594226,5
nm0161275,nm0628806,3
nm0161275,nm0793008,2
nm0161275,nm0944578,2
nm0161275,nm0945189,2
nm0161892,nm0899911,2
nm0162223,nm0260330,2
nm0162223,nm0328020,2
nm0162502,nm0207834,2
nm0162502,nm0246822,3
nm0162502,nm0346962,2
nm0162502,nm0381695,2
nm0162502,nm0798189,2
nm0162524,nm0720029,2
nm0163776,nm0690610,2
nm0165316,nm0843237,5
nm0165720,nm0443367,2
nm0167388,nm0719914,2
nm0167388,nm0785664,2
nm0167388,nm0932870,2
nm0172484,nm0499718,2
nm0172635,nm0269793,2
nm0173353,nm0258550,2
nm0173354,nm0674877,2
nm0173354,nm0785664,2
nm0174082,nm0290716,2
nm0174290,nm0654843,2
nm0174290,nm0757824,2
nm0174290,nm0951145,2
nm0175060,nm0683119,2
nm0176035,nm0225216,2
nm0176161,nm0472941,3
nm0176161,nm0960828,2
nm0176161,nm0961039,2
nm0176412,nm0211565,2
nm0176599,nm0383449,2
nm0176979,nm0301330,2
nm0176979,nm0624772,2
nm0177933,nm0579116,2
nm0180580,nm0700206,2
nm0183310,nm0711014,2
nm0184080,nm0217431,2
nm0184085,nm0184102,2
nm0187337,nm0639054,2
nm0187337,nm0674742,2
nm0187337,nm0681566,2
nm0188021,nm0195293,2
nm0190691,nm0258272,3
nm0190691,nm0477570,2
nm0190691,nm0534508,2
nm0191288,nm0271262,2
nm0191288,nm0578572,2
nm0192432,nm0200922,2
nm0192432,nm0468540,3
nm0192432,nm0734263,3
nm0192685,nm0334536,2
nm0196181,nm0304227,2
nm0196181,nm0307468,2
nm0196327,nm0196328,2
nm0196801,nm0679160,2
nm0199325,nm0480099,2
nm0199592,nm0579012,2
nm0200922,nm0468540,2
nm0200922,nm0734263,2
nm0201695,nm0724604,2
nm0202515,nm0202516,2
nm0202515,nm0215856,2
nm0202516,nm0215856,2
nm0203768,nm0718759,2
nm0206870,nm0953881,5
nm0207458,nm0225921,2
nm0208674,nm0241696,2
nm0208674,nm0527002,4
nm0208674,nm0710341,2
nm0208674,nm0813691,2
nm0209056,nm0246717,2
nm0209209,nm0515697,3
nm0211565,nm0292291,2
nm0211565,nm0339619,4
nm0211565,nm0893872,2
nm0213596,nm0427937,2
nm0213596,nm0940148,2
nm0217260,nm0889242,2
nm0217880,nm0785664,2
nm0218272,nm0841242,2
nm0219939,nm0219971,3
nm0219939,nm0438463,2
nm0219939,nm0700869,3
nm0219939,nm0768296,2
nm0219939,nm0792911,2
nm0219971,nm0438463,3
nm0219971,nm0451600,3
nm0219971,nm0700869,4
nm0220724,nm0790202,2
nm0224403,nm0610206,2
nm0224403,nm0956402,2
nm0224441,nm0904847,2
nm0224882,nm0673319,2
nm0225610,nm0489196,2
nm0226699,nm0543547,2
nm0227708,nm0409622,2
nm0227708,nm0881984,2
nm0228678,nm0666966,2
nm0229352,nm0900492,2
nm0229415,nm0836136,2
nm0230029,nm0476987,2
nm0231120,nm0449044,2
nm0232504,nm0298689,2
nm0232504,nm0398944,2
nm0232504,nm0504973,2
nm0232504,nm0862479,3
nm0232504,nm0867242,2
nm0232504,nm0945189,2
nm0233027,nm0533175,2
nm0233336,nm0709236,2
nm0234809,nm0395121,2
nm0234809,nm0584489,2
nm0234809,nm0798827,2
nm0237847,nm0484686,2
nm0241325,nm0896557,2
nm0241696,nm0527002,3
nm0241696,nm0738887,2
nm0244296,nm0331724,2
nm0244707,nm0524528,2
nm0244884,nm0315917,2
nm0245344,nm0896557,2
nm0246150,nm0311059,3
nm0246150,nm0407720,2
nm0246150,nm0475610,2
nm0246150,nm0810550,2
nm0246150,nm0946160,2
nm0246150,nm0947698,2
nm0246150,nm0955671,2
nm0246408,nm0273193,5
nm0246408,nm0616392,4
nm0246728,nm0511703,2
nm0246822,nm0524230,3
nm0246894,nm0258272,3
nm0247353,nm0399685,2
nm0247353,nm0644430,3
nm0247642,nm0814679,2
nm0248364,nm0302080,2
nm0248364,nm0555260,2
nm0248364,nm0708790,2
nm0248364,nm0755364,2
nm0249020,nm0455810,2
nm0249892,nm0798827,3
nm0249982,nm0922301,2
nm0251656,nm0839209,2
nm0252473,nm0348965,4
nm0252473,nm0387141,3
nm0252473,nm0489858,3
nm0252847,nm0592804,2
nm0253216,nm0347202,2
nm0253216,nm0351029,3
nm0255544,nm0616385,2
nm0255544,nm0896446,2
nm0256387,nm0415617,2
nm0256628,nm0299201,2
nm0256628,nm0535332,2
nm0256628,nm0847562,2
nm0258168,nm0368017,2
nm0258168,nm0556305,2
nm0258168,nm0621987,3
nm0258168,nm0711153,2
nm0258272,nm0844462,2
nm0259301,nm0259326,4
nm0259301,nm0710129,2
nm0259361,nm0283345,2
nm0259361,nm0322870,2
nm0259724,nm0265873,2
nm0259724,nm0443502,2
nm0260330,nm0273178,2
nm0260330,nm0328020,4
nm0261681,nm0303918,2
nm0261681,nm0379678,2
nm0261681,nm0580853,3
nm0261681,nm0654843,11
nm0261681,nm0657004,7
nm0261681,nm0713999,4
nm0261681,nm0953400,2
nm0265853,nm0693625,2
nm0266266,nm0952911,2
nm0266521,nm0558949,2
nm0266652,nm0266658,2
nm0266890,nm0352157,2
nm0266890,nm0748207,2
nm0266996,nm0311059,2
nm0266996,nm0463805,2
nm0268094,nm0911285,2
nm0268724,nm0347842,2
nm0270607,nm0313443,2
nm0272147,nm0303220,2
nm0272147,nm0645860,2
nm0272295,nm0392250,2
nm0272295,nm0511277,2
nm0273090,nm0714805,2
nm0273090,nm0897715,2
nm0273178,nm0328020,4
nm0273178,nm0704719,3
nm0273178,nm0755364,2
nm0273193,nm0616392,6
nm0273508,nm0953881,2
nm0274068,nm0300546,2
nm0275913,nm0402730,2
nm0276410,nm0418083,2
nm0278947,nm0332052,3
nm0278947,nm0935498,3
nm0280132,nm0761420,2
nm0280802,nm0881710,2
nm0281130,nm0588553,2
nm0283345,nm0322870,2
nm0283846,nm0526183,2
nm0283846,nm0628689,2
nm0284015,nm0510903,2
nm0284015,nm0628806,4
nm0284015,nm0797679,5
nm0284016,nm0939209,2
nm0284533,nm0387322,3
nm0284533,nm0504973,2
nm0284533,nm0514998,2
nm0284533,nm0628757,2
nm0284533,nm0945189,2
nm0284585,nm0593192,2
nm0284613,nm0477071,2
nm0286803,nm0826549,2
nm0290628,nm0694843,2
nm0292291,nm0339619,2
nm0295506,nm0394176,2
nm0295506,nm0443367,2
nm0295740,nm0827200,2
nm0295823,nm0618057,2
nm0297143,nm0473314,2
nm0297143,nm0477231,2
nm0297143,nm0514904,2
nm0297143,nm0862479,3
nm0298689,nm0399074,2
nm0298689,nm0401204,2
nm0298689,nm0482580,2
nm0298689,nm0490489,4
nm0298689,nm0594226,2
nm0298689,nm0628827,3
nm0298689,nm0874676,8
nm0298689,nm0939147,2
nm0298689,nm0939251,2
nm0299192,nm0436776,6
nm0299923,nm0353448,2
nm0300565,nm0422981,2
nm0301330,nm0471692,3
nm0301330,nm0624772,2
nm0301515,nm0511277,2
nm0301515,nm0668640,2
nm0301515,nm0952498,3
nm0301556,nm0320801,2
nm0301556,nm0785664,2
nm0302080,nm0328020,2
nm0303220,nm0645860,2
nm0303437,nm0759252,2
nm0303909,nm0524528,2
nm0303918,nm0328020,2
nm0304708,nm0906402,3
nm0304709,nm0510533,2
nm0304839,nm0449431,2
nm0305737,nm0515635,6
nm0305737,nm0562210,2
nm0305737,nm0691891,2
nm0309348,nm0865571,2
nm0311059,nm0892188,2
nm0312710,nm0479745,2
nm0312768,nm0951828,2
nm0314048,nm0487025,2
nm0314048,nm0950881,2
nm0314305,nm0845609,2
nm0315767,nm0316284,2
nm0315767,nm0744107,2
nm0316977,nm0636893,2
nm0316977,nm0908539,2
nm0316977,nm0945632,2
nm0317718,nm0515635,2
nm0320180,nm0593192,2
nm0320801,nm0432040,2
nm0320808,nm0435726,3
nm0320808,nm0487254,2
nm0324067,nm0503201,2
nm0324843,nm0787462,2
nm0328020,nm0562841,2
nm0328020,nm0704719,2
nm0328020,nm0723041,2
nm0328020,nm0755364,2
nm0328020,nm0768574,2
nm0331724,nm0438712,2
nm0331735,nm0681126,2
nm0332052,nm0473252,4
nm0332052,nm0935498,2
nm0332871,nm0363055,2
nm0332871,nm0420090,2
nm0332871,nm0434318,6
nm0332871,nm0438463,2
nm0332871,nm0451600,2
nm0332871,nm0659233,2
nm0332871,nm0710211,2
nm0332871,nm0764669,2
nm0333179,nm0345616,2
nm0333701,nm0807571,5
nm0333701,nm0935498,6
nm0334601,nm0937304,2
nm0337167,nm0441660,2
nm0337167,nm0515635,2
nm0337167,nm0562210,5
nm0339888,nm0363615,2
nm0344655,nm0819825,2
nm0345144,nm0423084,2
nm0345144,nm0497757,2
nm0346168,nm0636280,2
nm0347218,nm0558363,2
nm0347218,nm0764450,2
nm0348018,nm0709777,2
nm0348155,nm0427977,2
nm0348965,nm0352195,2
nm0349427,nm0470772,3
nm0349427,nm0718829,3
nm0350479,nm0914113,2
nm0350673,nm0464417,2
nm0350673,nm0610904,3
nm0350884,nm0663238,2
nm0350884,nm0891830,3
nm0351576,nm0938623,2
nm0352032,nm0764871,2
nm0352157,nm0897715,2
nm0352278,nm0903964,2
nm0353448,nm0397982,2
nm0356448,nm0699596,2
nm0359894,nm0593306,2
nm0359894,nm0634159,2
nm0360815,nm0446225,2
nm0361570,nm0398703,3
nm0361757,nm0549457,2
nm0362970,nm0371824,2
nm0368015,nm0610565,2
nm0368017,nm0415416,2
nm0368745,nm0439371,2
nm0369136,nm0514904,4
nm0369136,nm0514906,3
nm0369136,nm0910979,2
nm0369270,nm0639153,2
nm0369513,nm0369567,2
nm0369567,nm0903677,2
nm0370634,nm0911007,2
nm0371824,nm0443367,3
nm0371824,nm0449652,2
nm0375959,nm0564805,2
nm0377580,nm0488917,2
nm0378427,nm0436000,2
nm0378427,nm0455797,2
nm0379678,nm0580853,3
nm0379678,nm0654843,3
nm0380628,nm0461129,3
nm0380628,nm0597517,3
nm0380628,nm0934059,2
nm0383482,nm0779423,4
nm0383867,nm0689866,2
nm0385860,nm0689260,2
nm0386391,nm0394690,2
nm0386391,nm0409287,2
nm0386391,nm0866753,2
nm0387141,nm0489858,3
nm0387322,nm0387329,2
nm0387322,nm0490489,2
nm0387322,nm0628714,2
nm0387322,nm0628770,2
nm0387322,nm0938893,3
nm0387329,nm0436329,2
nm0387360,nm0477071,2
nm0388367,nm0399074,2
nm0388640,nm0822868,2
nm0389109,nm0469103,2
nm0389109,nm0508085,3
nm0389109,nm0904093,2
nm0393222,nm0580725,2
nm0393389,nm0551298,2
nm0394690,nm0409287,2
nm0394690,nm0866753,2
nm0395121,nm0798827,3
nm0395121,nm0909145,3
nm0396212,nm0407336,2
nm0396355,nm0479745,2
nm0398703,nm0479753,2
nm0398703,nm0814162,4
nm0398745,nm0477231,3
nm0398745,nm0509600,2
nm0398745,nm0523711,2
nm0398801,nm0482708,2
nm0398801,nm0793008,2
nm0398801,nm0943138,3
nm0398969,nm0399007,2
nm0399007,nm0793384,2
nm0399012,nm0628806,2
nm0399070,nm0516327,2
nm0399070,nm0862479,3
nm0399070,nm0874868,2
nm0399074,nm0793008,2
nm0399074,nm0939209,4
nm0399685,nm0644430,2
nm0400484,nm0415016,2
nm0401201,nm0401204,5
nm0401201,nm0401207,2
nm0401204,nm0401207,3
nm0401204,nm0482580,2
nm0401204,nm0490497,2
nm0401204,nm0628756,2
nm0401207,nm0477108,2
nm0401207,nm0538353,5
nm0401207,nm0790925,2
nm0402730,nm0949237,2
nm0404091,nm0898317,3
nm0405545,nm0517978,10
nm0405695,nm0754889,2
nm0406091,nm0443502,2
nm0407454,nm0945290,2
nm0407959,nm0422392,2
nm0407959,nm0659609,2
nm0408054,nm0711631,2
nm0408600,nm0953881,2
nm0408636,nm0893872,2
nm0409079,nm0913370,2
nm0409287,nm0866753,2
nm0410010,nm0922301,2
nm0411150,nm0620018,2
nm0411150,nm0837420,2
nm0411757,nm0992732,3
nm0413470,nm0453571,2
nm0414979,nm0933310,2
nm0415777,nm0438071,2
nm0415777,nm0497097,2
nm0415777,nm0874676,2
nm0415777,nm0910979,2
nm0415777,nm0950751,2
nm0417687,nm0496118,2
nm0420090,nm0576495,2
nm0421709,nm0951828,2
nm0421716,nm0509263,2
nm0423084,nm0497757,2
nm0423663,nm0837420,3
nm0427937,nm0940148,2
nm0431328,nm0884606,2
nm0432040,nm0508293,3
nm0434318,nm0438463,3
nm0434318,nm0438501,2
nm0434318,nm0659233,2
nm0434330,nm0464710,2
nm0434958,nm0455797,2
nm0434958,nm0797659,2
nm0434958,nm0896801,2
nm0436000,nm0455797,2
nm0436444,nm0472029,2
nm0437141,nm0632664,2
nm0437141,nm0949069,2
nm0437580,nm0510903,3
nm0437580,nm0628806,2
nm0437580,nm0943149,2
nm0437630,nm0504899,2
nm0438071,nm0526714,2
nm0438071,nm0794827,2
nm0438071,nm0910979,2
nm0438071,nm0945189,2
nm0438463,nm0438501,2
nm0438463,nm0442479,2
nm0438463,nm0451166,2
nm0438463,nm0451600,11
nm0438463,nm0576495,2
nm0438463,nm0643350,2
nm0438463,nm0695170,3
nm0438463,nm0700869,4
nm0438463,nm0712546,3
nm0438463,nm0787462,2
nm0438501,nm0451396,2
nm0438501,nm0451600,2
nm0438501,nm0700869,2
nm0438503,nm0846681,2
nm0439170,nm0558726,2
nm0439409,nm0452764,2
nm0441375,nm0586733,2
nm0441660,nm0515635,2
nm0441660,nm0562210,3
nm0441660,nm0722963,2
nm0441955,nm0637508,6
nm0441955,nm0755974,5
nm0443089,nm0528536,2
nm0444334,nm0482642,2
nm0444334,nm0497097,3
nm0444334,nm0938893,2
nm0449431,nm0538217,2
nm0451148,nm0846681,2
nm0451148,nm0894340,2
nm0451211,nm0700869,2
nm0451307,nm0474774,3
nm0451321,nm0451600,2
nm0451321,nm0700869,3
nm0451396,nm0707425,2
nm0451425,nm0700875,2
nm0451600,nm0613417,2
nm0451600,nm0707425,2
nm0451600,nm0712546,2
nm0451604,nm0722089,2
nm0452742,nm0704708,2
nm0454560,nm0827291,2
nm0455797,nm0463570,2
nm0455797,nm0517978,2
nm0455797,nm0702555,3
nm0455797,nm0758741,2
nm0455797,nm0797659,3
nm0455797,nm0896801,4
nm0457900,nm0815250,2
nm0459074,nm0618389,2
nm0461129,nm0597517,3
nm0461129,nm0934059,2
nm0461918,nm0497097,2
nm0461918,nm0793008,2
nm0461918,nm0943138,3
nm0463581,nm0631741,2
nm0463805,nm0475610,2
nm0464180,nm0793505,2
nm0464945,nm0668640,2
nm0467601,nm0482963,3
nm0467601,nm0628806,2
nm0468540,nm0734263,3
nm0468586,nm0878957,2
nm0471771,nm0618768,2
nm0472166,nm0701633,2
nm0472941,nm0960828,2
nm0472941,nm0961039,2
nm0473162,nm0560727,3
nm0473314,nm0477071,2
nm0473314,nm0656647,3
nm0473314,nm0862479,4
nm0474774,nm0787462,2
nm0475344,nm0773845,4
nm0475610,nm0476828,2
nm0475610,nm0493724,2
nm0475610,nm0947895,2
nm0476828,nm0807018,2
nm0477071,nm0481694,2
nm0477108,nm0482614,2
nm0477209,nm0490489,4
nm0477209,nm0628806,4
nm0477231,nm0509600,3
nm0479772,nm0868139,2
nm0480587,nm0720277,4
nm0480869,nm0859772,2
nm0481709,nm0628806,2
nm0482567,nm0482708,2
nm0482572,nm0490618,2
nm0482572,nm0521808,2
nm0482572,nm0939189,2
nm0482580,nm0490497,4
nm0482580,nm0514922,2
nm0482580,nm0628756,2
nm0482580,nm0628827,2
nm0482580,nm0628877,3
nm0482580,nm0762632,2
nm0482580,nm0793008,2
nm0482580,nm0943138,4
nm0482580,nm0944578,2
nm0482580,nm0950707,3
nm0482614,nm0490489,2
nm0482642,nm0497097,3
nm0482642,nm0525308,2
nm0482656,nm0874676,2
nm0482708,nm0497097,3
nm0482708,nm0504973,3
nm0482708,nm0526714,2
nm0482708,nm0793008,5
nm0482708,nm0943138,4
nm0482714,nm0490489,2
nm0482714,nm0504973,2
nm0482714,nm0526695,2
nm0482714,nm0594226,4
nm0482714,nm0793008,4
nm0482714,nm0874676,2
nm0484376,nm0708790,2
nm0484376,nm0718829,2
nm0484376,nm0854177,2
nm0484596,nm0575761,2
nm0487025,nm0950881,2
nm0487025,nm0955664,2
nm0487254,nm0681566,2
nm0487616,nm0615511,2
nm0490489,nm0504897,3
nm0490489,nm0504899,2
nm0490489,nm0504973,7
nm0490489,nm0526695,2
nm0490489,nm0594226,4
nm0490489,nm0628806,8
nm0490489,nm0793008,5
nm0490489,nm0848355,6
nm0490489,nm0849916,2
nm0490489,nm0874676,3
nm0490489,nm0876603,2
nm0490489,nm0939209,2
nm0490489,nm0945189,2
nm0490492,nm0516316,3
nm0490492,nm0939429,2
nm0490497,nm0628756,2
nm0490497,nm0628827,2
nm0490497,nm0793008,2
nm0490497,nm0943138,2
nm0490513,nm0628757,2
nm0490513,nm0938893,3
nm0490513,nm0945189,2
nm0490608,nm0498429,2
nm0490614,nm0628806,2
nm0490614,nm0943138,2
nm0490618,nm0514998,2
nm0492342,nm0885707,2
nm0492649,nm0908525,2
nm0493738,nm0756940,2
nm0494432,nm0737553,2
nm0496118,nm0816296,2
nm0497097,nm0504973,2
nm0497097,nm0628806,2
nm0497097,nm0793008,4
nm0497097,nm0794827,3
nm0497097,nm0938893,3
nm0497097,nm0939275,3
nm0497097,nm0943138,2
nm0497097,nm0945189,5
nm0497097,nm0947153,2
nm0498429,nm0504897,3
nm0498429,nm0504899,3
nm0498429,nm0628806,2
nm0498429,nm0945189,3
nm0499995,nm0876603,2
nm0501288,nm0690610,2
nm0504126,nm0655330,3
nm0504126,nm0798827,3
nm0504897,nm0504899,4
nm0504897,nm0628806,2
nm0504897,nm0762632,3
nm0504897,nm0874676,3
nm0504897,nm0945189,2
nm0504899,nm0874684,2
nm0504899,nm0875275,2
nm0504973,nm0514998,2
nm0504973,nm0526714,2
nm0504973,nm0594226,3
nm0504973,nm0628757,4
nm0504973,nm0793008,3
nm0504973,nm0862479,2
nm0504973,nm0945189,4
nm0505323,nm0643350,2
nm0506374,nm0517885,2
nm0508293,nm0634159,3
nm0509600,nm0516327,2
nm0509600,nm0523711,3
nm0510436,nm0885474,2
nm0510903,nm0628806,2
nm0511277,nm0523821,2
nm0511277,nm0525557,2
nm0511277,nm0532536,2
nm0511277,nm0668640,4
nm0511277,nm0669813,2
nm0511277,nm0953168,3
nm0511409,nm0822236,2
nm0511703,nm0515635,3
nm0511703,nm0562210,3
nm0514904,nm0516316,2
nm0514904,nm0910979,2
nm0514922,nm0628827,2
nm0514998,nm0628757,2
nm0514998,nm0628806,2
nm0514998,nm0795806,2
nm0514998,nm0945189,2
nm0514998,nm0974484,2
nm0515030,nm0526712,2
nm0515635,nm0562210,8
nm0515635,nm0691891,2
nm0515635,nm0704362,2
nm0515635,nm0873205,4
nm0516310,nm0943138,2
nm0516316,nm0938975,2
nm0516319,nm0628827,2
nm0516319,nm0876603,2
nm0516327,nm0656647,2
nm0517978,nm0664218,4
nm0517978,nm0758741,7
nm0521544,nm0638308,2
nm0521808,nm0938990,2
nm0525240,nm0602630,2
nm0526183,nm0628689,2
nm0526695,nm0793008,3
nm0526695,nm0795806,2
nm0526714,nm0793008,4
nm0526714,nm0795806,2
nm0526714,nm0874684,2
nm0526714,nm0950707,2
nm0527002,nm0710341,2
nm0529543,nm0529645,2
nm0529645,nm0813691,2
nm0529890,nm0562210,4
nm0532701,nm0682893,2
nm0532701,nm0701568,2
nm0535332,nm0793726,3
nm0538353,nm0790925,3
nm0540885,nm0553650,2
nm0541281,nm0785177,2
nm0541290,nm0859772,2
nm0542063,nm0599604,2
nm0542063,nm0694843,3
nm0542994,nm0649210,2
nm0543547,nm0728476,2
nm0545383,nm0634159,2
nm0545383,nm0785664,3
nm0546735,nm0625981,2
nm0546735,nm0853182,2
nm0547339,nm0634159,5
nm0547339,nm0734000,2
nm0552086,nm0717212,4
nm0552397,nm0771365,2
nm0556305,nm0711153,2
nm0556343,nm0592491,2
nm0559752,nm0562056,2
nm0560026,nm0697961,4
nm0562210,nm0649513,2
nm0562210,nm0714359,5
nm0562210,nm0873205,4
nm0562210,nm0894677,4
nm0562841,nm0764450,2
nm0578633,nm0956956,2
nm0580853,nm0654843,4
nm0581103,nm0711501,2
nm0582074,nm0873385,3
nm0582074,nm0897715,2
nm0582126,nm0862400,2
nm0582773,nm0920460,2
nm0583838,nm0687847,2
nm0583838,nm0899911,2
nm0584489,nm0798827,2
nm0584489,nm0824348,2
nm0593192,nm0752591,2
nm0593192,nm0821734,2
nm0593306,nm0734000,2
nm0593306,nm0785664,2
nm0594226,nm0628827,2
nm0594226,nm0848355,2
nm0594226,nm0874676,5
nm0594226,nm0945189,3
nm0595115,nm0697514,4
nm0595115,nm0763825,2
nm0596703,nm0838689,2
nm0597517,nm0934059,2
nm0597816,nm0868139,2
nm0598720,nm0599604,2
nm0598720,nm0608311,2
nm0598720,nm0865575,2
nm0599604,nm0694843,3
nm0599604,nm0893872,2
nm0599640,nm0708790,2
nm0599640,nm0720277,2
nm0600120,nm0768574,2
nm0601238,nm0671855,2
nm0603173,nm0693140,2
nm0604335,nm0650024,2
nm0608214,nm0788788,2
nm0608311,nm0865575,3
nm0609403,nm0847562,2
nm0610206,nm0956402,2
nm0612078,nm0834754,2
nm0612219,nm0897715,2
nm0614526,nm0794890,3
nm0617427,nm0896801,2
nm0617775,nm0656801,2
nm0618291,nm0900915,3
nm0618768,nm0765193,2
nm0618768,nm0816296,2
nm0618768,nm0900007,2
nm0619185,nm0620737,3
nm0619185,nm0762965,2
nm0619938,nm0628704,2
nm0620737,nm0762965,2
nm0621008,nm0744235,2
nm0621937,nm0841552,3
nm0622931,nm0654843,6
nm0625981,nm0853182,2
nm0628714,nm0938893,3
nm0628726,nm0875275,2
nm0628756,nm0628827,2
nm0628756,nm0793008,2
nm0628770,nm0938893,3
nm0628806,nm0797679,3
nm0628806,nm0938893,2
nm0628806,nm0939431,2
nm0628806,nm0945189,2
nm0628806,nm0950707,2
nm0628827,nm0762632,5
nm0628827,nm0874676,4
nm0628827,nm0943138,3
nm0631102,nm0637434,2
nm0631741,nm0671231,2
