Source,Target,Weight
nm0000051,nm0799237,2
nm0000051,nm0801630,2
nm0000052,nm0001120,4
nm0000052,nm0105482,2
nm0000052,nm0832375,3
nm0000053,nm0000904,2
nm0000053,nm0402277,2
nm0000053,nm0415591,2
nm0000053,nm0752813,2
nm0000053,nm0848251,2
nm0000056,nm0007217,2
nm0000057,nm0001289,2
nm0000057,nm0001695,2
nm0000057,nm0491406,2
nm0000057,nm0876451,2
nm0000059,nm0052203,2
nm0000059,nm0557339,2
nm0000059,nm0724732,3
nm0000060,nm0000734,2
nm0000060,nm0000859,2
nm0000060,nm0593612,2
nm0000061,nm0000080,2
nm0000061,nm0000747,3
nm0000061,nm0002011,2
nm0000061,nm0306786,2
nm0000061,nm0415591,2
nm0000061,nm0433188,2
nm0000061,nm0593775,2
nm0000061,nm0634313,2
nm0000061,nm0719692,2
nm0000063,nm0000865,2
nm0000063,nm0391096,2
nm0000064,nm0000734,2
nm0000064,nm0001229,2
nm0000064,nm0056719,2
nm0000064,nm0187981,2
nm0000064,nm0420765,2
nm0000064,nm0706368,2
nm0000064,nm0771584,2
nm0000068,nm0000078,2
nm0000068,nm0001935,3
nm0000068,nm0002503,2
nm0000068,nm0089524,2
nm0000068,nm0095524,2
nm0000068,nm0118000,2
nm0000068,nm0127677,2
nm0000068,nm0175369,2
nm0000068,nm0185568,2
nm0000068,nm0269709,3
nm0000068,nm0371025,5
nm0000068,nm0415591,2
nm0000068,nm0430460,2
nm0000068,nm0463264,2
nm0000068,nm0533692,2
nm0000068,nm0534317,3
nm0000068,nm0557339,2
nm0000068,nm0619798,3
nm0000068,nm0752813,2
nm0000068,nm0875861,2
nm0000068,nm0930103,2
nm0000069,nm0001509,2
nm0000069,nm0492444,3
nm0000071,nm0000075,2
nm0000071,nm0000859,2
nm0000071,nm0001870,2
nm0000071,nm0002053,3
nm0000071,nm0036427,2
nm0000071,nm0179819,2
nm0000071,nm0358069,2
nm0000071,nm0447913,2
nm0000071,nm0452128,2
nm0000071,nm0604656,3
nm0000071,nm0604702,2
nm0000071,nm0935415,2
nm0000075,nm0000859,2
nm0000075,nm0000974,2
nm0000075,nm0001682,2
nm0000075,nm0001822,2
nm0000075,nm0002048,2
nm0000075,nm0002285,2
nm0000075,nm0004496,4
nm0000075,nm0101954,2
nm0000075,nm0405220,2
nm0000075,nm0604960,4
nm0000075,nm0852279,2
nm0000075,nm0908153,2
nm0000078,nm0000730,2
nm0000078,nm0000784,3
nm0000078,nm0000790,2
nm0000078,nm0000955,10
nm0000078,nm0000974,2
nm0000078,nm0001935,2
nm0000078,nm0002013,2
nm0000078,nm0002503,2
nm0000078,nm0081361,2
nm0000078,nm0111226,2
nm0000078,nm0134831,7
nm0000078,nm0181003,8
nm0000078,nm0215260,3
nm0000078,nm0233856,2
nm0000078,nm0280707,3
nm0000078,nm0292433,2
nm0000078,nm0369058,3
nm0000078,nm0371025,11
nm0000078,nm0398139,2
nm0000078,nm0424565,2
nm0000078,nm0447580,2
nm0000078,nm0551222,2
nm0000078,nm0556813,2
nm0000078,nm0569465,2
nm0000078,nm0662219,2
nm0000078,nm0734340,2
nm0000078,nm0855579,6
nm0000078,nm0910400,2
nm0000078,nm0926103,2
nm0000078,nm0940617,2
nm0000080,nm0001072,3
nm0000080,nm0226947,2
nm0000086,nm0723823,3
nm0000122,nm0074788,2
nm0000122,nm0305087,2
nm0000122,nm0761866,2
nm0000252,nm0003706,2
nm0000252,nm0010958,2
nm0000252,nm0101071,2
nm0000252,nm0254609,2
nm0000252,nm0427659,5
nm0000277,nm0185954,2
nm0000277,nm0339992,2
nm0000277,nm0496866,4
nm0000277,nm0590055,2
nm0000308,nm0000348,2
nm0000308,nm0001229,2
nm0000348,nm0103722,2
nm0000348,nm0282435,2
nm0000348,nm0446769,2
nm0000472,nm0000509,7
nm0000472,nm0001452,2
nm0000472,nm0001651,2
nm0000472,nm0001870,2
nm0000472,nm0007220,2
nm0000472,nm0007941,2
nm0000472,nm0166972,2
nm0000472,nm0182579,2
nm0000472,nm0219666,2
nm0000472,nm0543115,2
nm0000472,nm0589494,2
nm0000472,nm0699430,2
nm0000472,nm0764346,2
nm0000472,nm0867538,2
nm0000472,nm0888000,2
nm0000472,nm0936728,5
nm0000489,nm0001088,4
nm0000493,nm0468237,3
nm0000509,nm0001017,2
nm0000509,nm0001033,2
nm0000509,nm0001651,2
nm0000509,nm0041172,4
nm0000509,nm0285922,3
nm0000509,nm0329832,2
nm0000509,nm0355653,2
nm0000509,nm0429853,2
nm0000509,nm0461549,2
nm0000509,nm0522926,2
nm0000509,nm0543115,3
nm0000509,nm0958345,3
nm0000527,nm0341431,2
nm0000543,nm0926235,2
nm0000558,nm0001229,2
nm0000634,nm0405035,2
nm0000634,nm0781183,2
nm0000634,nm0856103,3
nm0000728,nm0582019,2
nm0000730,nm0656980,3
nm0000731,nm0510134,2
nm0000731,nm0713270,2
nm0000731,nm0827261,2
nm0000734,nm0002118,3
nm0000734,nm0528705,2
nm0000734,nm0606998,2
nm0000747,nm0000904,2
nm0000747,nm0002013,2
nm0000747,nm0111297,2
nm0000747,nm0191950,2
nm0000747,nm0193232,2
nm0000747,nm0380965,2
nm0000747,nm0838843,2
nm0000748,nm0001777,2
nm0000748,nm0107151,2
nm0000748,nm0534286,2
nm0000748,nm0804026,2
nm0000763,nm0000974,2
nm0000763,nm0001695,2
nm0000763,nm0001948,2
nm0000763,nm0002017,2
nm0000763,nm0003110,2
nm0000763,nm0335048,3
nm0000763,nm0355755,2
nm0000763,nm0404158,3
nm0000763,nm0581282,2
nm0000763,nm0808949,2
nm0000784,nm0053929,2
nm0000784,nm0066166,3
nm0000784,nm0181942,2
nm0000784,nm0273477,4
nm0000784,nm0274940,2
nm0000784,nm0303548,3
nm0000784,nm0328186,2
nm0000784,nm0432466,2
nm0000784,nm0529876,4
nm0000784,nm0530032,3
nm0000784,nm0555005,2
nm0000784,nm0661038,3
nm0000784,nm0673023,2
nm0000784,nm0738042,2
nm0000784,nm0798270,2
nm0000784,nm0812919,3
nm0000784,nm0812929,4
nm0000784,nm0815524,2
nm0000784,nm0898085,2
nm0000784,nm0904962,2
nm0000810,nm0001359,5
nm0000810,nm0089524,2
nm0000810,nm0122470,50
nm0000810,nm0166477,2
nm0000810,nm0241523,2
nm0000810,nm0356159,3
nm0000810,nm0370797,2
nm0000810,nm0371025,2
nm0000810,nm0388232,2
nm0000810,nm0392442,2
nm0000810,nm0427934,3
nm0000810,nm0491591,2
nm0000810,nm0556813,3
nm0000810,nm0635798,2
nm0000810,nm0684793,2
nm0000810,nm0858828,2
nm0000817,nm0000859,9
nm0000817,nm0001870,2
nm0000817,nm0048256,5
nm0000817,nm0222596,3
nm0000817,nm0446769,2
nm0000817,nm0671738,2
nm0000817,nm0838843,2
nm0000851,nm0215000,2
nm0000851,nm0520859,3
nm0000851,nm0784857,2
nm0000857,nm0700803,2
nm0000858,nm0000859,3
nm0000858,nm0000891,2
nm0000858,nm0007219,2
nm0000858,nm0166974,3
nm0000858,nm0219666,3
nm0000858,nm0397397,4
nm0000859,nm0000891,3
nm0000859,nm0001791,3
nm0000859,nm0001870,3
nm0000859,nm0004496,4
nm0000859,nm0036427,2
nm0000859,nm0041172,2
nm0000859,nm0062828,2
nm0000859,nm0216263,2
nm0000859,nm0511599,4
nm0000859,nm0525601,2
nm0000859,nm0593775,2
nm0000859,nm0671738,2
nm0000859,nm0827577,2
nm0000859,nm0832011,5
nm0000859,nm0867144,3
nm0000861,nm0001682,3
nm0000861,nm0178114,3
nm0000861,nm0402842,2
nm0000861,nm0527996,4
nm0000861,nm0807580,2
nm0000890,nm0001033,2
nm0000890,nm0001935,2
nm0000890,nm0056719,2
nm0000890,nm0193232,2
nm0000890,nm0221488,2
nm0000890,nm0235897,2
nm0000890,nm0322299,2
nm0000890,nm0385594,2
nm0000890,nm0392442,2
nm0000890,nm0599787,2
nm0000890,nm0768178,3
nm0000890,nm0870454,2
nm0000891,nm0001682,2
nm0000891,nm0001870,2
nm0000891,nm0036427,2
nm0000891,nm0113902,2
nm0000891,nm0140504,4
nm0000891,nm0178114,4
nm0000891,nm0237025,2
nm0000891,nm0369058,5
nm0000891,nm0511599,3
nm0000891,nm0576083,2
nm0000891,nm0606431,2
nm0000891,nm0619798,2
nm0000891,nm0832011,5
nm0000897,nm0001224,2
nm0000897,nm0002118,2
nm0000897,nm0002285,3
nm0000897,nm0035877,3
nm0000897,nm0175369,3
nm0000897,nm0241523,2
nm0000897,nm0307326,2
nm0000897,nm0335788,4
nm0000897,nm0356159,3
nm0000897,nm0389824,2
nm0000897,nm0405220,2
nm0000897,nm0420765,2
nm0000897,nm0461549,2
nm0000897,nm0534045,2
nm0000897,nm0570974,2
nm0000897,nm0604605,2
nm0000897,nm0619798,3
nm0000897,nm0656118,2
nm0000897,nm0657874,2
nm0000897,nm0900856,2
nm0000897,nm0906940,2
nm0000904,nm0001514,2
nm0000904,nm0001637,2
nm0000904,nm0002046,2
nm0000904,nm0136994,2
nm0000904,nm0362567,2
nm0000904,nm0388303,2
nm0000904,nm0517058,2
nm0000904,nm0641454,2
nm0000904,nm0768178,2
nm0000912,nm0020521,2
nm0000912,nm0026655,2
nm0000912,nm0122675,2
nm0000926,nm0003110,2
nm0000942,nm0432007,2
nm0000946,nm0103722,2
nm0000955,nm0000974,2
nm0000955,nm0001013,2
nm0000955,nm0003706,6
nm0000955,nm0020979,2
nm0000955,nm0127677,2
nm0000955,nm0389824,2
nm0000955,nm0392442,2
nm0000955,nm0421138,2
nm0000955,nm0427659,6
nm0000955,nm0558751,2
nm0000955,nm0562770,2
nm0000955,nm0656118,2
nm0000955,nm0754726,2
nm0000964,nm0001651,2
nm0000974,nm0001374,2
nm0000974,nm0001870,2
nm0000974,nm0001983,2
nm0000974,nm0002046,2
nm0000974,nm0036427,2
nm0000974,nm0140865,2
nm0000974,nm0338901,2
nm0000974,nm0404158,2
nm0000974,nm0564708,2
nm0000974,nm0566948,3
nm0000974,nm0832011,2
nm0000974,nm0867144,2
nm0000978,nm0172615,2
nm0000978,nm0398466,2
nm0000978,nm0823633,2
nm0000994,nm0001033,2
nm0001017,nm0001033,3
nm0001017,nm0001695,2
nm0001017,nm0071636,2
nm0001017,nm0193232,2
nm0001017,nm0355755,2
nm0001017,nm0404665,2
nm0001017,nm0415591,3
nm0001017,nm0523225,2
nm0001017,nm0619798,3
nm0001017,nm0958345,2
nm0001023,nm0001627,2
nm0001033,nm0041172,3
nm0001033,nm0071636,2
nm0001033,nm0619798,3
nm0001033,nm0656745,2
nm0001033,nm0668361,2
nm0001033,nm0832065,2
nm0001033,nm0840330,2
nm0001067,nm0178114,2
nm0001067,nm0244168,2
nm0001072,nm0445523,2
nm0001078,nm0001362,7
nm0001078,nm0001651,2
nm0001078,nm0002013,2
nm0001078,nm0122589,2
nm0001078,nm0122675,2
nm0001078,nm0212461,2
nm0001078,nm0222596,2
nm0001078,nm0260020,2
nm0001078,nm0280178,3
nm0001078,nm0534045,2
nm0001078,nm0640307,2
nm0001078,nm0642988,2
nm0001078,nm0867144,2
nm0001120,nm0004625,2
nm0001120,nm0021932,3
nm0001120,nm0070221,2
nm0001120,nm0139213,2
nm0001120,nm0148974,3
nm0001120,nm0157067,2
nm0001120,nm0161758,3
nm0001120,nm0162179,4
nm0001120,nm0208375,4
nm0001120,nm0264762,2
nm0001120,nm0264770,2
nm0001120,nm0266031,3
nm0001120,nm0323010,3
nm0001120,nm0578170,6
nm0001120,nm0673749,2
nm0001120,nm0681441,3
nm0001120,nm0683647,2
nm0001120,nm0726295,2
nm0001120,nm0814773,7
nm0001120,nm0832375,5
nm0001120,nm0865493,3
nm0001120,nm0895766,7
nm0001120,nm0957867,3
nm0001135,nm0002024,3
nm0001135,nm0388303,2
nm0001135,nm0534317,2
nm0001171,nm0020942,5
nm0001171,nm0054117,3
nm0001195,nm0001366,2
nm0001195,nm0002118,2
nm0001195,nm0226502,2
nm0001195,nm0378555,2
nm0001195,nm0452128,4
nm0001195,nm0570451,2
nm0001195,nm0842981,2
nm0001195,nm0861034,2
nm0001211,nm0001944,2
nm0001211,nm0045128,2
nm0001211,nm0174682,3
nm0001211,nm0259816,2
nm0001211,nm0524859,2
nm0001224,nm0001647,3
nm0001224,nm0001651,3
nm0001224,nm0001654,2
nm0001224,nm0001888,2
nm0001224,nm0002118,4
nm0001224,nm0187981,3
nm0001224,nm0402842,2
nm0001224,nm0461549,2
nm0001224,nm0510134,2
nm0001224,nm0557339,2
nm0001224,nm0757064,3
nm0001224,nm0827261,2
nm0001229,nm0002024,3
nm0001229,nm0118000,3
nm0001229,nm0427894,2
nm0001229,nm0534317,2
nm0001229,nm0709681,2
nm0001229,nm0749476,2
nm0001229,nm0779923,2
nm0001229,nm0780038,2
nm0001230,nm0169067,2
nm0001230,nm0249187,2
nm0001230,nm0398446,2
nm0001230,nm0659427,4
nm0001284,nm0397580,2
nm0001284,nm0433150,2
nm0001284,nm0865262,2
nm0001289,nm0001452,2
nm0001289,nm0001695,3
nm0001289,nm0001791,2
nm0001289,nm0493347,2
nm0001289,nm0696866,2
nm0001289,nm0799237,2
nm0001289,nm0871272,2
nm0001308,nm0186045,2
nm0001308,nm0606998,2
nm0001316,nm0047459,2
nm0001316,nm0278006,4
nm0001316,nm0491048,26
nm0001316,nm0524306,2
nm0001322,nm0001695,2
nm0001322,nm0428175,2
nm0001322,nm0447597,2
nm0001322,nm0605923,2
nm0001322,nm0662116,2
nm0001322,nm0789970,2
nm0001330,nm0137999,2
nm0001330,nm0208125,2
nm0001330,nm0415591,2
nm0001336,nm0002147,2
nm0001336,nm0288003,2
nm0001336,nm0366489,2
nm0001336,nm0908153,2
nm0001352,nm0208372,2
nm0001359,nm0112395,2
nm0001359,nm0307326,2
nm0001359,nm0671738,2
nm0001359,nm0824496,2
nm0001362,nm0127677,2
nm0001366,nm0307326,2
nm0001366,nm0373773,2
nm0001366,nm0557339,2
nm0001366,nm0807580,2
nm0001369,nm0447913,2
nm0001369,nm0570615,2
nm0001369,nm0821041,2
nm0001374,nm0001822,4
nm0001374,nm0001847,2
nm0001374,nm0719692,3
nm0001417,nm0285264,2
nm0001452,nm0001537,2
nm0001452,nm0001791,2
nm0001452,nm0137999,2
nm0001452,nm0307326,2
nm0001452,nm0362567,2
nm0001452,nm0545298,3
nm0001452,nm0628579,2
nm0001452,nm0867144,3
nm0001471,nm0001509,14
nm0001511,nm0001588,2
nm0001514,nm0001637,3
nm0001514,nm0171713,3
nm0001514,nm0250724,2
nm0001514,nm0306786,2
nm0001514,nm0627969,2
nm0001514,nm0719692,2
nm0001514,nm0928697,2
nm0001522,nm0068257,2
nm0001522,nm0288003,2
nm0001522,nm0641397,2
nm0001522,nm0935996,3
nm0001522,nm0941253,2
nm0001536,nm0156928,3
nm0001536,nm0386284,2
nm0001536,nm0407411,4
nm0001536,nm0462013,2
nm0001536,nm0462181,2
nm0001536,nm0463590,2
nm0001536,nm0586733,2
nm0001536,nm0605270,3
nm0001536,nm0622416,2
nm0001536,nm0652743,2
nm0001536,nm0793766,19
nm0001536,nm0837360,2
nm0001536,nm0847361,3
nm0001536,nm0853392,3
nm0001536,nm0865799,2
nm0001536,nm0875465,7
nm0001537,nm0002046,3
nm0001537,nm0008496,2
nm0001537,nm0191950,2
nm0001537,nm0292433,2
nm0001537,nm0363104,2
nm0001537,nm0461549,2
nm0001537,nm0516876,2
nm0001537,nm0534045,2
nm0001537,nm0534317,2
nm0001537,nm0550195,2
nm0001537,nm0653892,2
nm0001537,nm0654239,2
nm0001537,nm0807580,2
nm0001537,nm0822058,2
nm0001537,nm0848667,2
nm0001537,nm0950019,2
nm0001544,nm0129894,2
nm0001544,nm0388303,2
nm0001544,nm0614278,2
nm0001559,nm0002053,2
nm0001559,nm0078940,2
nm0001559,nm0079328,2
nm0001559,nm0236866,4
nm0001559,nm0570615,2
nm0001559,nm0573640,2
nm0001588,nm0001847,2
nm0001588,nm0001996,2
nm0001620,nm0020942,11
nm0001620,nm0054117,3
nm0001635,nm0035159,3
nm0001635,nm0111612,4
nm0001635,nm0322299,2
nm0001635,nm0355671,3
nm0001635,nm0463264,2
nm0001635,nm0570451,3
nm0001635,nm0604656,3
nm0001635,nm0657874,2
nm0001635,nm0827261,2
nm0001635,nm0842522,2
nm0001635,nm0867538,2
nm0001637,nm0264278,2
nm0001637,nm0840330,4
nm0001647,nm0002092,4
nm0001647,nm0002134,4
nm0001647,nm0233856,2
nm0001647,nm0528705,3
nm0001647,nm0612847,2
nm0001651,nm0041172,5
nm0001651,nm0115558,15
nm0001651,nm0199787,2
nm0001651,nm0388615,5
nm0001651,nm0402842,2
nm0001651,nm0950019,2
nm0001654,nm0002118,2
nm0001654,nm0187981,2
nm0001654,nm0289376,4
nm0001654,nm0514344,2
nm0001654,nm0557339,2
nm0001654,nm0606998,2
nm0001654,nm0694090,2
nm0001654,nm0827263,3
nm0001660,nm0126049,2
nm0001678,nm0057983,2
nm0001678,nm0098424,2
nm0001678,nm0103703,6
nm0001678,nm0122470,6
nm0001678,nm0166477,2
nm0001678,nm0180987,2
nm0001678,nm0222596,9
nm0001678,nm0350268,2
nm0001678,nm0369058,4
nm0001678,nm0371025,41
nm0001678,nm0428160,6
nm0001678,nm0498035,2
nm0001678,nm0531759,2
nm0001678,nm0634226,7
nm0001678,nm0684793,6
nm0001678,nm0788288,2
nm0001678,nm0936728,5
nm0001678,nm0940617,3
nm0001682,nm0185883,2
nm0001682,nm0218131,2
nm0001682,nm0402842,2
nm0001682,nm0604656,2
nm0001682,nm0832011,14
nm0001682,nm0868123,2
nm0001695,nm0001791,2
nm0001695,nm0002116,2
nm0001695,nm0003339,3
nm0001695,nm0187284,2
nm0001695,nm0322299,2
nm0001695,nm0338901,3
nm0001695,nm0354947,4
nm0001695,nm0371775,2
nm0001695,nm0420765,3
nm0001695,nm0516876,2
nm0001695,nm0664273,2
nm0001725,nm0790096,2
nm0001777,nm0566948,2
nm0001777,nm0932629,2
nm0001791,nm0002046,3
nm0001791,nm0003339,2
nm0001791,nm0036427,2
nm0001791,nm0388303,2
nm0001791,nm0572142,2
nm0001791,nm0614278,2
nm0001791,nm0634313,2
nm0001791,nm0867144,2
nm0001812,nm0204824,2
nm0001822,nm0001847,2
nm0001822,nm0916067,2
nm0001847,nm0549280,2
nm0001847,nm0904531,2
nm0001870,nm0002013,2
nm0001870,nm0002048,3
nm0001870,nm0101350,3
nm0001870,nm0140504,2
nm0001870,nm0175369,2
nm0001870,nm0186600,2
nm0001870,nm0249893,2
nm0001870,nm0306786,2
nm0001870,nm0307326,2
nm0001870,nm0372384,3
nm0001870,nm0604656,3
nm0001870,nm0604960,2
nm0001870,nm0654239,3
nm0001870,nm0671738,2
nm0001870,nm0832011,6
nm0001870,nm0840330,2
nm0001870,nm0867144,3
nm0001884,nm0085038,2
nm0001888,nm0295546,2
nm0001888,nm0510134,2
nm0001889,nm0061350,2
nm0001889,nm0931054,2
nm0001890,nm0035877,2
nm0001890,nm0114805,3
nm0001890,nm0397459,2
nm0001890,nm0420765,5
nm0001890,nm0452128,2
nm0001890,nm0570451,2
nm0001890,nm0694090,2
nm0001890,nm0884964,2
nm0001890,nm0938464,2
nm0001890,nm0950019,2
nm0001893,nm0285922,2
nm0001893,nm0452128,2
nm0001906,nm0054117,2
nm0001906,nm0094054,2
nm0001922,nm0062428,2
nm0001922,nm0431212,2
nm0001932,nm0709856,2
nm0001935,nm0002503,2
nm0001935,nm0057983,5
nm0001935,nm0062828,2
nm0001935,nm0089524,2
nm0001935,nm0185568,2
nm0001935,nm0188673,2
nm0001935,nm0267912,2
nm0001935,nm0269567,2
nm0001935,nm0369058,3
nm0001935,nm0398139,2
nm0001935,nm0528677,2
nm0001935,nm0533692,2
nm0001935,nm0639563,2
nm0001935,nm0738042,4
nm0001935,nm0801630,2
nm0001944,nm0430015,2
nm0001947,nm0222596,3
nm0001947,nm0355755,2
nm0001948,nm0002017,2
nm0001948,nm0002116,2
nm0001948,nm0007214,2
nm0001948,nm0264278,2
nm0001948,nm0531759,2
nm0001948,nm0533692,2
nm0001948,nm0547975,2
nm0001948,nm0619261,2
nm0001958,nm0159258,2
nm0001958,nm0281866,2
nm0001958,nm0360085,2
nm0001958,nm0433150,2
nm0001958,nm0605923,2
nm0001958,nm0662116,3
nm0001958,nm0801786,3
nm0001958,nm0912487,2
nm0001958,nm0925804,2
nm0001961,nm0604656,2
nm0001983,nm0200645,2
nm0001996,nm0236866,2
nm0001996,nm0573640,2
nm0001996,nm0630132,2
nm0002001,nm0002143,3
nm0002001,nm0431139,2
nm0002001,nm0749476,2
nm0002001,nm0885253,2
nm0002011,nm0002017,3
nm0002013,nm0101350,2
nm0002013,nm0191950,3
nm0002013,nm0264278,2
nm0002013,nm0350324,2
nm0002013,nm0461594,2
nm0002017,nm0634313,2
nm0002024,nm0002285,2
nm0002024,nm0118000,2
nm0002024,nm0215260,2
nm0002024,nm0222596,3
nm0002024,nm0397397,2
nm0002024,nm0409869,2
nm0002046,nm0003062,2
nm0002046,nm0222596,2
nm0002046,nm0566948,2
nm0002046,nm0572142,3
nm0002046,nm0604960,2
nm0002046,nm0696481,2
nm0002046,nm0875861,3
nm0002048,nm0101350,4
nm0002048,nm0219666,2
nm0002048,nm0288003,2
nm0002048,nm0906940,2
nm0002048,nm0908153,2
nm0002048,nm0950019,2
nm0002051,nm0492444,2
nm0002051,nm0577480,2
nm0002051,nm0599910,2
nm0002051,nm0669069,2
nm0002051,nm0868458,2
nm0002053,nm0214529,2
nm0002053,nm0516876,2
nm0002053,nm0573640,2
nm0002053,nm0668361,3
nm0002085,nm0360889,2
nm0002085,nm0886870,2
nm0002085,nm0938212,2
nm0002092,nm0002118,2
nm0002092,nm0002285,2
nm0002092,nm0528705,2
nm0002092,nm0570451,2
nm0002092,nm0725891,3
nm0002094,nm0485060,2
nm0002094,nm0632426,2
nm0002094,nm0759395,2
nm0002094,nm0814773,2
nm0002113,nm0002134,3
nm0002113,nm0779923,3
nm0002116,nm0354947,2
nm0002116,nm0485518,2
nm0002116,nm0790788,2
nm0002116,nm0870543,2
nm0002118,nm0002285,2
nm0002118,nm0007217,2
nm0002118,nm0035877,3
nm0002118,nm0101955,4
nm0002118,nm0163816,2
nm0002118,nm0187981,2
nm0002118,nm0463264,3
nm0002118,nm0545298,2
nm0002118,nm0557339,3
nm0002118,nm0570451,3
nm0002118,nm0604605,3
nm0002118,nm0606998,3
nm0002134,nm0350324,2
nm0002143,nm0002285,2
nm0002143,nm0089314,2
nm0002143,nm0514707,2
nm0002143,nm0515292,2
nm0002143,nm0579663,2
nm0002143,nm0599910,2
nm0002147,nm0215000,2
nm0002154,nm0678323,2
nm0002154,nm0824284,2
nm0002154,nm0836765,3
nm0002158,nm0054011,2
nm0002158,nm0074698,5
nm0002158,nm0075108,2
nm0002158,nm0085021,2
nm0002158,nm0163163,2
nm0002158,nm0252472,3
nm0002158,nm0252475,3
nm0002158,nm0253345,2
nm0002158,nm0259200,2
nm0002158,nm0266865,2
nm0002158,nm0299827,3
nm0002158,nm0377613,3
nm0002158,nm0392191,2
nm0002158,nm0433512,3
nm0002158,nm0458033,3
