Source,Target,Weight
nm0002158,nm0481270,2
nm0002158,nm0511409,3
nm0002158,nm0526398,2
nm0002158,nm0540311,2
nm0002158,nm0595361,2
nm0002158,nm0782944,2
nm0002158,nm0839212,3
nm0002158,nm0909436,2
nm0002161,nm0004464,3
nm0002161,nm0092128,2
nm0002161,nm0105970,3
nm0002161,nm0257040,2
nm0002161,nm0271544,2
nm0002161,nm0290955,2
nm0002161,nm0727210,2
nm0002161,nm0776458,2
nm0002177,nm0643048,2
nm0002183,nm0226502,2
nm0002233,nm0035159,2
nm0002233,nm0415231,2
nm0002285,nm0018717,3
nm0002285,nm0062667,2
nm0002285,nm0107575,3
nm0002285,nm0114805,2
nm0002285,nm0126365,2
nm0002285,nm0260020,2
nm0002285,nm0356568,2
nm0002285,nm0420765,2
nm0002285,nm0570451,5
nm0002285,nm0579663,2
nm0002285,nm0606998,3
nm0002285,nm0614278,2
nm0002285,nm0668361,2
nm0002285,nm0694090,5
nm0002285,nm0706368,2
nm0002285,nm0752813,3
nm0002311,nm0172903,2
nm0002311,nm0400763,2
nm0002311,nm0682074,3
nm0002379,nm0003267,2
nm0002379,nm0003586,13
nm0002379,nm0004464,5
nm0002379,nm0016208,10
nm0002379,nm0018437,2
nm0002379,nm0098118,2
nm0002379,nm0199364,2
nm0002379,nm0250905,2
nm0002379,nm0286993,2
nm0002379,nm0373535,3
nm0002379,nm0392436,7
nm0002379,nm0396998,2
nm0002379,nm0405977,10
nm0002379,nm0576938,2
nm0002379,nm0626909,2
nm0002379,nm0646089,2
nm0002379,nm0694918,3
nm0002379,nm0739061,4
nm0002379,nm0758162,2
nm0002379,nm0805787,5
nm0002379,nm0858412,2
nm0002379,nm0911167,2
nm0002503,nm0063619,2
nm0002503,nm0127677,3
nm0002503,nm0169067,2
nm0002503,nm0316995,2
nm0002503,nm0330135,2
nm0002503,nm0354313,2
nm0002503,nm0371025,2
nm0002503,nm0533692,2
nm0002503,nm0607108,3
nm0002503,nm0696481,2
nm0002503,nm0878927,2
nm0002503,nm0930711,2
nm0002503,nm0931572,2
nm0002628,nm0062593,2
nm0002628,nm0162101,3
nm0002628,nm0273178,2
nm0002628,nm0480576,3
nm0002628,nm0484385,2
nm0002628,nm0631307,2
nm0002816,nm0130382,3
nm0002816,nm0209963,2
nm0002816,nm0639280,3
nm0002816,nm0671559,2
nm0002816,nm0721158,3
nm0002816,nm0867891,2
nm0002935,nm0004310,4
nm0003062,nm0007223,2
nm0003062,nm0062667,2
nm0003062,nm0228715,2
nm0003062,nm0448836,2
nm0003062,nm0522926,2
nm0003110,nm0007222,2
nm0003110,nm0036427,2
nm0003110,nm0062828,2
nm0003110,nm0552077,4
nm0003110,nm0599787,2
nm0003110,nm0642988,2
nm0003110,nm0668361,3
nm0003193,nm0322299,6
nm0003193,nm0322345,6
nm0003224,nm0823633,2
nm0003248,nm0405977,2
nm0003267,nm0003586,3
nm0003267,nm0004464,2
nm0003267,nm0016208,2
nm0003267,nm0018667,2
nm0003267,nm0137290,2
nm0003267,nm0226158,2
nm0003267,nm0251511,3
nm0003267,nm0286924,2
nm0003267,nm0295992,3
nm0003267,nm0347520,2
nm0003267,nm0373535,2
nm0003267,nm0392436,2
nm0003267,nm0405973,3
nm0003267,nm0405977,6
nm0003267,nm0439718,2
nm0003267,nm0686915,4
nm0003267,nm0694918,2
nm0003267,nm0836724,2
nm0003267,nm0858412,2
nm0003267,nm0872519,2
nm0003277,nm0401478,2
nm0003277,nm0514344,2
nm0003277,nm0533692,3
nm0003277,nm0600851,2
nm0003277,nm0725122,2
nm0003318,nm0107575,2
nm0003337,nm0003585,4
nm0003337,nm0081314,2
nm0003337,nm0197108,2
nm0003337,nm0318854,2
nm0003337,nm0630821,2
nm0003339,nm0041172,2
nm0003339,nm0089314,2
nm0003339,nm0137999,2
nm0003339,nm0566948,2
nm0003339,nm0654239,2
nm0003339,nm0749476,2
nm0003377,nm0528908,2
nm0003377,nm0736778,2
nm0003539,nm0039951,2
nm0003540,nm0096835,3
nm0003540,nm0158166,2
nm0003540,nm0415991,2
nm0003540,nm0800660,4
nm0003540,nm0955541,2
nm0003585,nm0004464,3
nm0003585,nm0007098,3
nm0003585,nm0217869,2
nm0003585,nm0343511,2
nm0003585,nm0405977,2
nm0003585,nm0776711,2
nm0003585,nm0926919,2
nm0003586,nm0004464,3
nm0003586,nm0016208,4
nm0003586,nm0295992,2
nm0003586,nm0297054,3
nm0003586,nm0373535,3
nm0003586,nm0392436,2
nm0003586,nm0405977,5
nm0003586,nm0447349,4
nm0003586,nm0452549,3
nm0003586,nm0576938,3
nm0003586,nm0618337,2
nm0003586,nm0686915,2
nm0003586,nm0694918,2
nm0003586,nm0731502,2
nm0003586,nm0858164,3
nm0003586,nm0858412,3
nm0003706,nm0011389,7
nm0003706,nm0018685,2
nm0003706,nm0020979,2
nm0003706,nm0040341,4
nm0003706,nm0049055,2
nm0003706,nm0079490,3
nm0003706,nm0103249,2
nm0003706,nm0153679,5
nm0003706,nm0175067,2
nm0003706,nm0179131,8
nm0003706,nm0193005,2
nm0003706,nm0195460,3
nm0003706,nm0265490,2
nm0003706,nm0292537,2
nm0003706,nm0298493,3
nm0003706,nm0322551,2
nm0003706,nm0352475,5
nm0003706,nm0369058,9
nm0003706,nm0399346,2
nm0003706,nm0421138,2
nm0003706,nm0427659,8
nm0003706,nm0495285,7
nm0003706,nm0531962,3
nm0003706,nm0571186,3
nm0003706,nm0597995,2
nm0003706,nm0619798,2
nm0003706,nm0639495,3
nm0003706,nm0643048,15
nm0003706,nm0656118,2
nm0003706,nm0676635,2
nm0003706,nm0723423,2
nm0003706,nm0729480,3
nm0003706,nm0792605,2
nm0003706,nm0801193,2
nm0003706,nm0852365,3
nm0003706,nm0855953,2
nm0003706,nm0882322,2
nm0003706,nm0919624,2
nm0003706,nm0940617,2
nm0003706,nm0949355,2
nm0003895,nm0125325,2
nm0003895,nm0175067,2
nm0003895,nm0336339,2
nm0003895,nm0380965,2
nm0003895,nm0832011,2
nm0003895,nm0868458,2
nm0004099,nm0329722,2
nm0004292,nm0004432,3
nm0004292,nm0008932,2
nm0004292,nm0046230,2
nm0004292,nm0403827,2
nm0004292,nm0534501,2
nm0004292,nm0695199,3
nm0004292,nm0802144,3
nm0004433,nm0576490,2
nm0004463,nm0710036,2
nm0004464,nm0278692,2
nm0004464,nm0295992,2
nm0004464,nm0336379,2
nm0004464,nm0345055,2
nm0004464,nm0376264,3
nm0004464,nm0405977,2
nm0004464,nm0436922,2
nm0004464,nm0500018,3
nm0004464,nm0523253,3
nm0004464,nm0731502,2
nm0004464,nm0775650,2
nm0004464,nm0778179,2
nm0004464,nm0814355,2
nm0004464,nm0906932,2
nm0004496,nm0129894,5
nm0004496,nm0525601,2
nm0004496,nm0593775,2
nm0004496,nm0682074,4
nm0004496,nm0837959,2
nm0004496,nm0943978,3
nm0004570,nm0013023,2
nm0004570,nm0348467,2
nm0004570,nm0907888,3
nm0004625,nm0105482,2
nm0004625,nm0870389,2
nm0006018,nm0273477,2
nm0006369,nm0019462,2
nm0006369,nm0415561,2
nm0006369,nm0623180,2
nm0006369,nm0623423,2
nm0006369,nm0658811,2
nm0006369,nm0685693,5
nm0006369,nm0695263,4
nm0006369,nm0907888,2
nm0007023,nm0495764,2
nm0007023,nm0654843,2
nm0007042,nm0048939,2
nm0007042,nm0064235,4
nm0007042,nm0391361,2
nm0007042,nm0696866,2
nm0007042,nm0865262,2
nm0007098,nm0340400,2
nm0007098,nm0391485,3
nm0007098,nm0432007,3
nm0007098,nm0721195,3
nm0007098,nm0874588,2
nm0007147,nm0420092,2
nm0007147,nm0695199,2
nm0007147,nm0802144,6
nm0007147,nm0907888,4
nm0007214,nm0035877,4
nm0007214,nm0041172,2
nm0007214,nm0288304,2
nm0007214,nm0485226,2
nm0007214,nm0531759,2
nm0007214,nm0737259,2
nm0007217,nm0404665,2
nm0007217,nm0604605,8
nm0007218,nm0050163,2
nm0007218,nm0110917,2
nm0007218,nm0112395,3
nm0007218,nm0298282,2
nm0007218,nm0627950,2
nm0007218,nm0941660,2
nm0007219,nm0125325,2
nm0007219,nm0287988,2
nm0007219,nm0392442,2
nm0007219,nm0510134,2
nm0007220,nm0180679,2
nm0007220,nm0226502,2
nm0007220,nm0269493,2
nm0007220,nm0288830,2
nm0007220,nm0356568,2
nm0007220,nm0380965,2
nm0007220,nm0526485,2
nm0007220,nm0550777,2
nm0007220,nm0847939,2
nm0007220,nm0866010,3
nm0007222,nm0163939,2
nm0007222,nm0943978,2
nm0007223,nm0169742,2
nm0007223,nm0356159,2
nm0007223,nm0430460,2
nm0007223,nm0543115,2
nm0007223,nm0570974,2
nm0007223,nm0604960,2
nm0007234,nm0293910,2
nm0007234,nm0486089,2
nm0007234,nm0859939,2
nm0007234,nm0886870,2
nm0007306,nm0803070,2
nm0007308,nm0266164,3
nm0007941,nm0182579,35
nm0007941,nm0335510,2
nm0007941,nm0461549,2
nm0007941,nm0656745,2
nm0008154,nm0269690,2
nm0008384,nm0594702,2
nm0008496,nm0634313,2
nm0008496,nm0641454,2
nm0008932,nm0013023,2
nm0009061,nm0074698,2
nm0009061,nm0252421,2
nm0009061,nm0348970,2
nm0009061,nm0481270,3
nm0009061,nm0595361,3
nm0009061,nm0845486,2
nm0009061,nm0909436,2
nm0009372,nm0306723,2
nm0009735,nm0023140,3
nm0009735,nm0310804,3
nm0010134,nm0523097,2
nm0010134,nm0529036,3
nm0010134,nm0569645,2
nm0010134,nm0761807,2
nm0010134,nm0807238,2
nm0010134,nm0924307,2
nm0010185,nm0153713,2
nm0010333,nm0018717,2
nm0010333,nm0285264,3
nm0010333,nm0847939,2
nm0010494,nm0906040,2
nm0010958,nm0352475,2
nm0010958,nm0454559,2
nm0010958,nm0495285,2
nm0010958,nm0709526,2
nm0010958,nm0824496,7
nm0010958,nm0865178,2
nm0011389,nm0059104,2
nm0011389,nm0108653,2
nm0011389,nm0113902,4
nm0011389,nm0124287,2
nm0011389,nm0153679,2
nm0011389,nm0163417,2
nm0011389,nm0179131,7
nm0011389,nm0242010,2
nm0011389,nm0352475,3
nm0011389,nm0568316,2
nm0011389,nm0820607,2
nm0011389,nm0824496,5
nm0011389,nm0852365,2
nm0011389,nm0878927,3
nm0011979,nm0012539,2
nm0011979,nm0420092,2
nm0012204,nm0915536,2
nm0013023,nm0348467,2
nm0013242,nm0017369,2
nm0013487,nm0408626,2
nm0013566,nm0046274,2
nm0013566,nm0272979,2
nm0013566,nm0305814,3
nm0013566,nm0408626,2
nm0013566,nm0411600,2
nm0013638,nm0013696,2
nm0013638,nm0077344,2
nm0013696,nm0016220,2
nm0013696,nm0019287,2
nm0013696,nm0054225,2
nm0013696,nm0077344,2
nm0014351,nm0027851,2
nm0014351,nm0076822,2
nm0014351,nm0082600,4
nm0014351,nm0085038,3
nm0014351,nm0098761,4
nm0014351,nm0147785,4
nm0014351,nm0266865,3
nm0014351,nm0299827,3
nm0014351,nm0353763,2
nm0014351,nm0377613,3
nm0014351,nm0405633,2
nm0014351,nm0415756,5
nm0014351,nm0433512,2
nm0014351,nm0481270,2
nm0014351,nm0515554,2
nm0014351,nm0517690,3
nm0014351,nm0595361,5
nm0014351,nm0691555,4
nm0014351,nm0845486,2
nm0014656,nm0300064,2
nm0014656,nm0889024,2
nm0015014,nm0586278,2
nm0015014,nm0701633,2
nm0015014,nm0701780,2
nm0015609,nm0881303,2
nm0015652,nm0159382,2
nm0015662,nm0269690,2
nm0015737,nm0790096,2
nm0015799,nm0503244,2
nm0015799,nm0634472,2
nm0016208,nm0318854,2
nm0016208,nm0392436,2
nm0016208,nm0405977,6
nm0016208,nm0646089,2
nm0016208,nm0726153,2
nm0016208,nm0739061,3
nm0016208,nm0778179,2
nm0016208,nm0805787,2
nm0016208,nm0858164,2
nm0016208,nm0872519,2
nm0016208,nm0901881,2
nm0016422,nm0898107,2
nm0016641,nm0610620,2
nm0017013,nm0484439,2
nm0017013,nm0576762,2
nm0017013,nm0866010,2
nm0017171,nm0057814,2
nm0017203,nm0580035,2
nm0017369,nm0033475,4
nm0017578,nm0427659,2
nm0017578,nm0531759,2
nm0017820,nm0023428,2
nm0017835,nm0091878,4
nm0017835,nm0161548,2
nm0018091,nm0431212,2
nm0018091,nm0706926,2
nm0018437,nm0107795,2
nm0018437,nm0356836,2
nm0018437,nm0432721,2
nm0018437,nm0436922,2
nm0018437,nm0459778,2
nm0018437,nm0559832,2
nm0018437,nm0678323,2
nm0018437,nm0902702,2
nm0018481,nm0447144,2
nm0018667,nm0679973,3
nm0018667,nm0686915,4
nm0018717,nm0147248,2
nm0018717,nm0452128,2
nm0018717,nm0694090,2
nm0019287,nm0033475,2
nm0019287,nm0057041,2
nm0019287,nm0194988,2
nm0019462,nm0623180,2
nm0019462,nm0685693,3
nm0019462,nm0756393,2
nm0019935,nm0480156,2
nm0020366,nm0281012,10
nm0020366,nm0461677,4
nm0020366,nm0626314,4
nm0020568,nm0384944,2
nm0020942,nm0054117,6
nm0020942,nm0428160,2
nm0020979,nm0356159,2
nm0020979,nm0377986,2
nm0020979,nm0430460,2
nm0020979,nm0581611,2
nm0020979,nm0907404,4
nm0020979,nm0940617,2
nm0021502,nm0579663,2
nm0021502,nm0678693,2
nm0021913,nm0433512,2
nm0021932,nm0054427,2
nm0021932,nm0078728,4
nm0021932,nm0181293,2
nm0021932,nm0832375,3
nm0021932,nm0884134,2
nm0021932,nm0895766,3
nm0021932,nm0957867,2
nm0021992,nm0734624,2
nm0021992,nm0760701,3
nm0022172,nm0062593,3
nm0022264,nm0167070,2
nm0022490,nm0316995,2
nm0022490,nm0824496,2
nm0022490,nm0862086,2
nm0023140,nm0310804,3
nm0023140,nm0432466,2
nm0023140,nm0752246,2
nm0023221,nm0167962,2
nm0023914,nm0361696,2
nm0023935,nm0576490,2
nm0023935,nm0907888,2
nm0024177,nm0898004,2
nm0025874,nm0274940,2
nm0026474,nm0316995,3
nm0026474,nm0598784,2
nm0028308,nm0076713,2
nm0028308,nm0312499,2
nm0028308,nm0473041,3
nm0028852,nm0352475,2
nm0028852,nm0444740,2
nm0028852,nm0728811,8
nm0028903,nm0272794,6
nm0029297,nm0033475,6
nm0029297,nm0033883,2
nm0029297,nm0054225,2
nm0029297,nm0076069,2
nm0029298,nm0039696,2
nm0029298,nm0394541,2
nm0029298,nm0728158,2
nm0029780,nm0466247,4
nm0029820,nm0031428,2
nm0029820,nm0321296,2
nm0029820,nm0890539,2
nm0030194,nm0101955,7
nm0030194,nm0255199,2
nm0030194,nm0370797,7
nm0030194,nm0371025,5
nm0030194,nm0430460,2
nm0030194,nm0448004,2
nm0030838,nm0601146,2
nm0031428,nm0321296,2
nm0031832,nm0442848,2
nm0031832,nm0756870,5
nm0031832,nm0757104,5
nm0031832,nm0837424,2
nm0032900,nm0051812,2
nm0032900,nm0367928,2
nm0033141,nm0442875,2
nm0033475,nm0033883,5
nm0033475,nm0034380,4
nm0033475,nm0054225,4
nm0033475,nm0076069,2
nm0033475,nm0126960,2
nm0033475,nm0127924,2
nm0033475,nm0133668,4
nm0033475,nm0679133,2
nm0033522,nm0041540,2
nm0033522,nm0090109,2
nm0034257,nm0132135,2
nm0034257,nm0139214,2
nm0034257,nm0685611,2
nm0034257,nm0759395,3
nm0034291,nm0408626,2
nm0034291,nm0848910,2
nm0034291,nm0876164,2
nm0034319,nm0376264,2
nm0034380,nm0039696,2
nm0034635,nm0160217,2
nm0034635,nm0278847,2
nm0034635,nm0609151,2
nm0034635,nm0676825,2
nm0034635,nm0717086,3
nm0034635,nm0778270,2
nm0034946,nm0087926,2
nm0035138,nm0107151,2
nm0035159,nm0039989,3
nm0035159,nm0040374,2
nm0035159,nm0111612,2
nm0035159,nm0222596,15
nm0035159,nm0322299,2
nm0035159,nm0337894,2
nm0035159,nm0352914,2
nm0035159,nm0370386,2
nm0035159,nm0439850,2
nm0035159,nm0567756,3
nm0035159,nm0589641,2
nm0035159,nm0606431,3
nm0035159,nm0642988,3
nm0035159,nm0657874,4
nm0035159,nm0699430,3
nm0035159,nm0736777,2
nm0035159,nm0867538,2
nm0035159,nm0930711,2
nm0035455,nm0106721,3
nm0035455,nm0699430,2
nm0035877,nm0101955,3
nm0035877,nm0168595,2
nm0035877,nm0188673,3
nm0035877,nm0322299,8
nm0035877,nm0356890,2
nm0035877,nm0448012,2
nm0035877,nm0634313,2
nm0035877,nm0703600,3
nm0035877,nm0717046,2
nm0035877,nm0938464,2
nm0035877,nm0940579,2
nm0036174,nm0044141,2
nm0036174,nm0194988,2
nm0036182,nm0699522,2
nm0036324,nm0314777,2
nm0036324,nm0731502,2
nm0036324,nm0776458,2
nm0036324,nm0777104,2
nm0036324,nm0913727,2
nm0036427,nm0404665,3
nm0036427,nm0587534,3
nm0036427,nm0599910,3
nm0036427,nm0682074,2
nm0036755,nm0105482,3
nm0036755,nm0622069,2
nm0036755,nm0699522,2
nm0036755,nm0869765,2
nm0036792,nm0669433,2
nm0037304,nm0090109,2
nm0037441,nm0631307,2
nm0037761,nm0199322,7
nm0037761,nm0454558,2
nm0038951,nm0594702,2
nm0039068,nm0070511,2
nm0039068,nm0855829,2
nm0039450,nm0045805,2
nm0039450,nm0336336,2
nm0039450,nm0416228,2
nm0039450,nm0550195,3
nm0039450,nm0595598,2
nm0039450,nm0613768,4
nm0039510,nm0048939,2
nm0039517,nm0405973,2
nm0039577,nm0433512,2
nm0039577,nm0627136,2
nm0039989,nm0113902,2
nm0039989,nm0517058,2
nm0039989,nm0599910,2
nm0039989,nm0832011,2
nm0040171,nm0522474,2
nm0040266,nm0321296,2
nm0040341,nm0316995,3
nm0040341,nm0562770,2
nm0040374,nm0156173,2
nm0040374,nm0212761,13
nm0040374,nm0241911,2
nm0040374,nm0444740,4
nm0040374,nm0511599,2
nm0041172,nm0115558,2
nm0041172,nm0392004,2
nm0041172,nm0461549,2
nm0041172,nm0866010,2
nm0041410,nm0478628,2
nm0041410,nm0571186,2
nm0041410,nm0824496,2
nm0041681,nm0235897,2
nm0041681,nm0611804,2
nm0041681,nm0641454,3
nm0042067,nm0599365,2
nm0042164,nm0485060,2
nm0042552,nm0355671,4
nm0042552,nm0358076,2
nm0042552,nm0736777,2
nm0042665,nm0917706,2
nm0042844,nm0673406,2
nm0042844,nm0785108,2
nm0043100,nm0626287,3
nm0043368,nm0610799,2
nm0043509,nm0054011,3
nm0043509,nm0906306,3
nm0043875,nm0052203,2
nm0043875,nm0122634,3
nm0043875,nm0401319,3
nm0043875,nm0447597,2
nm0043875,nm0590055,2
nm0044139,nm0062428,2
nm0044141,nm0077344,3
nm0044141,nm0194988,2
nm0044455,nm0202135,2
nm0045784,nm0485226,2
nm0046230,nm0415561,2
nm0046230,nm0880419,2
nm0046274,nm0408626,2
nm0046832,nm0078793,2
nm0047150,nm0531720,4
nm0047459,nm0491048,2
nm0048147,nm0389537,2
nm0048256,nm0185568,2
nm0048275,nm0113902,6
nm0048275,nm0166477,2
nm0048275,nm0460906,10
nm0048275,nm0734340,3
nm0048275,nm0830769,2
nm0048275,nm0833363,3
nm0048275,nm0852365,6
nm0048275,nm0907404,3
nm0048275,nm0940617,2
nm0048275,nm0949355,3
nm0049055,nm0138288,2
nm0049055,nm0378555,2
nm0049055,nm0482121,2
nm0049055,nm0719121,2
nm0049055,nm0823633,2
nm0049382,nm0620630,2
nm0049652,nm0148294,2
nm0049707,nm0380056,2
nm0049766,nm0119411,2
nm0049766,nm0535978,2
nm0049985,nm0380965,3
nm0050048,nm0408626,2
nm0050048,nm0721316,2
nm0050163,nm0941660,2
nm0050370,nm0113902,2
nm0050370,nm0245429,2
nm0050370,nm0267912,2
nm0050827,nm0276354,2
nm0051086,nm0088396,2
nm0051086,nm0144889,2
nm0051132,nm0081314,2
nm0051132,nm0083514,2
nm0051132,nm0921459,3
nm0051628,nm0111612,2
nm0051628,nm0463264,3
nm0051765,nm0199035,2
nm0051765,nm0406733,2
nm0051765,nm0434595,2
nm0051812,nm0367928,4
nm0051931,nm0882788,2
nm0052203,nm0299484,2
nm0052203,nm0599910,2
nm0052203,nm0903687,3
nm0052217,nm0057889,2
nm0052217,nm0401319,2
nm0052217,nm0939693,2
nm0052322,nm0052333,3
nm0052322,nm0084435,3
nm0052322,nm0149831,2
nm0052322,nm0154142,3
nm0052322,nm0474907,3
nm0052328,nm0612280,2
nm0052332,nm0060610,3
nm0052332,nm0080362,2
nm0052332,nm0149831,2
nm0052333,nm0084435,2
nm0052333,nm0097891,2
nm0052333,nm0149831,3
nm0052435,nm0427157,2
nm0052435,nm0460906,3
nm0052435,nm0534317,3
nm0052435,nm0823633,2
nm0052435,nm0863877,2
nm0052435,nm0934290,3
nm0052703,nm0664701,2
nm0052703,nm0718828,2
nm0052852,nm0664273,2
nm0052935,nm0084435,2
nm0053616,nm0122675,2
nm0053616,nm0140504,2
nm0053616,nm0188673,2
nm0053616,nm0322345,2
nm0053616,nm0330059,2
nm0053616,nm0642988,2
nm0053616,nm0749476,3
nm0053929,nm0530032,2
nm0054011,nm0082600,2
nm0054011,nm0415756,2
nm0054011,nm0481270,3
nm0054011,nm0526398,3
nm0054011,nm0595361,2
nm0054011,nm0645039,2
nm0054011,nm0906306,2
nm0054036,nm0824496,2
nm0054093,nm0122470,2
nm0054117,nm0086706,5
nm0054117,nm0122470,2
nm0054117,nm0138194,6
nm0054117,nm0141330,4
nm0054117,nm0163417,3
nm0054117,nm0254381,3
nm0054117,nm0311274,3
nm0054117,nm0354977,12
nm0054117,nm0403636,9
nm0054117,nm0424793,2
nm0054117,nm0485226,27
nm0054117,nm0556813,2
nm0054117,nm0855579,2
nm0054117,nm0909040,18
nm0054117,nm0936728,2
nm0054133,nm0147248,2
nm0054253,nm0122470,2
nm0054253,nm0446769,2
nm0054253,nm0485226,3
nm0054253,nm0823633,2
nm0054253,nm0909040,2
nm0054830,nm0909648,3
nm0054879,nm0175427,3
nm0054911,nm0230948,2
nm0054911,nm0460906,2
nm0055364,nm0064896,2
nm0055364,nm0181293,2
nm0055364,nm0862904,2
nm0055505,nm0515193,2
nm0055505,nm0799237,3
nm0055998,nm0448836,2
nm0055998,nm0479011,2
nm0055998,nm0619261,2
nm0055998,nm0639495,2
nm0056180,nm0139976,2
nm0056438,nm0077598,2
nm0056719,nm0107575,3
nm0056719,nm0533692,3
nm0056719,nm0612847,2
nm0056719,nm0657874,2
nm0056719,nm0768178,2
nm0056832,nm0226170,3
nm0057041,nm0143030,2
nm0057342,nm0124592,2
nm0057342,nm0173088,4
nm0057422,nm0355755,2
nm0057889,nm0939693,2
nm0057983,nm0114805,3
nm0057983,nm0166477,3
nm0057983,nm0179591,2
nm0057983,nm0193232,2
nm0057983,nm0295059,2
nm0057983,nm0351744,3
nm0057983,nm0371025,2
nm0057983,nm0416624,2
nm0057983,nm0452133,2
nm0057983,nm0523225,5
nm0057983,nm0528677,5
nm0057983,nm0556813,2
nm0057983,nm0623684,3
nm0057983,nm0694631,2
nm0057983,nm0820607,5
nm0057983,nm0832065,2
nm0057983,nm0894734,11
nm0058217,nm0664527,2
nm0058217,nm0724586,2
nm0058278,nm0078793,2
nm0058278,nm0126559,2
nm0058278,nm0844141,2
nm0058717,nm0586725,2
nm0059104,nm0068471,3
nm0059104,nm0090008,3
nm0059104,nm0124287,3
nm0059104,nm0161366,3
nm0059104,nm0167760,2
nm0059104,nm0316995,2
nm0059104,nm0512796,3
nm0059104,nm0571186,2
nm0059104,nm0723423,3
nm0059104,nm0907404,3
nm0059104,nm0908154,2
nm0059104,nm0933315,2
nm0059104,nm0940617,2
nm0059706,nm0683647,2
nm0060553,nm0427659,2
nm0060553,nm0594291,2
nm0060610,nm0080346,2
nm0060610,nm0080362,2
nm0060610,nm0149831,2
nm0060692,nm0525750,2
nm0060693,nm0283901,2
nm0062428,nm0419912,2
nm0062428,nm0431212,2
nm0062428,nm0439452,2
nm0062428,nm0488535,2
nm0062428,nm0494670,2
nm0062593,nm0480576,2
nm0062593,nm0592978,2
nm0062667,nm0089314,2
nm0062828,nm0175369,2
nm0062828,nm0514344,2
nm0062828,nm0522926,3
nm0062828,nm0612743,2
nm0062828,nm0807580,2
nm0062869,nm0193793,2
nm0062869,nm0245802,2
nm0062869,nm0569645,2
nm0062869,nm0907404,4
nm0063619,nm0187981,2
nm0063619,nm0604656,2
nm0064235,nm0262647,2
nm0064235,nm0424345,2
nm0064235,nm0575974,2
nm0064235,nm0824389,2
nm0064235,nm0843213,2
nm0064235,nm0912487,3
nm0064554,nm0924307,2
nm0064604,nm0112395,3
nm0064604,nm0117269,2
nm0064604,nm0242735,3
nm0064604,nm0409869,2
nm0064604,nm0623684,2
nm0064604,nm0871432,3
nm0064896,nm0862904,4
nm0065288,nm0645941,3
nm0065288,nm0750079,2
nm0065311,nm0917706,2
nm0065975,nm0428160,2
nm0065975,nm0472603,2
nm0065975,nm0831889,2
nm0066166,nm0119205,2
nm0066844,nm0682176,2
nm0067692,nm0647714,2
nm0068235,nm0193318,3
nm0068235,nm0193793,2
nm0068235,nm0651627,2
nm0068235,nm0684793,2
nm0068235,nm0823633,3
nm0068235,nm0907404,2
nm0068235,nm0924307,2
nm0068257,nm0152186,3
nm0068257,nm0288003,2
nm0068471,nm0090008,3
nm0068471,nm0125432,2
nm0068471,nm0245429,3
nm0068471,nm0371025,2
nm0068471,nm0454559,2
nm0069271,nm0158019,2
nm0069373,nm0384944,2
nm0070221,nm0161758,2
nm0070221,nm0195208,2
nm0070221,nm0632426,2
nm0070221,nm0683647,2
nm0070361,nm0545298,2
nm0070471,nm0082297,2
nm0070511,nm0564871,2
nm0070827,nm0217316,6
nm0070827,nm0329832,10
nm0070827,nm0355653,10
nm0070827,nm0429853,3
nm0070911,nm0398703,2
nm0071001,nm0405977,2
nm0071001,nm0632426,2
nm0071424,nm0081976,2
nm0071636,nm0089524,3
nm0071636,nm0427934,2
nm0071636,nm0460906,2
nm0071636,nm0606998,2
nm0071636,nm0949535,2
nm0071986,nm0254381,2
nm0071986,nm0820607,3
nm0071986,nm0823633,2
nm0071986,nm0852305,2
nm0072578,nm0755168,2
nm0072753,nm0116515,2
nm0074689,nm0252472,2
nm0074689,nm0675574,3
nm0074689,nm0909436,4
nm0074698,nm0085021,3
nm0074698,nm0085038,2
nm0074698,nm0252421,2
nm0074698,nm0252475,2
nm0074698,nm0373367,2
nm0074698,nm0377613,2
nm0074698,nm0392191,4
nm0074698,nm0415756,2
nm0074698,nm0481270,5
nm0074698,nm0595361,3
nm0074698,nm0761320,2
nm0074698,nm0845486,5
nm0074698,nm0909436,2
nm0074698,nm0922615,4
nm0074788,nm0305087,2
nm0074788,nm0761866,2
nm0075108,nm0461727,2
nm0075108,nm0540311,2
nm0075153,nm0511862,2
nm0075170,nm0305740,2
nm0075170,nm0317715,2
nm0075170,nm0408895,2
nm0076464,nm0082248,4
nm0076464,nm0147940,2
nm0076464,nm0187584,2
nm0076464,nm0195208,2
nm0076464,nm0632426,2
nm0076464,nm0869451,2
nm0076464,nm0884134,2
nm0076746,nm0082600,2
nm0076746,nm0299827,2
nm0076746,nm0433512,2
nm0076822,nm0515554,2
nm0076851,nm0934595,2
nm0077344,nm0162101,2
nm0077598,nm0148974,2
nm0077598,nm0498833,2
nm0077943,nm0085021,2
nm0078459,nm0132135,2
nm0078728,nm0149085,3
nm0078728,nm0304211,2
nm0078728,nm0683647,2
nm0078728,nm0726295,2
nm0078728,nm0865493,4
nm0078728,nm0895766,9
nm0078793,nm0081976,5
nm0079246,nm0082248,2
nm0079490,nm0398300,2
nm0080361,nm0084435,2
nm0080722,nm0090109,2
nm0081314,nm0221527,2
nm0081314,nm0318854,2
nm0081314,nm0405977,3
nm0081314,nm0473228,3
nm0081314,nm0630821,2
