Id,Label
nm0291746,Stig Fransman
nm0512003,Åke Lindman
nm0617423,Risto Mäkelä
nm0904933,Tamás Végvári
nm0863429,Fritz Tillmann
nm0008932,David Abraham
nm0004099,Jayant
nm0157378,Chih-Ching Yang
nm0058229,Alfredo Wally Barrón
nm0128952,Richard B. Cain
nm0886322,Reitze van der Linden
nm0131918,Paul Cammermans
nm0283754,Spyros Fokas
nm0768640,Giancarlo Sbragia
nm0442891,Keizô Kawasaki
nm0407810,Peter Illing
nm0059331,Roland Bartrop
nm0637365,Józef Nowak
nm0620505,Józef Nalberczak
nm0937490,Lech Wojciechowski
nm0803898,Witold Skaruch
nm0357124,Kaarlo Halttunen
nm0451657,Stanislav Khitrov
nm0056761,Jean-Louis Barrault
nm0093180,Horst Bollmann
nm0618411,Richard Münch
nm0324034,Tommy Godfrey
nm0779232,Hennie Scott
nm0609699,John Moulder-Brown
nm0870059,Toke Townley
nm0454087,Isao Kimura
nm0798309,Franco Silva
nm0087018,Pierre Blanchar
nm0592036,Alberto Ruschel
nm0722909,Milton Ribeiro
nm0142273,Anthony Caruso
nm0756998,Furankî Sakai
nm0463590,Hiroshi Koizumi
nm0393028,Oskar Homolka
nm0664218,Spede Pasanen
nm0476641,Matti Kuusla
nm0725052,Peter Mark Richman
nm0773150,Peer Schmidt
nm0581282,Gary Merrill
nm0127022,Alfred Böhm
nm0084459,Demeter Bitenc
nm0098127,Lutz Bosselmann
nm0223262,Wladyslaw Dewoyno
nm0244450,Józef Duriasz
nm0000011,Gary Cooper
nm0692439,Eric Portman
nm0455523,Guy Kingsley Poynter
nm0760524,Stuart Samuels
nm0637894,Yôichi Numata
nm0894302,Bernard Verley
nm0537922,François Maistre
nm0904159,Jirí Vrstála
nm0613867,Tiberio Murgia
nm0104224,Gino Bramieri
nm0611351,Gavin Muir
nm0729727,Brian Rix
nm0793916,Ronald Shiner
nm0291593,Leo Franklyn
nm0184277,Jean Coutu
nm0312783,Émile Genest
nm0525186,Uriel Luft
nm0729008,Robert Rivard
nm0391361,Stanley Holloway
nm0244558,Ramón Durán
nm0377846,Hank Henry
nm0568077,Babe McDonnell
nm0320988,Massimo Girotti
nm0509624,Lasse Liemola
nm0765356,Rami Sarmasto
nm0650158,Mica Orlovic
nm0522759,Marijan Lovric
nm0631102,Leon Niemczyk
nm0788650,Harlow Shapley
nm0399526,Mark Hubley
nm0399523,Ray Hubley
nm0576851,John Meillon
nm0206060,Anthony Dawson
nm0467367,Józef Kostecki
nm0620077,Shizuo Chûjô
nm0359271,Tatsuo Hanabu
nm0905706,Leif Wager
nm0001414,Danny Kaye
nm0001991,Leo G. Carroll
nm0871501,William Traylor
nm0125626,Gino Buzzanca
nm0595340,Domenico Modugno
nm0017491,Norman Alden
nm0164818,John Clarke
nm0459252,Werner Klemperer
nm0119728,Donald Buka
nm0887887,Luis Van Rooten
nm0528224,Alfred Lynch
nm0534658,Victor Maddern
nm0516742,Harry Locke
nm0739104,Anatoliy Romashin
nm0834651,Gleb Strizhenov
nm0445290,Robert Keith
nm0769380,Filippo Scelzo
nm0072250,Ludwik Benoit
nm0906966,Gregory Walcott
nm0071636,Bruce Bennett
nm0578542,Glenn Melvyn
nm0807791,Cyril Smith
nm0029621,Angelito
nm0222023,Beni Deus
nm0351947,Hugo Haas
nm0838042,Don Sullivan
nm0609359,Motilal
nm0159330,Vasant Choudhury
nm0001918,Louis Armstrong
nm0001148,Troy Donahue
nm0734668,Anton Rodgers
nm0565403,Henry McCarty
nm0862677,Gérard Tichy
nm0614020,Venancio Muro
nm0585919,Flávio Migliaccio
nm0278554,Waldir Fiori
nm0590514,Zoran Milosavljevic
nm0659822,Vasa Pantelic
nm0548589,Rade Markovic
nm0008838,Béla Abody
nm0046837,László Bagó
nm0132980,Dario Campeotto
nm0215303,Alain Dekok
nm0753649,Michel de Ré
nm0876519,John Turner
nm0292841,Dean Fredericks
nm0124279,Francis X. Bushman
nm0290039,Armando Francioli
nm0501471,Michel Lemoine
nm0346581,Marco Guglielmi
nm0493420,Pedro Laxalt
nm0007388,Leif Aaltonen
nm0007418,Aapeli
nm0850122,Martin Tapák
nm0874553,Václav Trégl
nm0454622,Dave King
nm0291598,William Franklyn
nm0055350,Bruno Barnabe
nm0755168,Leonard Sachs
nm0609748,Marcel Mouloudji
nm0000001,Fred Astaire
nm0002147,Tab Hunter
nm0620492,Rado Nakrst
nm0709986,Ali Raner
nm0144107,Cassen
nm0495656,Tony Leblanc hijo
nm0277070,Frantisek Filipovský
nm0093210,Tomas Bolme
nm0394077,Heinz Hopf
nm0348965,Björn Gustafson
nm0377613,Anders Henrikson
nm0445868,Barry Kelley
nm0296330,Milton Frome
nm0607558,Vic Morrow
nm0225216,Ion Dichiseanu
nm0659745,Sandro Panseri
nm0525570,Radovan Lukavský
nm0827409,Zdenek Stepánek
nm0043308,Chris Avram
nm0135908,Toma Caragiu
nm0022663,Tullio Altamura
nm0612219,Paul Muller
nm0866442,Nikolai Tomashevsky
nm0951028,Andrey Yurenev
nm0586482,Nikita Mikhalkov
nm0022479,Roberto Alrean
nm0044228,Dionísio Azevedo
nm0143303,Luigi Casellato
nm0759477,Riccardo Salvino
nm0761149,Ezio Sancrotti
nm0374594,Wolfgang Heinz
nm0229415,Mariusz Dmochowski
nm0190595,Henri Crémieux
nm0022106,José Alonso Cano
nm0812937,Fernando Soler
nm0764406,Pahadi Sanyal
nm0052332,Kali Bannerjee
nm0170552,George Cole
nm0953237,Danny Zapien
nm0759512,Medford Salway
nm0788670,Cyril Shaps
nm0493019,Sheldon Lawrence
nm0934634,Richard Winckler
nm0692680,Jean-Pierre Posier
nm0328020,Agustín González
nm0557292,Daniel Massey
nm0914673,Jack Watson
nm0207581,Christian De Bresson
nm0392696,Thomas Holtzmann
nm0097877,Kallol Bose
nm0097901,Subir Bose
nm0255007,Norman Ellis
nm0304353,Sovanlal Ganguli
nm0294401,Bernard Fresson
nm0719193,Paulo Renato
nm0207834,Ruy de Carvalho
nm0755342,António Sacramento
nm0142049,Max Cartier
nm0147940,Guido Celano
nm0359437,Tony Hancock
nm0281950,Bill Fletcher
nm0332343,Dan Gould
nm0483766,Jake LaMotta
nm0408573,Luis Induni
nm0315984,Fosco Giachetti
nm0518286,Robert Lombard
nm0705062,Ilja Racek
nm0064117,Timothy Beaton
nm0838937,Daolin Sun
nm0955378,Liang Zhang
nm0286993,Rudolf Forster
nm0448801,Marshall Kent
nm0425288,James Johnson
nm0617151,Ron Myron
nm0441463,Manos Katrakis
nm0443685,Nikos Kazis
nm0420382,Lang Jeffries
nm0603916,Darío Moreno
nm0868909,Vico Torriani
nm0281287,Herbert Flato
nm0820537,Phillip St. George
nm0194447,Edward Czerniuk
nm0449442,Daniel Kern
nm0000886,Warren Beatty
nm0848667,Akim Tamiroff
nm0707271,Jagdish Raj
nm0386229,Hiralal
nm0648186,Reinhold Olszewski
nm0754955,Shin Saburi
nm0682896,Leon Pietraszkiewicz
nm0608170,Zdzislaw Mrozewski
nm0469946,Wladyslaw Krasnowiecki
nm0105835,Pinkas Braun
nm0383286,Jacques Higelin
nm0584191,Pierre Michaël
nm0194023,Richard H. Cutting
nm0285401,Scott Forbes
nm0298282,Lance Fuller
nm0953414,Frederico Zardi
nm0013790,Pippo Agusta
nm0581014,Serge Merlin
nm0162118,Jan Ciecierski
nm0870038,Harry Townes
nm0136746,Barry Cardwell
nm0242273,George Dunham
nm0632967,Hideaki Nitani
nm0474850,Pradeep Kumar
nm0192490,Alain Cuny
nm0039696,José Jaspe
nm0849636,Fred Tanner
nm0175765,Heinz Conrads
nm0127031,Freddy Böhm
nm0928741,Helmut Wildt
nm0182015,Hans Cossy
nm0127351,Wolfgang Büttner
nm0341431,Andy Griffith
nm0120926,Hugh Burden
nm0727210,Walter Rilla
nm0210274,Alberto de Mendoza
nm0380431,Jacinto Herrera
nm0519420,Germano Longo
nm0273102,Rudolf Fernau
nm0257140,Roy Engel
nm0551559,Gregg Martell
nm0281255,Iloosh Khoshabe
nm0579632,Furio Meniconi
nm0003110,Cesar Romero
nm0586733,Rentarô Mikuni
nm0473530,Akira Kubo
nm0884945,Raúl del Valle
nm0755070,Orlando Sacha
nm0846308,Ljuba Tadic
nm0836265,Bojan Stupica
nm0572522,David McLean
nm0040374,Roscoe Ates
nm0613731,Derek Murcott
nm0166205,Charles Clements
nm0364509,Burtt Harris
nm0242587,Harvey B. Dunn
nm0242010,Kenne Duncan
nm0601146,Duke Moore
nm0030838,Carl Anthony
nm0266919,Dino Fantini
nm0424159,Errol John
nm0392874,Jirí Holý
nm0565171,John McCarthy
nm0219830,Geoffrey Denton
nm0376415,Douglas Henderson
nm0002935,Moe Howard
nm0004310,Larry Fine
nm0220388,Joe DeRita
nm0153205,John Charlesworth
nm0738327,Marc Rolland
nm0413319,Brian Jackson
nm0277140,Sergey Filippov
nm0030052,Serafim Anikeyev
nm0069759,Aleksandr Belyavskiy
nm0125880,Max Bygraves
nm0444584,Geoffrey Keen
nm0422972,José Luis Jiménez
nm0385757,Pat Hingle
nm0117269,Paul Bryar
nm0549272,Don Marlowe
nm0364794,Jack Harris
nm0687173,Branko Plesa
nm0470495,Drago Krca
nm0477018,Pero Kvrgic
nm0678284,Miodrag Petrovic-Ckalja
nm0831259,Aleksandar Stojkovic
nm0864851,Kenneth Tobey
nm0599787,George Montgomery
nm0057343,Mario Barri
nm0814897,Paul Sorensen
nm0626352,Derren Nesbitt
nm0386076,Werner Hinz
nm0410781,Tor Isedal
nm0342373,Børge Møller Grimstrup
nm0512432,Carl-Gustaf Lindstedt
nm0477651,Arne Källerud
nm0398720,Henryk Hryniewicz
nm0051571,Andrzej Banaszewski
nm0591004,Edward Mincer
nm0444343,Sau-Kei Lee
nm0793384,Kien Shih
nm0938551,Czeslaw Wollejko
nm0664885,Lars Passgård
nm0051931,Arne Bang-Hansen
nm0096445,Odd Borg
nm0766491,Makoto Satô
nm0563935,Patrick McAlinney
nm0139441,Richard Carpenter
nm0578527,Murray Melvin
nm0052490,An Banri
nm0865845,Michael Tolan
nm0126960,José Bódalo
nm0537962,Marne Maitland
nm0558751,Bob Mathias
nm0589851,Charles Millot
nm0661245,Pierre Parel
nm0128638,Barry Cahill
nm0381961,John Hewer
nm0403017,Robin Hunter
nm0805389,John Slater
nm0095524,Richard Boone
nm0302624,Manuel Gallardo
nm0847922,Jean-Pierre Talbot
nm0437520,Nobuo Kaneko
nm0631553,Hiroshi Nihon'yanagi
nm0945734,Tsutomu Yamazaki
nm0386066,Michael Hinz
nm0424565,Ben Johnson
nm0456724,Jess Kirkpatrick
nm0150329,Everett Chambers
nm0219528,Nick Dennis
nm0612568,Francesco Mulè
nm0392175,Billy Holms
nm0112392,John Dennis
nm0517519,Brad Logan
nm0550855,E.G. Marshall
nm0597407,José María Mompín
nm0080034,Jacques Bézard
nm0256399,Daniel Emilfork
nm0903454,Bernard Woringer
nm0865678,Jacques Toja
nm0041466,Jacques Aubuchon
nm0154830,Chubby Checker
nm0227488,Dion DiMucci
nm0000734,Eddie Albert
nm0758130,Soupy Sales
nm0665822,Butch Patrick
nm0001995,George Chakiris
nm0002002,Shin'ichi Chiba
nm0485485,Mike Lane
nm0467335,Jean Kosta
nm0245104,Christian Duvaleix
nm0897430,Henri Vilbert
nm0040933,Henri Attal
nm0045736,Gus Backus
nm0433830,Udo Jürgens
nm0298889,Giacomo Furia
nm0774799,Mory Schoolhouse
nm0068407,Michael Bell
nm0200488,Cesare Danova
nm0565887,Sean McClory
nm0498876,Jean Lefebvre
nm0888271,Frits van Wenkop
nm0062820,Stanley Baxter
nm0843059,Eric Sykes
nm0938212,Christian Wolff
nm0629458,Anthony Nicholls
nm0060661,Nicolas Bataille
nm0165205,Francis Claude
nm0410032,Pentti Irjala
nm0682074,Walter Pidgeon
nm0847396,Tadao Takashima
nm0462638,Kiyoshi Kodama
nm0097121,Tony Vorno
nm0115562,Paul Bruce
nm0532735,Ernest Macias
nm0057353,John Barrick
nm0848560,Russ Tamblyn
nm0179478,Henry Corden
nm0054117,Roy Barcroft
nm0000869,Alan Bates
nm0109050,Johnny Briggs
nm0872303,Richard Tretter
nm0926691,Patrick Whyte
nm0723771,Cliff Richard
nm0846356,Ralph Taeger
nm0029297,Valeriano Andrés
nm0867391,Eijirô Tôno
nm0099071,Willis Bouchey
nm0096846,Oleg Borisov
nm0945049,Nikolay Yakovchenko
nm0476313,Anna Kushnirenko
nm0328120,Demetrio González
nm0195382,Pedro de Aguillón
nm0840756,Carlos Suárez
nm0087876,Heinz Blau
nm0687529,Tadeusz Plucinski
nm0637403,Andrzej Nowakowski
nm0644383,Joseph Offenbach
nm0317888,Miguel Gila
nm0036394,Claude Arnold
nm0739127,Pepe Romay
nm0344784,Stig Grybe
nm0773608,Stefan Schnabel
nm0148858,Claude Cerval
nm0701780,Sándor Pécsi
nm0000090,Armin Mueller-Stahl
nm0000778,Alfonso Arau
nm0052935,Asitbaran
nm0244884,Utpal Dutt
nm0315917,Rabi Ghosh
nm0953276,Josip Zappalorto
nm0867144,Franchot Tone
nm0000817,Lew Ayres
nm0173070,Paolo Colombo
nm0058999,Mario Bartoletti
nm0241523,Douglass Dumbrille
nm0881303,Jûkichi Uno
nm0305800,Luis García Ortega
nm0162242,Emilio Cigoli
nm0311168,Nando Gazzolo
nm0780297,Sean Scully
nm0327987,José Antonio González Rojas
nm0630575,Hugo Niebeling
nm0645207,Ryûtarô Ôtomo
nm0582311,Armand Mestral
nm0041756,Patrick Auffay
nm0944178,Arno Wyzniewski
nm0385518,Harry Hindemith
nm0954933,Ferenc Zenthe
nm0880857,Tatsuo Umemiya
nm0608311,Gastone Moschin
nm0077977,Jacques Berthier
nm0719554,Tony Renis
nm0563497,Piero Mazzarella
nm0073164,Manuel Benítez 'El Cordobés'
nm0004463,Akkineni Nageshwara Rao
nm0347953,Gummadi
nm0415582,Kongara Jaggaiah
nm0190765,András Csorba
nm0843624,Ernö Szabó
nm0106387,Rossano Brazzi
nm0415561,Jagdish Sethi
nm0880419,Ulhas
nm0009415,Ariel Absalón
nm0685638,Antonio Pitanga
nm0854084,Aldo Teixeira
nm0046331,Buddy Baer
nm0918987,Fritz Weiss
nm0129634,Richard Caldicot
nm0690905,Olaf Pooley
nm0268119,David Farrar
nm0291829,Eduard Franz
nm0471443,Manmohan Krishna
nm0901044,Karl Michael Vogler
nm0088629,Lars Bloch
nm0144478,Alonso Castaño
nm0959321,Guillermo Álvarez Bianchi
nm0859180,Lowell Thomas
nm0668171,Gilles Payant
nm0002048,Melvyn Douglas
nm0737121,Paul Rogers
nm0002051,Jimmy Durante
nm0104507,Neville Brand
nm0355184,Ludwik Halicz
nm0806230,Václav Sloup
nm0686096,Jan Pivec
nm0267221,Raúl Farell
nm0003318,Howard Duff
nm0566947,Jody McCrea
nm0760203,Robert Sampson
nm0806041,Everett Sloane
nm0042741,Al Avalon
nm0017202,Rafael Alcayde
nm0136552,René Cardona Jr.
nm0613669,Noé Murayama
nm0202501,Richard Davalos
nm0229697,Lawrence Dobkin
nm0142517,Hugo Carvana
nm0082412,Achille Billi
nm0074367,Sidney Berger
nm0255156,Art Ellison
nm0067871,Radu Beligan
nm0278366,Ion Fintesteanu
nm0075170,Joaquín Bergía
nm0147352,Juan Cazalilla
nm0013651,Luis Aguilé
nm0129396,Héctor Calcaño
nm0143161,Oscar Casco
nm0168457,Augusto Codecá
nm0508489,Peng-Fei Li
nm0252473,Gösta Ekman
nm0025940,Bertil Anderberg
nm0294882,Åke Fridell
nm0663238,Alejandro Parodi
nm0607191,Joe Morrison
nm0466186,Vladimir Korenev
nm0440397,Mikhail Kozakov
nm0800660,Nikolai Simonov
nm0515809,Gabriel Llopart
nm0406711,Chûsha Ichikawa
nm0100171,Antoine Bourseiller
nm0618865,George Nader
nm0749568,Francesco Ruiu
nm0211246,Giancarlo De Rosa
nm0162012,Vincenzo Ciccora
nm0499361,Alfredo Leggi
nm0153405,Jacques Charon
nm0193967,Alessandro Cutolo
nm0894542,Hans Verner
nm0435726,Jean-Pierre Kalfon
nm0519618,Richard Loo
nm0664273,Cornel Wilde
nm0828668,Onslow Stevens
nm0504196,William Leslie
nm0341518,Hugh Griffith
nm0705384,Carl Raddatz
nm0233226,Don Doolittle
nm0042164,Andrea Aureli
nm0854903,Luigi Tenco
nm0195895,Umberto D'Orsi
nm0007888,Franco Abbina
nm0554656,José Manuel Martín
nm0474905,Tarun Kumar
nm0219062,Maurice Denham
nm0830740,Nigel Stock
nm0930713,Guy Williams
nm0122357,Don Burnett
nm0646760,Anthony Oliver
nm0863519,Alan Tilvern
nm0861312,Chris Warfield
nm0285204,Dick Foote
nm0286987,Peter Forster
nm0249093,Jerome Eden
nm0392097,William Holmes
nm0460486,Harry Knapp
nm0196247,Howard Da Silva
nm0788134,Gregg Shank
nm0001948,Charles Bickford
nm0001430,Jack Klugman
nm0680317,Conrad Phillips
nm0753192,Ryck Rydon
nm0742351,William Rosenberg
nm0013242,Carlos Agostí
nm0017334,Rafael Alcántara
nm0129871,Ángel Calero
nm0358076,Neil Hamilton
nm0195258,Carlo D'Angelo
nm0412245,Daniel Ivernel
nm0763664,Enrique Santisteban
nm0592271,Reynaldo Miravalles
nm0845158,René Sánchez
nm0813211,Raul Solnado
nm0148745,Luís Cerqueira
nm0464944,Józef Kondrat
nm0151369,Gene Chandler
nm0796222,Stefano Sibaldi
nm0022255,Pablo Alonso
nm0180714,José Ignacio Corrales
nm0468794,Jerzy Kozakiewicz
nm0679073,Christian Pezey
nm0938372,Donald Wolfit
nm0936476,Joseph Wiseman
nm0006370,Manoj Kumar
nm0725256,Hans Richter
nm0669813,Franciszek Pieczka
nm0636441,Alighiero Noschese
nm0763492,Walter Santesso
nm0480097,Simon Lack
nm0338210,Nigel Green
nm0212470,Francis De Wolff
nm0125926,Janusz Bylczynski
nm0586725,Stanislaw Mikulski
nm0348408,Jan Guntner
nm0699482,Jerzy Przybylski
nm0417361,Tadeusz Janczar
nm0518540,Luis Lomelí
nm0001423,Richard Kiel
nm0879458,László Tóth
nm0457320,Antal Kiss
nm0275182,Giannis Fertis
nm0555961,Luis Marín
nm0699909,Jesús Puente
nm0024476,András Ambrus
nm0396830,Glyn Houston
nm0850029,Colin Tapley
nm0411600,Agustín Isunza
nm0709315,Raúl Ramírez
nm0750930,Jorge Russek
nm0663954,Peter Parten
nm0000543,Sal Mineo
nm0690880,Roy Poole
nm0240803,Ed Dugan
nm0593355,George Mitchell
nm0308681,Louis Gartner
nm0017537,Don Alderette
nm0544275,Robert Manuel
nm0041681,Mischa Auer
nm0127904,Carlo Cabrini
nm0212037,Valentin de Vargas
nm0705202,Joe Raciti
nm0001703,Maximilian Schell
nm0000999,Red Buttons
nm0362567,Cedric Hardwicke
nm0167857,Brian Cobby
nm0938754,Ralf Wolter
nm0662972,Larry Parks
nm0482881,Fernando Lamas
nm0651282,Ángel Ortiz
nm0295546,Philip Friend
nm0945503,Toyozô Yamamoto
nm0634659,Kiyoshi Nonomura
nm0446855,Sean Kelly
nm0203664,David Davies
nm0814234,Harumi Sone
nm0461903,Hideo Kô
nm0594062,Kôji Mitsui
nm0449515,David Kernan
nm0529893,Manuel López Ochoa
nm0380386,Daniel 'Chino' Herrera
nm0018967,Lou Alexion
nm0031386,Jim Antonio
nm0168035,Chuck Connors
nm0176754,Pat Conway
nm0934813,Tod Windsor
nm0274120,Paolo Ferrari
nm0805177,Jeremy Slate
nm0525794,Piero Lulli
nm0749060,Kazimierz Rudzki
nm0190503,Óscar Cruz
nm0521267,Juanjo Losada
nm0681740,John Pickard
nm0649055,David Opatoshu
nm0407970,Igor Ilyinsky
nm0473041,Nikolay Kryuchkov
nm0600608,George Moon
nm0641043,Philip O'Flynn
nm0613407,Murad
nm0908813,Paul Wallace
nm0867401,Taiji Tonoyama
nm0849062,Shinji Tanaka
nm0394699,Masanori Horimoto
nm0435297,Kentarô Kaji
nm0474822,Kishore Kumar
nm0063923,Peter Beard
nm0338468,Martin Greenbaum
nm0242911,Stephen Dunne
nm0330574,Roy Gordon
nm0633422,James Noah
nm0652920,Ted Otis
nm0410968,Akira Ishihama
nm0662240,Fess Parker
nm0345340,Harry Guardino
nm0001800,Rip Torn
nm0467170,Martin Kosleck
nm0141659,Jack Carter
nm0868425,Torrebruno
nm0728204,Julio Riscal
nm0240887,Andrew Duggan
nm0187563,Bob Cresse
nm0223446,Ferenc Deák B.
nm0223455,Sándor Deák
nm0159258,Cyril Cusack
nm0036834,Matti Aro
nm0286577,Philippe Forquet
nm0693994,Addison Powell
nm0880956,Edward Underdown
nm0269338,Enrique Fava
nm0346529,Zelmar Gueñol
nm0011244,Nick Adams
nm0345133,Pirucho Gómez
nm0657425,Hector Palavecino
nm0889708,Daniele Vargas
nm0210015,Vanni De Maigret
nm0042800,István Avar
nm0351405,János Görbe
nm0173318,Trax Colton
nm0922967,Jack Weston
nm0122168,Nikolay Burlyaev
nm0958284,Valentin Zubkov
nm0955529,Evgeniy Zharikov
nm0472989,Stepan Krylov
nm0121900,Walter Burke
nm0123866,Zenon Burzynski
nm0622608,Günter Naumann
nm0514034,Stefan Lisewski
nm0028081,Martín Andrade
nm0261230,Cacho Espíndola
nm0912487,Jack Warner
nm0395012,Geoffrey Horne
nm0192958,Finlay Currie
nm0782220,Nino Segurini
nm0041219,Shmuel Atzmon
nm0052752,Shlomo Bar-Shavit
nm0295370,Shraga Friedman
nm0330795,Illi Gorlitzky
nm0585699,Louis Miehe-Renard
nm0322895,Wienczyslaw Glinski
nm0561273,Toralv Maurstad
nm0594348,Seiji Miyaguchi
nm0600818,Guido de Moor
nm0381913,André van den Heuvel
nm0949574,Gig Young
nm0658131,Bert Palmer
nm0756292,Kenji Sahara
nm0445276,Michael Keith
nm0296260,Jürgen Frohriep
nm0947432,Vladimir Yemelyanov
nm0150527,Krzysztof Chamiec
nm0329848,Mariusz Gorczynski
nm0318641,Claes Gill
nm0948939,Teruo Yoshida
nm0848785,Masakazu Tamura
nm0586524,Norihei Miki
nm0297893,Kôji Fujiyama
nm0848672,Jirô Tamiya
nm0847291,Hideo Takamatsu
nm0915023,Bjørn Watt-Boolsen
nm0802458,Imre Sinkovits
nm0617277,László Márkus
nm0597192,Tibor Molnár
nm0005279,Carroll O'Connor
nm0281686,Ian Fleming
nm0448743,Gary Kent
nm0004616,John 'Bud' Cardos
nm0002668,George 'Buck' Flower
nm0937045,John Wittig
nm0049306,Bruce Balaban
nm0020942,Rex Allen
nm0266300,Hassane Fall
nm0340400,Heinrich Gretler
nm0342295,Oliver Grimm
nm0906281,Wolfgang Wahl
nm0464392,Henki Kolstad
nm0376915,Ian Hendry
nm0036837,Vicente Haro
nm0168324,Gary Cockrell
nm0183822,Tom Courtenay
nm0566680,Alec McCowen
nm0000527,Walter Matthau
nm0437395,Michael Kane
nm0457340,Gábor Kiss
nm0856764,Maurice Teynac
nm0947699,Nikolay Eryomenko
nm0606714,Kirk Morris
nm0503749,Frank Leroy
nm0555718,Renaud Mary
nm0040962,Ugo Attanasio
nm0001651,Basil Rathbone
nm0516972,Gary Lockwood
nm0415612,Gajanan Jagirdar
nm0150115,Georges Chamarat
nm0901783,Paolo Volponi
nm0307909,Ettore Garofolo
nm0001511,Lee Marvin
nm0396819,Donald Houston
nm0738385,Georges Rollin
nm0577527,Dino Mele
nm0515907,Harold Lloyd Jr.
nm0115070,Roger Browne
nm0829781,Robin Stewart
nm0163583,Hans Clarin
nm0437688,Kanhaiyalal Chaturvedi
nm0733420,George Robotham
nm0137046,Timothy Carey
nm0362249,Ty Hardin
nm0114422,Peter Brown
nm0295407,Marian Friedmann
nm0287383,Mario Fortuna
nm0844207,Ottó Szokolay
nm0273073,Carlos Fernando
nm0577958,Otto Mellies
nm0430460,Victor Jory
nm0361730,Kôshirô Harada
nm0313451,Jôji Ai
nm0245931,Adolf Dymsza
nm0585239,Wieslaw Michnikowski
nm0845867,Oleg Tabakov
nm0673406,Ivan Pereverzev
nm0333434,Valentin Grachyov
nm0271229,Mario Feliciani
nm0953982,Aleksandr Zbruev
nm0197558,Oleg Dal
nm0592490,Andrey Mironov
nm0698072,Stanton Pritchard
nm0394462,Al Hopson
nm0056170,Mario Baroffio
nm0470718,Otomar Krejca
nm0191950,Robert Cummings
nm0944221,Krystyn Wójcik
nm0217570,Fred Delmare
nm0191306,Janez Cuk
nm0820182,Milan Srdoc
nm0651744,Scott Osborne
nm0490161,Peter Lathrop
nm0685393,Remo Pisani
nm0392497,Patrick Holt
nm0395443,John Horsley
nm0526333,Sven Lundberg
nm0605147,Morgan Sterne
nm0681319,Ben Piazza
nm0719083,Ronald Remy
nm0380881,Philippe Hersent
nm0785664,Michel Serrault
nm0538931,Zygmunt Malanowicz
nm0472202,Richard Kronold
nm0114094,Lester Brown
nm0916434,Robert Webber
nm0722440,Hari Rhodes
nm0231728,Adriano Domínguez
nm0892891,Venantino Venantini
nm0788951,Petr Sharov
nm0700111,Vittorio Pugliese
nm0207473,Enrico de Boccard
nm0232248,Vittorio Donati
nm0222442,Bopha Devi
nm0252780,Sam El
nm0375940,Narie Hem
nm0625831,Nop Nem
nm0423440,André Jocelyn
nm0281866,Robert Flemyng
nm0870995,Silvano Tranquilli
nm0386179,Mikijirô Hira
nm0838866,David Sumner
nm0371687,James Hayter
nm0036031,John Arnatt
nm0266746,David Fang
nm0009428,Ab Abspoel
nm0012293,Henk Admiraal
nm0044693,Chris Baay
nm0897980,Leonardo Villar
nm0215805,Geraldo Del Rey
nm0926885,Tony Wickert
nm0837534,Naoki Sugiura
nm0126534,Onix Báez
nm0550119,Chavito Marrero
nm0029298,Ángel de Andrés
nm0001537,Ray Milland
nm0135671,Vittorio Caprioli
nm0107051,Beppo Brem
nm0571812,J. Edward McKinley
nm0174783,Joe Conley
nm0335930,Raoul Grassilli
nm0819455,Franco Sportelli
nm0211767,Edward de Souza
nm0910381,Thorley Walters
nm0045226,Salvatore Baccaloni
nm0955921,Georgi Zhzhyonov
nm0894743,Gennadi Vernov
nm0764852,Yuriy Sarantsev
nm0299233,Billy Fury
nm0026295,Michael Anderson Jr.
nm0713267,Gary Raymond
nm0448467,Don Kenney
nm0850481,Pentti Tarkiainen
nm0517978,Vesa-Matti Loiri
nm0767053,Uti Saurio
nm0899423,Hannu Vironmäki
nm0229379,Ivan Dmitriev
nm0503095,Evgeniy Leonov
nm0722976,Jacques Riberolles
nm0939795,John Wood
nm0236736,Dragomir Felba
nm0004434,Shashi Kapoor
nm0628647,Richard Ney
nm0717203,Carl Benton Reid
nm0054672,Francesco Barilli
nm0585600,Allen Midgette
nm0603041,Morando Morandini
nm0249827,Bill Edwards
nm0586393,George Mikell
nm0912095,Derek Ware
nm0561718,James Maxwell
nm0068552,Tom Bell
nm0680515,John Phillips
nm0518122,Aleksei Loktev
nm0687455,Sergei Plotnikov
nm0690170,Gordan Pomorisac
nm0657028,Slobodan Dan Paich
nm0832756,Bozidar Stosic
nm0566584,Myron McCormick
nm0083081,Edward Binns
nm0695489,Judson Pratt
nm0195644,Earl D'Eon
nm0555452,Gheorghe Maruta
nm0533240,Walter Macken
nm0446332,Dermot Kelly
nm0053282,Raffaele Barbato
nm0523453,Xavier Loyá
nm0433495,Ernst-Hugo Järegård
nm0833296,Jan-Olof Strandberg
nm0657122,Jaakko Pakkasvirta
nm0417586,Sima Janicijevic
nm0001352,Terence Hill
nm0866861,Martin Tomlinson
nm0437800,Alexis Kanner
nm0099677,Michel Bouquet
nm0321315,Luigi Giuliani
nm0577167,Bent Mejding
nm0944258,Povl Wøldike
nm0815945,Jorge Sousa Costa
nm0345736,João Guedes
nm0180850,Emilio Correia
nm0776439,Claus Schulz
nm0566948,Joel McCrea
nm0823594,Ron Starr
nm0900387,John Vivyan
