Source,Target,Label,Weight
nm0000430,nm0698493,tt0087928,4
nm0047265,nm0933505,tt0087928,3
nm0411477,nm0807571,tt0087928,6
nm0698493,nm0807571,tt0087928,6
nm0126864,nm0690610,tt0087936,7
nm0353448,nm0676248,tt0087945,5
nm0048068,nm0465954,tt0087952,3
nm0066223,nm0150850,tt0087960,3
nm0066223,nm0939147,tt0087960,4
nm0179281,nm0953301,tt0087966,3
nm0515635,nm0739124,tt0087976,5
nm0582481,nm0854185,tt0088000,5
nm0119542,nm0951599,tt0088000,7
nm0508293,nm0634159,tt0088002,3
nm0508293,nm0956022,tt0088002,6
nm0436687,nm0508293,tt0088002,6
nm0508293,nm0584770,tt0088002,3
nm0584770,nm0956022,tt0088002,6
nm0436687,nm0584770,tt0088002,6
nm0007023,nm0654839,tt0088010,4
nm0000140,nm0000362,tt0088011,3
nm0534181,nm0903474,tt0088023,3
nm0080315,nm0451600,tt0088031,6
nm0532702,nm0836136,tt0088083,3
nm0628827,nm0874676,tt0088096,4
nm0516314,nm0874676,tt0088096,3
nm0156875,nm0628827,tt0088096,3
nm0156955,nm0628827,tt0088096,3
nm0516314,nm0628827,tt0088096,3
nm0151068,nm0155264,tt0088107,4
nm0161213,nm0482580,tt0088112,3
nm0392327,nm0512501,tt0088127,3
nm0223250,nm0496312,tt0088167,6
nm0262595,nm0317279,tt0088172,5
nm0443089,nm0528536,tt0088200,3
nm0528536,nm0804592,tt0088200,3
nm0000766,nm0885407,tt0088241,3
nm0000766,nm0346096,tt0088241,5
nm0346096,nm0885407,tt0088241,3
nm0000116,nm0000216,tt0088247,3
nm0000116,nm0000299,tt0088247,3
nm0151155,nm0298689,tt0088260,3
nm0793008,nm0939065,tt0088267,3
nm0793008,nm0938893,tt0088267,3
nm0504897,nm0762632,tt0088269,3
nm0007139,nm0504897,tt0088269,4
nm0007139,nm0950699,tt0088269,3
nm0069198,nm0913966,tt0088297,3
nm0248937,nm0772381,tt0088306,3
nm0586235,nm0664607,tt0088338,3
nm0230695,nm0333069,tt0088354,8
nm0016044,nm0311059,tt0088370,6
nm0010383,nm0311059,tt0088370,4
nm0010383,nm0016044,tt0088370,5
nm0155291,nm0157785,tt0088376,3
nm0149631,nm0621915,tt0088383,3
nm0047264,nm0379391,tt0088393,8
nm0232504,nm0298689,tt0088410,3
nm0947447,nm0950759,tt0088423,7
nm0150894,nm0939182,tt0088430,5
nm0702666,nm0938944,tt0088430,3
nm0004434,nm0713592,tt0088442,3
nm0273178,nm0704719,tt0088443,3
nm0007139,nm0401207,tt0088457,3
nm0006620,nm0785664,tt0088462,3
nm0176599,nm0285210,tt0088645,3
nm0001154,nm0416944,tt0088708,3
nm0001154,nm0278735,tt0088708,3
nm0001154,nm0459047,tt0088708,3
nm0001154,nm0024948,tt0088708,3
nm0278735,nm0416944,tt0088708,4
nm0416944,nm0459047,tt0088708,4
nm0024948,nm0416944,tt0088708,4
nm0024948,nm0459047,tt0088708,5
nm0136789,nm0868139,tt0088748,4
nm0136789,nm0879853,tt0088748,4
nm0136789,nm0853456,tt0088748,3
nm0331453,nm0868139,tt0088748,4
nm0868139,nm0879853,tt0088748,4
nm0331453,nm0879853,tt0088748,4
nm0331453,nm0853456,tt0088748,3
nm0853456,nm0879853,tt0088748,3
nm0337731,nm0337825,tt0088760,3
nm0000150,nm0000502,tt0088763,3
nm0000150,nm0000709,tt0088763,3
nm0000150,nm0301826,tt0088763,3
nm0000502,nm0000709,tt0088763,4
nm0000502,nm0301826,tt0088763,3
nm0406728,nm0620018,tt0088810,4
nm0077686,nm0937304,tt0088829,3
nm0220652,nm0225769,tt0088861,3
nm0411306,nm0501846,tt0088900,3
nm0097180,nm0234483,tt0088904,4
nm0001884,nm0060103,tt0088934,3
nm0000229,nm0583675,tt0088939,3
nm0517188,nm0918861,tt0088944,4
nm0044156,nm0305869,tt0088954,10
nm0328020,nm0760724,tt0088966,3
nm0000783,nm0000877,tt0089013,3
nm0000877,nm0274853,tt0089013,3
nm0379391,nm0384605,tt0089023,3
nm0379391,nm0572279,tt0089023,3
nm0379391,nm0958329,tt0089023,4
nm0379464,nm0434189,tt0089033,3
nm0127919,nm0434189,tt0089033,3
nm0343518,nm0779423,tt0089042,7
nm0074223,nm0718082,tt0089055,3
nm0000052,nm0147599,tt0089057,3
nm0023929,nm0138609,tt0089060,4
nm0305737,nm0515635,tt0089105,6
nm0001238,nm0305737,tt0089105,8
nm0001238,nm0597604,tt0089105,3
nm0126549,nm0344662,tt0089123,3
nm0270851,nm0844226,tt0089123,3
nm0270851,nm0344662,tt0089123,3
nm0000126,nm0721817,tt0089126,3
nm0156434,nm0939147,tt0089128,4
nm0156520,nm0492288,tt0089133,6
nm0150807,nm0399065,tt0089135,3
nm0000331,nm0006916,tt0089155,3
nm0005033,nm0298689,tt0089177,3
nm0005033,nm0516314,tt0089177,3
nm0298689,nm0628827,tt0089177,3
nm0298689,nm0938944,tt0089177,3
nm0516314,nm0938944,tt0089177,3
nm0766211,nm0913910,tt0089179,5
nm0913910,nm0994324,tt0089179,4
nm0766211,nm0994324,tt0089179,5
nm0001942,nm0506461,tt0089200,3
nm0004429,nm0244892,tt0089201,3
nm0244892,nm0244898,tt0089201,4
nm0000334,nm0939351,tt0089238,4
nm0000334,nm0803314,tt0089238,4
nm0481681,nm0803314,tt0089238,3
nm0803314,nm0939351,tt0089238,6
nm0538353,nm0874688,tt0089270,3
nm0004462,nm0933727,tt0089290,3
nm0045880,nm0866178,tt0089315,3
nm0001569,nm0635760,tt0089348,8
nm0116145,nm0635760,tt0089348,3
nm0000390,nm0549658,tt0089360,3
nm0465199,nm0742797,tt0089370,10
nm0157785,nm0482580,tt0089371,4
nm0157785,nm0401204,tt0089371,3
nm0157785,nm0490605,tt0089371,3
nm0219971,nm0438463,tt0089382,3
nm0150850,nm0874676,tt0089397,4
nm0150850,nm0938944,tt0089397,3
nm0150796,nm0874676,tt0089397,3
nm0279043,nm0388744,tt0089398,3
nm0044796,nm0063357,tt0089465,3
nm0000561,nm0001000,tt0089511,3
nm0554880,nm0720277,tt0089521,3
nm0007106,nm0434318,tt0089582,6
nm0004109,nm0434318,tt0089582,3
nm0134941,nm0553941,tt0089587,3
nm0696414,nm0856532,tt0089630,3
nm0151068,nm0401201,tt0089631,3
nm0628827,nm0943138,tt0089631,4
nm0151068,nm0943138,tt0089631,3
nm0161275,nm0939236,tt0089650,3
nm0190691,nm0258272,tt0089663,3
nm0073488,nm0258272,tt0089663,6
nm0655230,nm0798827,tt0089688,5
nm0749914,nm0765384,tt0089706,3
nm0158402,nm0477102,tt0089708,5
nm0158402,nm0481706,tt0089708,3
nm0503317,nm0952480,tt0089718,4
nm0411631,nm0945734,tt0089746,3
nm0618768,nm0796710,tt0089748,3
nm0251760,nm0905102,tt0089753,4
nm0314636,nm0905102,tt0089753,4
nm0461388,nm0905102,tt0089753,4
nm0251760,nm0461388,tt0089753,4
nm0314636,nm0461388,tt0089753,4
nm0006620,nm0092184,tt0089764,3
nm0265759,nm0684226,tt0089776,3
nm0219939,nm0700869,tt0089785,3
nm0000367,nm0200648,tt0089821,3
nm0200648,nm0681207,tt0089821,3
nm0000430,nm0790775,tt0089822,3
nm0790775,nm0807571,tt0089822,3
nm0333701,nm0790775,tt0089822,3
nm0790775,nm0935498,tt0089822,3
nm0411477,nm0790775,tt0089822,3
nm0698493,nm0790775,tt0089822,3
nm0087904,nm0790775,tt0089822,6
nm0000430,nm0333701,tt0089822,3
nm0000430,nm0935498,tt0089822,3
nm0000430,nm0087904,tt0089822,3
nm0333701,nm0807571,tt0089822,5
nm0807571,nm0935498,tt0089822,5
nm0087904,nm0807571,tt0089822,4
nm0333701,nm0935498,tt0089822,6
nm0333701,nm0411477,tt0089822,6
nm0333701,nm0698493,tt0089822,6
nm0087904,nm0333701,tt0089822,4
nm0411477,nm0935498,tt0089822,6
nm0698493,nm0935498,tt0089822,6
nm0087904,nm0935498,tt0089822,4
nm0087904,nm0411477,tt0089822,4
nm0087904,nm0698493,tt0089822,4
nm0381638,nm0467563,tt0089835,3
nm0098208,nm0224441,tt0089844,4
nm0222545,nm0222553,tt0089860,6
nm0504897,nm0874683,tt0089863,3
nm0001062,nm0522454,tt0089885,5
nm0002340,nm0660016,tt0089885,5
nm0469104,nm0806293,tt0089891,3
nm0244525,nm0423631,tt0089896,3
nm0000801,nm0822004,tt0089902,3
nm0289696,nm0413459,tt0089930,3
nm0442455,nm0904901,tt0089937,6
nm0442454,nm0904901,tt0089937,4
nm0122216,nm0122217,tt0089953,6
nm0078233,nm0148437,tt0089987,3
nm0294440,nm0312076,tt0089994,3
nm0160900,nm0947318,tt0089996,4
nm0161205,nm0874683,tt0090011,3
nm0298689,nm0874676,tt0090013,8
nm0000177,nm0001410,tt0090022,4
nm0000126,nm0001410,tt0090022,3
nm0162502,nm0210701,tt0090052,10
nm0001164,nm0001465,tt0090073,3
nm0000600,nm0818547,tt0090093,3
nm0065471,nm0132257,tt0090093,3
nm0132257,nm0818547,tt0090093,3
nm0070380,nm0897715,tt0090101,9
nm0767586,nm0897715,tt0090101,8
nm0070380,nm0714805,tt0090101,5
nm0714805,nm0767586,tt0090101,5
nm0070380,nm0661345,tt0090101,7
nm0661345,nm0767586,tt0090101,7
nm0070380,nm0073053,tt0090101,9
nm0070380,nm0207401,tt0090101,9
nm0070380,nm0767586,tt0090101,9
nm0073053,nm0767586,tt0090101,8
nm0207401,nm0767586,tt0090101,8
nm0724724,nm0724880,tt0090102,3
nm0708790,nm0720277,tt0090116,4
nm0160883,nm0943150,tt0090185,4
nm0381230,nm0855988,tt0090190,3
nm0442207,nm0855988,tt0090190,3
nm0082677,nm0859772,tt0090192,3
nm0210290,nm0859772,tt0090192,3
nm0082677,nm0210290,tt0090192,7
nm0638308,nm0894787,tt0090220,6
nm0637032,nm0894787,tt0090220,4
nm0099828,nm0132064,tt0090228,3
nm0314329,nm0333146,tt0090238,3
nm0246894,nm0258272,tt0090241,3
nm0350666,nm0652620,tt0090241,3
nm0044156,nm0484376,tt0090250,4
nm0479753,nm0579954,tt0090257,3
nm0295740,nm0827200,tt0090288,3
nm0595115,nm0697514,tt0090295,4
nm0166074,nm0478588,tt0090297,4
nm0005033,nm0874676,tt0090342,4
nm0594226,nm0874676,tt0090342,6
nm0594226,nm0938944,tt0090342,5
nm0158605,nm0298689,tt0090343,4
nm0159474,nm0298689,tt0090343,3
nm0706800,nm0787022,tt0090358,3
nm0482595,nm0945189,tt0090363,5
nm0556498,nm0885433,tt0090371,3
nm0219720,nm0914709,tt0090376,3
nm0001357,nm0180257,tt0090555,3
nm0438463,nm0713592,tt0090577,3
nm0172181,nm0353624,tt0090578,3
nm0001238,nm0593844,tt0090642,3
nm0001016,nm0676248,tt0090659,3
nm0567164,nm0567165,tt0090675,3
nm0001154,nm0095718,tt0090678,3
nm0044156,nm0874096,tt0090679,3
nm0311508,nm0628806,tt0090681,8
nm0311508,nm0628756,tt0090681,3
nm0017620,nm0436950,tt0090685,4
nm0204057,nm0296599,tt0090706,3
nm0102280,nm0939147,tt0090722,4
nm0321821,nm0753637,tt0090778,3
nm0652305,nm0753637,tt0090778,3
nm0528420,nm0791949,tt0090779,3
nm0006860,nm0183310,tt0090782,4
nm0002231,nm0778432,tt0090805,3
nm0406529,nm0720277,tt0090810,4
nm0438463,nm0695170,tt0090812,3
nm0156484,nm0530865,tt0090822,3
nm0305737,nm0739124,tt0090843,4
nm0006860,nm0593262,tt0090847,5
nm0427136,nm0770241,tt0090870,3
nm0023143,nm0840765,tt0090912,3
nm0840765,nm0909099,tt0090912,3
nm0744707,nm0844891,tt0090926,3
nm0302080,nm0319846,tt0090949,3
nm0658301,nm0779423,tt0090960,5
nm0077449,nm0836681,tt0090963,3
nm0001815,nm0156047,tt0090968,6
nm0001815,nm0760244,tt0090968,4
nm0156047,nm0760244,tt0090968,3
nm0001424,nm0772381,tt0090998,4
nm0001090,nm0238489,tt0091002,3
nm0001598,nm0826243,tt0091012,3
nm0001598,nm0379391,tt0091012,4
nm0379391,nm0826243,tt0091012,5
nm0047264,nm0826243,tt0091012,3
nm0042884,nm0379391,tt0091012,7
nm0042884,nm0047264,tt0091012,3
nm0893755,nm0898159,tt0091017,3
nm0187790,nm0379391,tt0091026,3
nm0004462,nm0494378,tt0091038,3
nm0494378,nm0912224,tt0091038,3
nm0379391,nm0536774,tt0091050,3
nm0001062,nm0951206,tt0091083,3
nm0002340,nm0951206,tt0091083,4
nm0522454,nm0951206,tt0091083,3
nm0032561,nm0658836,tt0091089,4
nm0170504,nm0876603,tt0091090,5
nm0530865,nm0876603,tt0091090,4
nm0877425,nm0877901,tt0091094,6
nm0092789,nm0211565,tt0091114,8
nm0211565,nm0339619,tt0091114,4
nm0092789,nm0339619,tt0091114,4
nm0339619,nm0889402,tt0091114,3
nm0599604,nm0694843,tt0091148,3
nm0166256,nm0615780,tt0091149,4
nm0005033,nm0156434,tt0091158,4
nm0150796,nm0943138,tt0091158,3
nm0005033,nm0150796,tt0091158,4
nm0338715,nm0553941,tt0091166,4
nm0207357,nm0226976,tt0091168,4
nm0207357,nm0668699,tt0091168,3
nm0226976,nm0668699,tt0091168,3
nm0386382,nm0441376,tt0091177,5
nm0000483,nm0927074,tt0091203,3
nm0000125,nm0272511,tt0091203,3
nm0150796,nm0628756,tt0091226,3
nm0003501,nm0395337,tt0091254,3
nm0305481,nm0728149,tt0091261,6
nm0438463,nm0451600,tt0091267,11
nm0044796,nm0434318,tt0091267,3
nm0001283,nm0002089,tt0091278,4
nm0001283,nm0253106,tt0091278,3
nm0002089,nm0253106,tt0091278,3
nm0430799,nm0795652,tt0091284,3
nm0000809,nm0001945,tt0091288,3
nm0482580,nm0490497,tt0091293,4
nm0490497,nm0490605,tt0091293,3
nm0475344,nm0773845,tt0091299,4
nm0626841,nm0781578,tt0091300,4
nm0006763,nm0007131,tt0091328,4
nm0008311,nm0049494,tt0091335,3
nm0560026,nm0697961,tt0091339,5
nm0560026,nm0697935,tt0091339,5
nm0697935,nm0697961,tt0091339,12
nm0696267,nm0795953,tt0091344,3
nm0059847,nm0787668,tt0091364,3
nm0059847,nm0097180,tt0091364,3
nm0143596,nm0258390,tt0091396,6
nm0029242,nm0094726,tt0091410,4
nm0463740,nm0797659,tt0091412,4
nm0059847,nm0246150,tt0091417,3
nm0662186,nm0850958,tt0091464,4
nm0000104,nm0000264,tt0091495,4
nm0798827,nm0922301,tt0091515,3
nm0504126,nm0798827,tt0091515,4
nm0538332,nm0803314,tt0091517,13
nm0150850,nm0490489,tt0091532,6
nm0490489,nm0939147,tt0091532,21
nm0161275,nm0490489,tt0091532,5
nm0161275,nm0939147,tt0091532,3
nm0001090,nm0204427,tt0091539,8
nm0094572,nm0204427,tt0091539,3
nm0579823,nm0586482,tt0091563,3
nm0455394,nm0461341,tt0091635,3
nm0058344,nm0467876,tt0091675,3
nm0002240,nm0747834,tt0091734,8
nm0815784,nm0901333,tt0091751,6
nm0000591,nm0102722,tt0091757,3
nm0000221,nm0000297,tt0091763,3
nm0819636,nm0834638,tt0091776,3
nm0704164,nm0807571,tt0091777,3
nm0333701,nm0704164,tt0091777,3
nm0704164,nm0935498,tt0091777,3
nm0411477,nm0704164,tt0091777,3
nm0698493,nm0704164,tt0091777,3
nm0087904,nm0704164,tt0091777,3
nm0000455,nm0222043,tt0091790,3
nm0006369,nm0438463,tt0091806,3
nm0476806,nm0705851,tt0091842,4
nm0286950,nm0412465,tt0091867,3
nm0309697,nm0748702,tt0091874,3
nm0356391,nm0368645,tt0091889,4
nm0784884,nm0846314,tt0091890,3
nm0667724,nm0784884,tt0091890,3
nm0073053,nm0694843,tt0091925,6
nm0207401,nm0694843,tt0091925,6
nm0000334,nm0492288,tt0091935,3
nm0066223,nm0492288,tt0091935,5
nm0156432,nm0939182,tt0091941,4
nm0534681,nm0934093,tt0091949,7
nm0151068,nm0151155,tt0091951,4
nm0150862,nm0151155,tt0091951,3
nm0139239,nm0936912,tt0091979,3
nm0471298,nm0576228,tt0092007,3
nm0002172,nm0434318,tt0092026,4
nm0003508,nm0088397,tt0092068,3
nm0000188,nm0001737,tt0092086,3
nm0002181,nm0033005,tt0092093,5
nm0189979,nm0650561,tt0092105,5
nm0474743,nm0645760,tt0092128,3
nm0256870,nm0474743,tt0092128,3
nm0080111,nm0474318,tt0092155,3
nm0133426,nm0592636,tt0092200,3
nm0150887,nm0150894,tt0092233,3
nm0514905,nm0594226,tt0092248,3
nm0461918,nm0874676,tt0092249,4
nm0461918,nm0943138,tt0092249,4
nm0482708,nm0497097,tt0092251,3
nm0298662,nm0497097,tt0092251,5
nm0482708,nm0504973,tt0092251,3
nm0793812,nm0948137,tt0092251,4
nm0016044,nm0892188,tt0092256,3
nm0000334,nm0862479,tt0092263,3
nm0000334,nm0002000,tt0092263,3
nm0000247,nm0002000,tt0092263,3
nm0000247,nm0000334,tt0092263,5
nm0000334,nm0939147,tt0092273,5
nm0079342,nm0211565,tt0092276,4
nm0092789,nm0646179,tt0092276,3
nm0339619,nm0646179,tt0092276,3
nm0079342,nm0339619,tt0092276,3
nm0079342,nm0646179,tt0092276,6
nm0001090,nm0479728,tt0092520,3
nm0215887,nm0251153,tt0092551,3
nm0215887,nm0328479,tt0092551,3
nm0251153,nm0328479,tt0092551,3
nm0002159,nm0133328,tt0092552,3
nm0002159,nm0736534,tt0092552,3
nm0007123,nm0329715,tt0092557,3
nm0061792,nm0438071,tt0092565,4
nm0666795,nm0666947,tt0092615,4
nm0079342,nm0182499,tt0092634,3
nm0052944,nm0564319,tt0092654,3
nm0228908,nm0740568,tt0092666,3
nm0000241,nm0504802,tt0092675,3
nm0001676,nm0778819,tt0092732,4
nm0150844,nm0160900,tt0092747,3
nm0002989,nm0518192,tt0092787,3
nm0002340,nm0619547,tt0092906,3
nm0383482,nm0779423,tt0092916,4
nm0343518,nm0383482,tt0092916,4
nm0383482,nm0658301,tt0092916,3
nm0778338,nm0834638,tt0092924,3
nm0005540,nm0870186,tt0092948,3
nm0745704,nm0785664,tt0092966,4
nm0423765,nm0728189,tt0092987,3
nm0335924,nm0885204,tt0093008,3
nm0238739,nm0379391,tt0093009,3
nm0504935,nm0950707,tt0093015,3
nm0536774,nm0636280,tt0093022,4
nm0409079,nm0436413,tt0093028,5
nm0874676,nm0939147,tt0093056,7
nm0481681,nm0490489,tt0093071,5
nm0251893,nm0659609,tt0093077,3
nm0116670,nm0130666,tt0093083,3
nm0092184,nm0399464,tt0093111,3
nm0399437,nm0399464,tt0093111,3
nm0681535,nm0748207,tt0093112,3
nm0162013,nm0647247,tt0093115,3
nm0477771,nm0793881,tt0093132,3
nm0409079,nm0913370,tt0093142,4
nm0436413,nm0913370,tt0093142,3
nm0012602,nm0886110,tt0093169,3
nm0697961,nm0810342,tt0093172,3
nm0697935,nm0810342,tt0093172,3
nm0718637,nm0904901,tt0093178,3
nm0442455,nm0718637,tt0093178,3
nm0000694,nm0718637,tt0093191,3
nm0369567,nm0500369,tt0093213,3
nm0000519,nm0001505,tt0093223,3
nm0477035,nm0938944,tt0093229,5
nm0002172,nm0451396,tt0093263,3
nm0000334,nm0504899,tt0093304,3
nm0000334,nm0156558,tt0093304,3
nm0000334,nm0482681,tt0093304,5
nm0000334,nm0620609,tt0093304,5
nm0156558,nm0482681,tt0093304,3
nm0156558,nm0620609,tt0093304,6
nm0482681,nm0620609,tt0093304,9
nm0311508,nm0939182,tt0093305,6
nm0490489,nm0848355,tt0093306,6
nm0000334,nm0490489,tt0093306,3
nm0490489,nm0504973,tt0093306,7
nm0490489,nm0939351,tt0093306,7
nm0490489,nm0803314,tt0093306,5
nm0373698,nm0672060,tt0093312,5
nm0301330,nm0471692,tt0093322,3
nm0016642,nm0084241,tt0093333,3
nm0084241,nm0759368,tt0093333,4
nm0084241,nm0599291,tt0093333,4
nm0599291,nm0759368,tt0093333,4
nm0000934,nm0672546,tt0093389,3
nm0259301,nm0259326,tt0093402,5
nm0000154,nm0000418,tt0093409,4
nm0000154,nm0001149,tt0093409,6
nm0000154,nm0000948,tt0093409,4
nm0000154,nm0090151,tt0093409,3
nm0000418,nm0001149,tt0093409,4
nm0000418,nm0000948,tt0093409,4
nm0000418,nm0090151,tt0093409,3
nm0000948,nm0001149,tt0093409,4
nm0001149,nm0090151,tt0093409,3
nm0000948,nm0090151,tt0093409,3
nm0490605,nm0628827,tt0093422,3
nm0084402,nm0523821,tt0093449,3
nm0084402,nm0464936,tt0093449,3
nm0002181,nm0884581,tt0093458,3
nm0398286,nm0398287,tt0093476,3
nm0000767,nm0860019,tt0093481,3
nm0331998,nm0749493,tt0093493,3
nm0411631,nm0441375,tt0093502,4
nm0001657,nm0869935,tt0093506,3
nm0036313,nm0869935,tt0093506,6
nm0000626,nm0177933,tt0093509,3
nm0156484,nm0311508,tt0093522,4
nm0156484,nm0939182,tt0093522,3
nm0210701,nm0663729,tt0093531,3
nm0200597,nm0593192,tt0093550,4
nm0158605,nm0793008,tt0093554,3
nm0526714,nm0793008,tt0093554,4
nm0438463,nm0442479,tt0093578,3
nm0015287,nm0442479,tt0093578,3
nm0617767,nm0665234,tt0093599,5
nm0125367,nm0734585,tt0093608,4
nm0213983,nm0355790,tt0093628,4
nm0073053,nm0690741,tt0093645,3
nm0207401,nm0690741,tt0093645,3
nm0076914,nm0563473,tt0093651,4
nm0005033,nm0492288,tt0093735,4
nm0150796,nm0492288,tt0093735,3
nm0156434,nm0492288,tt0093735,3
nm0000455,nm0001006,tt0093748,3
nm0002140,nm0954072,tt0093765,4
nm0002191,nm0494378,tt0093769,3
nm0541098,nm0889564,tt0093772,3
nm0859029,nm0859049,tt0093773,5
nm0003501,nm0211108,tt0093774,3
nm0064961,nm0135292,tt0093800,3
nm0000422,nm0001054,tt0093822,3
nm0000422,nm0001053,tt0093822,3
nm0504897,nm0504899,tt0093845,4
nm0179281,nm0290050,tt0093864,3
nm0591160,nm0627159,tt0093870,3
nm0095067,nm0128150,tt0093943,3
nm0000821,nm0765454,tt0093949,3
nm0005033,nm0490489,tt0093956,5
nm0477035,nm0490489,tt0093956,5
nm0490489,nm0950699,tt0093956,3
nm0005033,nm0950699,tt0093956,3
nm0938944,nm0950699,tt0093956,4
nm0375093,nm0632152,tt0093973,5
nm0247353,nm0644430,tt0093976,3
nm0632152,nm0644430,tt0093976,3
nm0399685,nm0632152,tt0093976,3
nm0482708,nm0943138,tt0093978,4
nm0024580,nm0769249,tt0094003,3
nm0162717,nm0332417,tt0094004,3
nm0375093,nm0399685,tt0094019,3
nm0490417,nm0740213,tt0094038,4
nm0297018,nm0433211,tt0094084,3
nm0190691,nm0417352,tt0094094,3
nm0190691,nm0379795,tt0094094,3
nm0321112,nm0618950,tt0094099,3
nm0002668,nm0360766,tt0094101,4
nm0496312,nm0734000,tt0094105,4
nm0254945,nm0557789,tt0094122,4
nm0324660,nm0418078,tt0094126,3
nm0080315,nm0762779,tt0094132,3
nm0284533,nm0939495,tt0094146,4
nm0482614,nm0793812,tt0094162,6
nm0482614,nm0948137,tt0094162,3
nm0648457,nm0847392,tt0094168,3
nm0720277,nm0881762,tt0094194,3
nm0000134,nm0000519,tt0094226,4
nm0757173,nm0955700,tt0094281,3
nm0004429,nm0006369,tt0094299,3
nm0149822,nm0851253,tt0094299,3
nm0155610,nm0628805,tt0094342,7
nm0150807,nm0151005,tt0094346,3
nm0150807,nm0482708,tt0094346,4
nm0514998,nm0795806,tt0094346,3
nm0482708,nm0793008,tt0094350,5
nm0497097,nm0943138,tt0094351,3
nm0504973,nm0945189,tt0094352,4
nm0594226,nm0945189,tt0094352,3
nm0490489,nm0793008,tt0094356,5
nm0504973,nm0793008,tt0094356,3
nm0793008,nm0939351,tt0094356,3
nm0497097,nm0793008,tt0094356,4
nm0002000,nm0007139,tt0094357,3
nm0150850,nm0848355,tt0094358,4
nm0848355,nm0939147,tt0094358,6
nm0451867,nm0781407,tt0094371,3
nm0084402,nm0467666,tt0094393,3
nm0278947,nm0935498,tt0094395,3
nm0298689,nm0594226,tt0094622,3
nm0157329,nm0576197,tt0094646,3
nm0001016,nm0375093,tt0094658,3
nm0000334,nm0864775,tt0094695,3
nm0000334,nm0155610,tt0094695,3
nm0000334,nm0628805,tt0094695,3
nm0173101,nm0248364,tt0094705,3
nm0248364,nm0649875,tt0094705,3
nm0173101,nm0649875,tt0094705,4
nm0000318,nm0000474,tt0094721,3
nm0267495,nm0676248,tt0094734,3
nm0127399,nm0518363,tt0094773,4
nm0034079,nm0045870,tt0094781,3
nm0024619,nm0350479,tt0094789,3
nm0350479,nm0398271,tt0094789,3
nm0024619,nm0398271,tt0094789,3
nm0193721,nm0289245,tt0094796,6
nm0193721,nm0709882,tt0094796,3
nm0159507,nm0793008,tt0094809,4
nm0162502,nm0246822,tt0094833,3
nm0079342,nm0274659,tt0094841,3
nm0661345,nm0694843,tt0094842,3
nm0219136,nm0267288,tt0094868,4
nm0003606,nm0867374,tt0094872,3
nm0139536,nm0230888,tt0094893,3
nm0000552,nm0790775,tt0094898,3
nm0000552,nm0087904,tt0094898,3
nm0400194,nm0559769,tt0094909,3
nm0238489,nm0400194,tt0094909,3
nm0289576,nm0400194,tt0094909,3
nm0029482,nm0868149,tt0094926,3
nm0155610,nm0159201,tt0094935,3
nm0150850,nm0158605,tt0094936,5
nm0697935,nm0957137,tt0094973,6
nm0000246,nm0861636,tt0095016,3
nm0000246,nm0211823,tt0095016,3
nm0032685,nm0812546,tt0095040,6
nm0835297,nm0835298,tt0095040,3
nm0076914,nm0524516,tt0095048,3
nm0524516,nm0664760,tt0095048,3
nm0524516,nm0677758,tt0095048,5
nm0563473,nm0677758,tt0095048,3
nm0076914,nm0664760,tt0095048,4
nm0344662,nm0350673,tt0095081,4
nm0596712,nm0649875,tt0095115,3
nm0490489,nm0538332,tt0095124,3
nm0134867,nm0155587,tt0095149,3
nm0134867,nm0943138,tt0095149,3
nm0400170,nm0704648,tt0095163,3
nm0388605,nm0704648,tt0095163,3
nm0388605,nm0400170,tt0095163,5
nm0149822,nm0434318,tt0095198,7
nm0246150,nm0787668,tt0095244,4
nm0097180,nm0246150,tt0095244,7
nm0040643,nm0103208,tt0095294,3
nm0040643,nm0709752,tt0095294,3
nm0088793,nm0795461,tt0095296,4
nm0676248,nm0724604,tt0095312,4
nm0950707,nm0950757,tt0095336,5
nm0943138,nm0950757,tt0095336,3
nm0943138,nm0950707,tt0095336,3
nm0170504,nm0516319,tt0095396,4
nm0170504,nm0950728,tt0095396,3
nm0530865,nm0950728,tt0095396,5
nm0161275,nm0594226,tt0095398,5
nm0161275,nm0690952,tt0095398,3
nm0161275,nm0948114,tt0095398,3
nm0156484,nm0874676,tt0095402,6
nm0000329,nm0876603,tt0095403,3
nm0298689,nm0490489,tt0095404,4
nm0490489,nm0874676,tt0095404,6
nm0007139,nm0504899,tt0095450,4
nm0766211,nm0950885,tt0095472,4
nm0155587,nm0490489,tt0095520,4
nm0490489,nm0939182,tt0095520,4
nm0490489,nm0594226,tt0095543,4
nm0663409,nm0752244,tt0095548,8
nm0511107,nm0722551,tt0095550,3
nm0202406,nm0896329,tt0095557,3
nm0033005,nm0764450,tt0095559,3
nm0491626,nm0885857,tt0095567,3
nm0169540,nm0527350,tt0095583,4
nm0179215,nm0179216,tt0095606,3
nm0150887,nm0311508,tt0095617,3
nm0002180,nm0538986,tt0095633,3
nm0002180,nm0768623,tt0095633,3
nm0538986,nm0768623,tt0095633,4
nm0714287,nm0899517,tt0095657,3
nm0000558,nm0001740,tt0095705,3
nm0000558,nm0698493,tt0095705,5
nm0001740,nm0001878,tt0095705,3
nm0001740,nm0958387,tt0095705,3
nm0000720,nm0001740,tt0095705,3
nm0001740,nm0698493,tt0095705,3
