Id,category,Label,Nationality
nm0213696,writer,Alain Decaux,Inconnu
nm0561260,writer,André Maurois,Inconnu
nm0723039,writer,Enrico Ribulsi,Inconnu
nm0182088,writer,Beppo Costa,Inconnu
nm0618865,actor,George Nader,Inconnu
nm0749568,actor,Francesco Ruiu,Inconnu
nm0211246,actor,Giancarlo De Rosa,Inconnu
nm0162012,actor,Vincenzo Ciccora,Inconnu
nm0499361,actor,Alfredo Leggi,Inconnu
nm0000934,director,Bernardo Bertolucci,Inconnu
nm0584794,director,André Michel,Inconnu
nm0153405,actor,Jacques Charon,Inconnu
nm0905539,writer,Annette Wademant,Inconnu
nm0193967,actor,Alessandro Cutolo,Italy
nm0894542,actor,Hans Verner,Inconnu
nm0435726,actor,Jean-Pierre Kalfon,Inconnu
nm0266729,writer,Guy Fanelli,Inconnu
nm0519618,actor,Richard Loo,USA
nm0211063,writer,Thomas De Quincey,Inconnu
nm0178785,writer,Alec Coppel,Inconnu
nm0550757,writer,Anthony Marshall,Inconnu
nm0664273,actor,Cornel Wilde,Inconnu
nm0710924,director,Irving Rapper,Inconnu
nm0041604,writer,Michael Audley,Inconnu
nm0442228,director,Millard Kaufman,Inconnu
nm0720287,writer,John Resko,Inconnu
nm0736394,director,Michael Roemer,Inconnu
nm0828668,actor,Onslow Stevens,USA
nm0504196,actor,William Leslie,USA
nm0190096,director,Owen Crump,Inconnu
nm0341518,actor,Hugh Griffith,Inconnu
nm0705384,actor,Carl Raddatz,Inconnu
nm0458643,writer,Alexander Klein,Inconnu
nm0233226,actor,Don Doolittle,Inconnu
nm0058191,director,Wesley Barry,Inconnu
nm0799972,writer,Jay Simms,Inconnu
nm0042164,actor,Andrea Aureli,Inconnu
nm0040044,writer,Gianni Astolfi,Inconnu
nm0541496,writer,Mauro Mancini,Inconnu
nm0854903,actor,Luigi Tenco,Inconnu
nm0195895,actor,Umberto D'Orsi,Inconnu
nm0007888,actor,Franco Abbina,Inconnu
nm0017265,writer,Luis Alcofar,Inconnu
nm0554656,actor,José Manuel Martín,Inconnu
nm0273249,writer,Manuel Fernández de Liencres,Inconnu
nm0407112,writer,José María Iglesias,Inconnu
nm0474905,actor,Tarun Kumar,British India
nm0346101,director,Guido Guerrasio,Inconnu
nm0219062,actor,Maurice Denham,Inconnu
nm0830740,actor,Nigel Stock,Inconnu
nm0863478,writer,Frank Tilsley,Inconnu
nm0649855,writer,Barry Oringer,Inconnu
nm0930713,actor,Guy Williams,Inconnu
nm0122357,actor,Don Burnett,Inconnu
nm0555674,writer,Samuel Marx,Inconnu
nm0726530,writer,Franco Riganti,Inconnu
nm0645346,writer,Paola Ojetti,Inconnu
nm0092658,writer,Bridget Boland,Inconnu
nm0646760,actor,Anthony Oliver,Inconnu
nm0863519,actor,Alan Tilvern,UK
nm0510205,writer,Ronald Liles,Inconnu
nm0143571,writer,Aubrey Cash,Inconnu
nm0861312,actor,Chris Warfield,Inconnu
nm0285204,actor,Dick Foote,Inconnu
nm0286987,actor,Peter Forster,Inconnu
nm0332050,director,Robert Gottschalk,Inconnu
nm0927481,writer,Hugo Wiener,Inconnu
nm0249093,actor,Jerome Eden,Inconnu
nm0392097,actor,William Holmes,Inconnu
nm0460486,actor,Harry Knapp,Inconnu
nm0366701,director,Kenneth Hartford,Inconnu
nm0196247,actor,Howard Da Silva,USA
nm0675068,director,Frank Perry,Inconnu
nm0675052,writer,Eleanor Perry,Inconnu
nm0748177,writer,Theodore Isaac Rubin,Inconnu
nm0788134,actor,Gregg Shank,Inconnu
nm0782804,director,Steve Sekely,Inconnu
nm0330024,writer,Bernard Gordon,Inconnu
nm0001948,actor,Charles Bickford,USA
nm0001430,actor,Jack Klugman,USA
nm0680317,actor,Conrad Phillips,Inconnu
nm0753192,actor,Ryck Rydon,Canada
nm0742351,actor,William Rosenberg,Denmark
nm0013242,actor,Carlos Agostí,Inconnu
nm0017334,actor,Rafael Alcántara,Inconnu
nm0129871,actor,Ángel Calero,Inconnu
nm0358076,actor,Neil Hamilton,USA
nm0018355,writer,David Alexander,Inconnu
nm0078883,writer,Maurice Bessy,Inconnu
nm0731387,writer,Marguerite Roberts,Inconnu
nm0319458,writer,Peter Gilman,Inconnu
nm0195258,actor,Carlo D'Angelo,Inconnu
nm0412245,actor,Daniel Ivernel,Inconnu
nm0099984,director,Serge Bourguignon,Inconnu
nm0876072,writer,Antoine Tudal,Inconnu
nm0260239,writer,Bernard Eschassériaux,Inconnu
nm0116663,director,Franco Brusati,Inconnu
nm0763664,actor,Enrique Santisteban,Cuba
nm0592271,actor,Reynaldo Miravalles,Cuba
nm0845158,actor,René Sánchez,Inconnu
nm0407633,writer,Ilya Ilf,Inconnu
nm0678205,writer,Yevgeni Petrov,Inconnu
nm0880450,writer,Ugo Ulive,Inconnu
nm0813211,actor,Raul Solnado,Portugal
nm0148745,actor,Luís Cerqueira,Inconnu
nm0211712,director,Ernesto de Sousa,Inconnu
nm0642089,writer,Alexandre O'Neill,Inconnu
nm0671772,writer,Leão Penedo,Inconnu
nm0464944,actor,Józef Kondrat,Poland]
nm0420068,director,Stanislaw Jedryka,Inconnu
nm0727423,writer,Fabio Rinaudo,Inconnu
nm0052814,writer,Adriano Baracco,Inconnu
nm0151369,actor,Gene Chandler,USA
nm0796222,actor,Stefano Sibaldi,Italy
nm0146974,director,Paolo Cavara,Inconnu
nm0022255,actor,Pablo Alonso,Inconnu
nm0180714,actor,José Ignacio Corrales,Inconnu
nm0468794,actor,Jerzy Kozakiewicz,Inconnu
nm0679073,actor,Christian Pezey,Inconnu
nm0041484,writer,Jacques Aucante,Inconnu
nm0938372,actor,Donald Wolfit,Inconnu
nm0528790,director,Robert Lynn,Inconnu
nm0936476,actor,Joseph Wiseman,Canada
nm0367820,writer,Johanna Harwood,Inconnu
nm0558435,writer,Berkely Mather,Inconnu
nm0001220,writer,Ian Fleming,Inconnu
nm0006370,actor,Manoj Kumar,British India
nm0725256,actor,Hans Richter,Inconnu
nm0918766,writer,Günther Weisenborn,Inconnu
nm0669813,actor,Franciszek Pieczka,Inconnu
nm0494138,writer,Auguste Le Breton,Inconnu
nm0636441,actor,Alighiero Noschese,Italy
nm0215790,writer,Giancarlo Del Re,Inconnu
nm0763492,actor,Walter Santesso,Inconnu
nm0061586,writer,Gaston Baty,Inconnu
nm0148859,writer,Miguel de Cervantes y Saavedra,Inconnu
nm0480097,actor,Simon Lack,Inconnu
nm0338210,actor,Nigel Green,Inconnu
nm0212470,actor,Francis De Wolff,UK
nm0125926,actor,Janusz Bylczynski,Inconnu
nm0586725,actor,Stanislaw Mikulski,Inconnu
nm0348408,actor,Jan Guntner,Inconnu
nm0699482,actor,Jerzy Przybylski,Inconnu
nm0684826,writer,Mieczyslaw Piotrowski,Inconnu
nm0417361,actor,Tadeusz Janczar,Inconnu
nm0518540,actor,Luis Lomelí,Inconnu
nm0001423,actor,Richard Kiel,USA
nm0954452,writer,Fathi Zeki,Inconnu
nm0879458,actor,László Tóth,Inconnu
nm0457320,actor,Antal Kiss,Inconnu
nm0790058,director,Saifuddin Shawkat,Inconnu
nm0275182,actor,Giannis Fertis,Inconnu
nm0638528,director,Christian Nyby,Inconnu
nm0555961,actor,Luis Marín,Inconnu
nm0699909,actor,Jesús Puente,Inconnu
nm0287512,writer,Antonio Fos,Inconnu
nm0024476,actor,András Ambrus,Inconnu
nm0396830,actor,Glyn Houston,Inconnu
nm0850029,actor,Colin Tapley,New Zealand
nm0629447,writer,Don Nicholl,Inconnu
nm0640226,writer,Jim O'Connolly,Inconnu
nm0927040,writer,Lars Widding,Inconnu
nm0643741,director,José María Ochoa,Inconnu
nm0411600,actor,Agustín Isunza,Inconnu
nm0709315,actor,Raúl Ramírez,Inconnu
nm0650900,director,Juan José Ortega,Inconnu
nm0679283,writer,Ramón Peón,Inconnu
nm0750930,actor,Jorge Russek,Inconnu
nm0663954,actor,Peter Parten,Inconnu
nm0881501,writer,Gabrielle Upton,Inconnu
nm0483855,writer,Millard Lampell,Inconnu
nm0000543,actor,Sal Mineo,USA
nm0057225,writer,Michael Barrett,Inconnu
nm0034922,writer,Aristophanes,Inconnu
nm0690419,writer,Zsuzsa Pongrácz,Inconnu
nm0231608,director,Jean Dominique,Inconnu
nm0480983,director,Michaelle Lafontan,Inconnu
nm0155568,writer,Kang Cheng,Inconnu
nm0690880,actor,Roy Poole,Inconnu
nm0330227,writer,Gordon Gordon,Inconnu
nm0330468,writer,Mildred Gordon,Inconnu
nm0240803,actor,Ed Dugan,Inconnu
nm0593355,actor,George Mitchell,USA
nm0308681,actor,Louis Gartner,USA
nm0017537,actor,Don Alderette,Inconnu
nm0363317,director,Donn Harling,Inconnu
nm0011302,writer,Richard DeLong Adams,Inconnu
nm0875204,writer,Takashi Tsuboshima,Inconnu
nm0397428,writer,Keble Howard,Inconnu
nm0544275,actor,Robert Manuel,Inconnu
nm0041681,actor,Mischa Auer,Russian Empire [now Russia]
nm0225704,writer,Paul Dickson,Inconnu
nm0502366,writer,Siegfried Lenz,Inconnu
nm0127904,actor,Carlo Cabrini,Inconnu
nm0950432,writer,Agustín Ysern,Inconnu
nm0297163,writer,Leopoldo L. Fuchet,Inconnu
nm0328231,writer,Javier González,Inconnu
nm0743033,director,Peter Rosinski,Inconnu
nm0044639,writer,Franz Baake,Inconnu
nm0678932,director,Tom Pevsner,Inconnu
nm0560857,writer,W. Somerset Maugham,Inconnu
nm0890968,writer,Charles-Ferdinand Vaucher,Inconnu
nm0212037,actor,Valentin de Vargas,USA
nm0705202,actor,Joe Raciti,Inconnu
nm0001703,actor,Maximilian Schell,Austria
nm0329304,writer,Frances Goodrich,Inconnu
nm0352443,writer,Albert Hackett,Inconnu
nm0787323,writer,Peter Shaffer,Inconnu
nm0000999,actor,Red Buttons,Inconnu
nm0362567,actor,Cedric Hardwicke,Inconnu
nm0301181,writer,Albert Gail,Inconnu
nm0576830,writer,Henri Meilhac,Inconnu
nm0021283,writer,Ludovic Halévy,Inconnu
nm0313252,writer,Richard Genée,Inconnu
nm0456487,writer,Richard P. Powell,Inconnu
nm0712029,writer,Herman Raucher,Inconnu
nm0167857,actor,Brian Cobby,Inconnu
nm0070596,writer,Sigmund Bendkover,Inconnu
nm0938754,actor,Ralf Wolter,Inconnu
nm0662972,actor,Larry Parks,Inconnu
nm0718140,writer,Wolfgang Reinhardt,Inconnu
nm0765683,writer,Jean-Paul Sartre,Inconnu
nm0482881,actor,Fernando Lamas,Inconnu
nm0651282,actor,Ángel Ortiz,Inconnu
nm0102167,writer,Malcolm Stuart Boylan,Inconnu
nm0485337,writer,Fred Lane,Inconnu
nm0920195,writer,Edna Wells,Inconnu
nm0295546,actor,Philip Friend,UK
nm0403126,director,Lawrence Huntington,Inconnu
nm0945503,actor,Toyozô Yamamoto,Inconnu
nm0634659,actor,Kiyoshi Nonomura,Inconnu
nm0118112,writer,Bernhard Buchbinder,Inconnu
nm0418793,writer,Georg Jarno,Inconnu
nm0446855,actor,Sean Kelly,Inconnu
nm0203664,actor,David Davies,Inconnu
nm0814234,actor,Harumi Sone,Inconnu
nm0297935,director,Kinji Fukasaku,Inconnu
nm0461903,actor,Hideo Kô,Japan
nm0594062,actor,Kôji Mitsui,Inconnu
nm0449515,actor,David Kernan,Inconnu
nm0712653,writer,A.R. Rawlinson,Inconnu
nm0529893,actor,Manuel López Ochoa,Mexico
nm0380386,actor,Daniel 'Chino' Herrera,Inconnu
nm0057027,writer,Luiz Carlos Barreto,Inconnu
nm0138684,writer,Mário Carneiro,Inconnu
nm0627351,writer,David Neves,Inconnu
nm0018967,actor,Lou Alexion,Inconnu
nm0031386,actor,Jim Antonio,Inconnu
nm0168035,actor,Chuck Connors,USA
nm0176754,actor,Pat Conway,Inconnu
nm0491852,director,Arnold Laven,Inconnu
nm0276102,writer,Pat Fielder,Inconnu
nm0934813,actor,Tod Windsor,Inconnu
nm0784756,director,Mario Sequi,Inconnu
nm0094261,writer,Mariano Bonelli,Inconnu
nm0274120,actor,Paolo Ferrari,Inconnu
nm0246824,writer,Jorge Dória,Inconnu
nm0690411,writer,Henrique Pongetti,Inconnu
nm0760032,writer,Silveira Sampaio,Inconnu
nm0456576,writer,Ronald Kirkbride,Inconnu
nm0438250,director,Henry Kaplan,Inconnu
nm0937289,writer,P.G. Wodehouse,Inconnu
nm0805177,actor,Jeremy Slate,USA
nm0525794,actor,Piero Lulli,Inconnu
nm0206847,writer,Fabio De Agostini,Inconnu
nm0547077,writer,Giuseppe Mariani,Inconnu
nm0210130,director,Alberto De Martino,Inconnu
nm0208347,writer,Francesco De Feo,Inconnu
nm0857420,writer,Francesco Thellung,Inconnu
nm0285106,writer,Anacleto Fontini,Inconnu
nm0034839,writer,Yorichika Arima,Inconnu
nm0749060,actor,Kazimierz Rudzki,Poland]
nm0473210,writer,Answald Krüger,Inconnu
nm0559306,writer,Maria Matray,Inconnu
nm0697362,writer,J.B. Priestley,Inconnu
nm0874295,director,Michael Truman,Inconnu
nm0132767,writer,Patrick Campbell,Inconnu
nm0461119,writer,Vivienne Knight,Inconnu
nm0190503,actor,Óscar Cruz,Portugal
nm0521267,actor,Juanjo Losada,Inconnu
nm0767022,director,Carlos Saura,Inconnu
nm0133426,writer,Mario Camus,Inconnu
nm0837269,writer,Daniel Sueiro,Inconnu
nm0479036,writer,Pierre La Salle,Inconnu
nm0681740,actor,John Pickard,Inconnu
nm0293145,writer,Sam Freedle,Inconnu
nm0649055,actor,David Opatoshu,Inconnu
nm0166621,writer,Francis Clifford,Inconnu
nm0407970,actor,Igor Ilyinsky,Russian Empire [now Russia]
nm0473041,actor,Nikolay Kryuchkov,Inconnu
nm0321593,writer,Aleksandr Gladkov,Inconnu
nm0600608,actor,George Moon,Inconnu
nm0641043,actor,Philip O'Flynn,Inconnu
nm0121011,writer,Tom Burdon,Inconnu
nm0540025,writer,Umesh Mallik,Inconnu
nm0613407,actor,Murad,British India
nm0007815,director,Khwaja Ahmad Abbas,Inconnu
nm0415535,writer,Sardar Jafri,Inconnu
nm0908813,actor,Paul Wallace,Inconnu
nm0497346,writer,Gypsy Rose Lee,Inconnu
nm0867401,actor,Taiji Tonoyama,Inconnu
nm0849062,actor,Shinji Tanaka,Inconnu
nm0394699,actor,Masanori Horimoto,Inconnu
nm0435297,actor,Kentarô Kaji,Inconnu
nm0474822,actor,Kishore Kumar,British India
nm0435753,director,Kalidas,Inconnu
nm0659760,writer,Ramesh Pant,Inconnu
nm0063923,actor,Peter Beard,Inconnu
nm0338468,actor,Martin Greenbaum,Inconnu
nm0083017,director,Adolfas Mekas,Inconnu
nm0242911,actor,Stephen Dunne,Inconnu
nm0330574,actor,Roy Gordon,USA
nm0512702,writer,Eugene Ling,Inconnu
nm0633422,actor,James Noah,Inconnu
nm0652920,actor,Ted Otis,Inconnu
nm0036582,director,Newt Arnold,Inconnu
nm0174410,writer,Richard Condon,Inconnu
nm0410968,actor,Akira Ishihama,Inconnu
nm0847668,writer,Yasuhiko Takiguchi,Inconnu
nm0001328,director,Howard Hawks,Inconnu
nm0808421,director,Harry Smith,Inconnu
nm0160527,writer,Gerd Christoph,Inconnu
nm0662240,actor,Fess Parker,USA
nm0345340,actor,Harry Guardino,USA
nm0685265,writer,Robert Pirosh,Inconnu
nm0396229,writer,A.E. Hotchner,Inconnu
nm0002133,writer,Ernest Hemingway,Inconnu
nm0001800,actor,Rip Torn,USA
nm0638284,director,Rudolf Nussgruber,Inconnu
nm0344438,writer,Hans Gruhl,Inconnu
nm0631392,writer,Francis Niewal,Inconnu
nm0772945,writer,Gerhard Schmidt,Inconnu
nm0467170,actor,Martin Kosleck,Poland]
nm0374702,director,Stuart Heisler,Inconnu
nm0627003,writer,Sam Neuman,Inconnu
nm0378293,writer,Heinz Hentschke,Inconnu
nm0756944,writer,Susumu Saji,Inconnu
nm0266624,director,Fan Cen,Inconnu
nm0134881,writer,Xueqin Cao,Inconnu
nm0141659,actor,Jack Carter,Inconnu
nm0182850,writer,Gordon Cotler,Inconnu
nm0868425,actor,Torrebruno,Inconnu
nm0728204,actor,Julio Riscal,Inconnu
nm0715147,writer,Víctor Redondo,Inconnu
nm0370615,writer,Fumiko Hayashi,Inconnu
nm0452884,writer,Kazuo Kikuta,Inconnu
nm0240887,actor,Andrew Duggan,USA
nm0232527,director,Walter Doniger,Inconnu
nm0187563,actor,Bob Cresse,Inconnu
nm0296532,director,Lee Frost,Inconnu
nm0084218,director,Wes Bishop,Inconnu
nm0779052,writer,Denver Scott,Inconnu
nm0223446,actor,Ferenc Deák B.,Hungary
nm0223455,actor,Sándor Deák,Inconnu
nm0270489,director,Imre Fehér,Inconnu
nm0036053,writer,Fede Arnaud,Inconnu
nm0508771,writer,Alberto Liberati,Inconnu
nm0211466,writer,Luigi De Santis,Inconnu
nm0818834,writer,Sergio Spina,Inconnu
nm0159258,actor,Cyril Cusack,Inconnu
nm0828720,director,Robert Stevens,Inconnu
nm0876562,writer,Karl Tunberg,Inconnu
nm0941578,writer,Wiktor Woroszylski,Inconnu
nm0606886,writer,Richard Morris,Inconnu
nm0938170,writer,Winifred Wolfe,Inconnu
nm0036834,actor,Matti Aro,Finland
nm0128819,writer,Gaston Arman de Caillavet,Inconnu
nm0721068,writer,Etienne Rey,Inconnu
nm0281890,writer,Robert de Flers,Inconnu
nm0286577,actor,Philippe Forquet,Inconnu
nm0693994,actor,Addison Powell,Inconnu
nm0663577,director,Robert Parrish,Inconnu
nm0880956,actor,Edward Underdown,UK
nm0753132,writer,Paul Ryder,Inconnu
nm0269338,actor,Enrique Fava,Argentina
nm0346529,actor,Zelmar Gueñol,Inconnu
nm0248349,writer,Antonio Eceiza,Inconnu
nm0703262,writer,Elías Querejeta,Inconnu
nm0011244,actor,Nick Adams,Inconnu
nm0292738,writer,Richard Frede,Inconnu
nm0345133,actor,Pirucho Gómez,Inconnu
nm0657425,actor,Hector Palavecino,Inconnu
nm0083767,director,Fernando Birri,Inconnu
nm0889708,actor,Daniele Vargas,Inconnu
nm0191547,writer,Johnston McCulley,Inconnu
nm0392955,writer,Homer,Inconnu
nm0108634,writer,Leslie Bricusse,Inconnu
nm0210015,actor,Vanni De Maigret,Inconnu
nm0603086,writer,Elsa Morante,Inconnu
nm0042800,actor,István Avar,Inconnu
nm0351405,actor,János Görbe,Inconnu
nm0173318,actor,Trax Colton,USA
nm0883017,writer,László Vadnay,Inconnu
nm0922967,actor,Jack Weston,USA
nm0122168,actor,Nikolay Burlyaev,Inconnu
nm0958284,actor,Valentin Zubkov,Russia]
nm0955529,actor,Evgeniy Zharikov,USSR [now Russia]
nm0472989,actor,Stepan Krylov,Russia]
nm0007672,director,Eduard Abalov,Inconnu
nm0660353,writer,Mikhail Papava,Inconnu
nm0121900,actor,Walter Burke,USA
nm0123866,actor,Zenon Burzynski,Poland
nm0752037,director,Jan Rutkiewicz,Inconnu
nm0952421,director,Gerard Zalewski,Inconnu
nm0843838,writer,Jan Józef Szczepanski,Inconnu
nm0622608,actor,Günter Naumann,Germany
nm0514034,actor,Stefan Lisewski,Poland
nm0670011,writer,Hans-Albert Pederzani,Inconnu
nm0028081,actor,Martín Andrade,Chile
nm0261230,actor,Cacho Espíndola,Argentina
nm0348744,writer,Raúl Gurruchaga,Inconnu
nm0624535,director,Jean Negulesco,Inconnu
nm0762392,writer,Flora Sandstrom,Inconnu
nm0813960,writer,Edith Sommer,Inconnu
nm0788158,director,K. Shankar,Inconnu
nm0912487,actor,Jack Warner,Inconnu
nm0915288,writer,Hillary Waugh,Inconnu
nm0395012,actor,Geoffrey Horne,Inconnu
nm0192958,actor,Finlay Currie,UK
nm0782220,actor,Nino Segurini,Inconnu
nm0723226,director,Luciano Ricci,Inconnu
nm0763376,writer,Guglielmo Santangelo,Inconnu
nm0041219,actor,Shmuel Atzmon,Poland
nm0052752,actor,Shlomo Bar-Shavit,Israel
nm0295370,actor,Shraga Friedman,Inconnu
nm0330795,actor,Illi Gorlitzky,Israel
nm0343317,director,Alina Gross,Inconnu
nm0343518,director,Yoram Gross,Inconnu
nm0343464,writer,Natan Gross,Inconnu
nm0939618,writer,Clement Biddle Wood,Inconnu
nm0585699,actor,Louis Miehe-Renard,Inconnu
nm0684335,director,Sidney W. Pink,Inconnu
nm0577477,writer,Ib Melchior,Inconnu
nm0646590,writer,Carlos A. Olivari,Inconnu
nm0093397,writer,Guy Bolton,Inconnu
nm0728279,writer,Nelo Risi,Inconnu
nm0900157,writer,Elio Vittorini,Inconnu
nm0322895,actor,Wienczyslaw Glinski,Inconnu
nm0561273,actor,Toralv Maurstad,Norway
nm0096516,writer,Johan Borgen,Inconnu
nm0594348,actor,Seiji Miyaguchi,Inconnu
nm0600818,actor,Guido de Moor,Netherlands
nm0381913,actor,André van den Heuvel,Netherlands
nm0895006,writer,Mieke Verstraete,Inconnu
nm0895000,writer,Guus Verstraete,Inconnu
nm0190781,writer,István Csurka,Inconnu
nm0949574,actor,Gig Young,USA
nm0269623,writer,William Fay,Inconnu
nm0658131,actor,Bert Palmer,Inconnu
nm0772259,director,John Schlesinger,Inconnu
nm0058337,writer,Stan Barstow,Inconnu
nm0065184,writer,John Beck,Inconnu
nm0756292,actor,Kenji Sahara,Japan
nm0445276,actor,Michael Keith,Inconnu
nm0599943,director,Tom Montgomery,Inconnu
nm0397170,writer,Bruce Howard,Inconnu
nm0296260,actor,Jürgen Frohriep,Germany
nm0857888,director,Heinz Thiel,Inconnu
nm0060443,writer,Horst Bastian,Inconnu
nm0793084,writer,Renzaburô Shibata,Inconnu
nm0953635,director,Jerzy Zarzycki,Inconnu
nm1000374,writer,Michal Balucki,Inconnu
nm0823650,writer,Ludwik Starski,Inconnu
nm0947432,actor,Vladimir Yemelyanov,Russia]
nm0015579,writer,Vasiliy Aksyonov,Inconnu
nm0150527,actor,Krzysztof Chamiec,Inconnu
nm0329848,actor,Mariusz Gorczynski,Poland
nm0318641,actor,Claes Gill,Norway
nm0377434,director,Bjarne Henning-Jensen,Inconnu
nm0948939,actor,Teruo Yoshida,Inconnu
nm0620205,director,Noboru Nakamura,Inconnu
nm0442704,writer,Yasunari Kawabata,Inconnu
nm0848785,actor,Masakazu Tamura,Inconnu
nm0586524,actor,Norihei Miki,Inconnu
nm0297893,actor,Kôji Fujiyama,Inconnu
nm0848672,actor,Jirô Tamiya,Inconnu
nm0847291,actor,Hideo Takamatsu,Inconnu
nm0298561,writer,Kazuo Funahashi,Inconnu
nm0411107,writer,Yoshihiro Ishimatsu,Inconnu
nm0435320,writer,Sueyuki Kajiyama,Inconnu
nm0915023,actor,Bjørn Watt-Boolsen,Inconnu
nm0260698,writer,Gustav Esmann,Inconnu
nm0383776,writer,John Hilbard,Inconnu
nm0802458,actor,Imre Sinkovits,Inconnu
nm0617277,actor,László Márkus,Inconnu
nm0597192,actor,Tibor Molnár,Inconnu
nm0331298,writer,Edith Gorrish,Inconnu
nm0005279,actor,Carroll O'Connor,Inconnu
nm0042719,director,Aram Avakian,Inconnu
nm0554169,director,Leslie H. Martinson,Inconnu
nm0855577,writer,Albert Payson Terhune,Inconnu
nm0388029,writer,Roberta Hodes,Inconnu
nm0281686,actor,Ian Fleming,Inconnu
nm0448743,actor,Gary Kent,USA
nm0004616,actor,John 'Bud' Cardos,USA
nm0011467,director,Al Adamson,Inconnu
nm0792581,writer,Samuel M. Sherman,Inconnu
nm0002668,actor,George 'Buck' Flower,USA
nm0937045,actor,John Wittig,Inconnu
nm0242452,director,Frank Dunlop,Inconnu
nm0862866,director,Edvin Tiemroth,Inconnu
nm0084753,writer,Karl Bjarnhof,Inconnu
nm0049306,actor,Bruce Balaban,Inconnu
nm0339683,director,Ugo Gregoretti,Inconnu
nm0000180,director,David Lean,Inconnu
nm0493042,writer,T.E. Lawrence,Inconnu
nm0004122,writer,Robert Bolt,Inconnu
nm0020942,actor,Rex Allen,Inconnu
nm0786076,writer,Ernest Thompson Seton,Inconnu
nm0598944,writer,Arrigo Montanari,Inconnu
nm0549460,writer,Publius Vergilius Maro,Inconnu
nm0051649,writer,Albert Band,Inconnu
nm0544457,writer,Nicola Manzari,Inconnu
nm0266300,actor,Hassane Fall,Inconnu
nm0340400,actor,Heinrich Gretler,Inconnu
nm0342295,actor,Oliver Grimm,Germany
nm0906281,actor,Wolfgang Wahl,Inconnu
nm0817936,writer,Elizabeth Spencer,Inconnu
nm0464392,actor,Henki Kolstad,Inconnu
nm0159873,director,Nils-Reinhardt Christensen,Inconnu
nm0421333,writer,Axel Jensen,Inconnu
nm0436896,writer,Louis Kamp,Inconnu
nm0450262,writer,Joseph Kessel,Inconnu
nm0317254,writer,Nelson Gidding,Inconnu
nm0376915,actor,Ian Hendry,UK
nm0512235,writer,Jack Lindsay,Inconnu
nm0036837,actor,Vicente Haro,Inconnu
nm0168324,actor,Gary Cockrell,Inconnu
nm0618603,writer,Vladimir Nabokov,Inconnu
nm0364805,writer,James B. Harris,Inconnu
nm0183822,actor,Tom Courtenay,UK
nm0566680,actor,Alec McCowen,UK
nm0000527,actor,Walter Matthau,USA
nm0437395,actor,Michael Kane,Inconnu
nm0007872,writer,Edward Abbey,Inconnu
nm0642156,writer,Eugene O'Neill,Inconnu
nm0752485,writer,Cornelius Ryan,Inconnu
nm0457340,actor,Gábor Kiss,Inconnu
nm0917149,writer,Frank Wedekind,Inconnu
nm0541879,writer,Eugen Mandric,Inconnu
nm0862629,writer,Nicolae Tic,Inconnu
nm0856764,actor,Maurice Teynac,Inconnu
nm0529618,writer,Viktor Léon,Inconnu
nm0825551,writer,Leo Stein,Inconnu
nm0947699,actor,Nikolay Eryomenko,USSR
nm0314046,director,Sergey Gerasimov,Inconnu
nm0606714,actor,Kirk Morris,Italy
nm0503749,actor,Frank Leroy,Inconnu
nm0555718,actor,Renaud Mary,Inconnu
nm0401680,director,H. Bruce Humberstone,Inconnu
nm0040962,actor,Ugo Attanasio,Inconnu
nm0142282,writer,Bruno Caruso,Inconnu
nm0001651,actor,Basil Rathbone,South Africa
nm0516972,actor,Gary Lockwood,USA
nm0080406,director,A. Bhimsingh,Inconnu
nm0415612,actor,Gajanan Jagirdar,Inconnu
nm0150115,actor,Georges Chamarat,Inconnu
nm0009632,writer,Claude Accursi,Inconnu
nm0003258,writer,Mireille de Tissot,Inconnu
nm0901783,actor,Paolo Volponi,Italy
nm0307909,actor,Ettore Garofolo,Inconnu
nm0548903,writer,Louis Marks,Inconnu
nm0001511,actor,Lee Marvin,USA
nm0424986,writer,Dorothy M. Johnson,Inconnu
nm0396819,actor,Donald Houston,UK
nm0780983,writer,Gonzalo Sebastián de Erice,Inconnu
nm0738385,actor,Georges Rollin,Inconnu
nm0167966,writer,Juan Cobos,Inconnu
nm0865486,writer,Arturo Tofanelli,Inconnu
nm0218269,writer,William Demby,Inconnu
nm0577527,actor,Dino Mele,Inconnu
nm0515907,actor,Harold Lloyd Jr.,Inconnu
nm0608763,director,George Moskov,Inconnu
nm0849145,writer,Nat Tanchuck,Inconnu
nm0115070,actor,Roger Browne,Inconnu
nm0491240,writer,Jacques Laurent,Inconnu
nm0222985,writer,Gerald Devriès,Inconnu
nm0222976,writer,Laurent Devries,Inconnu
nm0829781,actor,Robin Stewart,Inconnu
nm0055700,writer,Michael Barnes,Inconnu
nm0163583,actor,Hans Clarin,Inconnu
nm0609264,director,Imo Moszkowicz,Inconnu
nm0128615,director,Enrique Cahen Salaberry,Inconnu
nm0437688,actor,Kanhaiyalal Chaturvedi,India
nm0416078,writer,Qamar Jalalabadi,Inconnu
nm0442657,writer,C.L. Kavish,Inconnu
nm0538297,writer,Phani Majumdar,Inconnu
nm0733420,actor,George Robotham,USA
nm0137046,actor,Timothy Carey,Inconnu
nm0482974,director,John Lamb,Inconnu
nm0362249,actor,Ty Hardin,USA
