Id,category,Label,Nationality
nm0959464,actor,José Álvarez,Inconnu
nm0749899,actor,Pedro Ruiz,Inconnu
nm0579546,actor,Yuen Man Meng,Inconnu
nm0950757,actor,Wah Yuen,Inconnu
nm0297064,writer,Pea Fröhlich,Inconnu
nm0617504,writer,Peter Märthesheimer,Inconnu
nm0432564,actor,Lars Jung,Inconnu
nm0149814,writer,Amalendu Chakraborty,Inconnu
nm0005268,actor,Willie Nelson,Inconnu
nm0307561,writer,Robert Garland,Inconnu
nm0300646,writer,Paul Gaer,Inconnu
nm0123722,writer,Shelly Burton,Inconnu
nm0091695,actor,Jan Bógdol,Inconnu
nm0496385,actor,Bogdan Lecznar,Inconnu
nm0944220,writer,Jerzy Wójcik,Inconnu
nm0655870,director,Juan Padrón,Inconnu
nm0655867,writer,Ernesto Padrón,Inconnu
nm0590474,director,Ilias Mylonakos,Inconnu
nm0094550,actor,Luca Bonicalzi,Inconnu
nm0156686,writer,François Chevallier,Inconnu
nm0240688,writer,Hortense Dufour,Inconnu
nm0473973,actor,Thomas Kufahl,Inconnu
nm0527615,actor,Henry Lutze,Inconnu
nm0759797,actor,Udo Samel,Inconnu
nm0295680,director,Uwe Frießner,Inconnu
nm0239438,actor,Julien Dubois,Inconnu
nm0880773,actor,Alexandre Ulysse,Inconnu
nm0051111,actor,Jean Balsamo,Inconnu
nm0939381,director,Wah-Kei Wong,Inconnu
nm0356823,actor,Martin Halm,Inconnu
nm0754460,writer,Umberto Saba,Inconnu
nm0927401,actor,Guido Wieland,Inconnu
nm0256495,director,Klaus Emmerich,Inconnu
nm0081488,writer,Horst Bienek,Inconnu
nm0469862,writer,Helmut Krapp,Inconnu
nm0857806,actor,Jack Thibeau,Inconnu
nm0115431,writer,J. Campbell Bruce,Inconnu
nm0876227,writer,Richard Tuggle,Inconnu
nm0516673,writer,Richard S. Lochte,Inconnu
nm0441955,actor,Yftach Katzur,Inconnu
nm0755974,actor,Jonathan Sagall,Inconnu
nm0224180,director,Mario Di Pasquale,Inconnu
nm0342595,writer,Fausto Grisi,Inconnu
nm0776116,director,Patrick Schulmann,Inconnu
nm0255065,actor,Robin Ellis,Inconnu
nm0158678,actor,Tim Choate,Inconnu
nm0581832,actor,Daniel Mesguich,Inconnu
nm0894814,director,Frank Verpillat,Inconnu
nm0750869,writer,Garry Rusoff,Inconnu
nm0616385,actor,Chema Muñoz,Inconnu
nm0379872,director,Antonio Hernández,Inconnu
nm0379840,writer,Avelino Hernández Núñez,Inconnu
nm0501055,actor,Jean-Marie Lemaire,Inconnu
nm0438241,actor,Gabe Kaplan,Inconnu
nm0843221,actor,Harold Sylvester,Inconnu
nm0454484,actor,Bernard King,Inconnu
nm0438308,writer,Marc Kaplan,Inconnu
nm0322327,writer,Michael Gleason,Inconnu
nm0132757,actor,Nicholas Campbell,Inconnu
nm0767500,writer,Phil Savath,Inconnu
nm0807768,writer,Courtney Smith,Inconnu
nm0073119,actor,Jakobeit Benz,Inconnu
nm0433912,actor,Kai Chia,Inconnu
nm0590331,actor,Chris Milne,Inconnu
nm0606496,writer,Diane Lamond,Inconnu
nm0260520,actor,Leny Escudéro,Inconnu
nm0477061,actor,Chung Kwan,Inconnu
nm0401176,director,Ann Hui,Inconnu
nm0369136,actor,Hou Hsiao,Inconnu
nm0379586,writer,Gustau Hernández,Inconnu
nm0741804,writer,Benet Rossell,Inconnu
nm0259973,actor,Julius Erving,Inconnu
nm0501509,actor,Meadowlark Lemon,Inconnu
nm0201984,writer,David Dashev,Inconnu
nm0828378,writer,Edmond Stevens,Inconnu
nm0834896,writer,Gary Stromberg,Inconnu
nm0057269,actor,Romano Puppo,Inconnu
nm0547412,writer,Mara Maryl,Inconnu
nm0401788,director,Egon Humer,Inconnu
nm0159430,director,Artis Chow,Inconnu
nm0113499,director,Edwin Brown,Inconnu
nm0425944,writer,Pat E. Johnson,Inconnu
nm0166023,director,Gerry Clemens,Inconnu
nm0863516,director,Roger Tilton,Inconnu
nm0438927,actor,Artyom Karapetyan,Inconnu
nm0947263,actor,Mikhail Yegorov,Inconnu
nm0495522,actor,Aleksandr Lebedev,Inconnu
nm0881595,director,Eldor Urazbaev,Inconnu
nm0469893,writer,Arkadiy Krasilshchikov,Inconnu
nm0335344,actor,David Marshall Grant,Inconnu
nm0253498,writer,Michael Elias,Inconnu
nm0789718,writer,Frank Shaw,Inconnu
nm0644523,actor,Ken Ogata,Inconnu
nm0757197,writer,Ryûzô Saki,Inconnu
nm0407487,writer,Shunsaku Ikehata,Inconnu
nm0748430,actor,Dave Ruby,Inconnu
nm0151822,actor,Stephen Chang,Inconnu
nm0642924,actor,István O. Szabó,Inconnu
nm0675736,actor,Leonardo Perucci,Inconnu
nm0144962,director,Sergio M. Castilla,Inconnu
nm0782206,writer,Mayra Segura,Inconnu
nm0062479,actor,Peter Bause,Inconnu
nm0770907,actor,Udo Schenk,Inconnu
nm0696582,actor,Dana Preu,Inconnu
nm0669648,actor,David Peck,Inconnu
nm0219728,actor,Gene Densmore,Inconnu
nm0638033,director,Victor Nunez,Inconnu
nm0712617,writer,Marjorie Kinnan Rawlings,Inconnu
nm0047913,writer,Phillip Baird,Inconnu
nm0367105,writer,Michael Hartmann,Inconnu
nm0785435,actor,Raymond Serra,Inconnu
nm0850855,writer,William Tasgal,Inconnu
nm0127280,actor,Paul Bühlmann,Inconnu
nm0002699,director,Xavier Koller,Inconnu
nm0708053,actor,Jean-Pierre Rambal,Inconnu
nm0080013,writer,Gérard Beytout,Inconnu
nm0460007,director,Clemens Klopfenstein,Inconnu
nm0452382,writer,Serena Kiefer,Inconnu
nm0702541,actor,Hanno Pöschl,Inconnu
nm0902463,writer,Ödön von Horvath,Inconnu
nm0498389,actor,Kung-Wu Huang,Inconnu
nm0719986,actor,Michele Renzullo,Inconnu
nm0679466,actor,Jörg Pfennigwerth,Inconnu
nm0830439,actor,Kiev Stingl,Inconnu
nm0121007,actor,Eric Burdon,Inconnu
nm0356251,actor,Charles Hallahan,Inconnu
nm0134191,writer,Edward Cannon,Inconnu
nm0169887,writer,Bruce Cohn,Inconnu
nm0575865,writer,Mark Medoff,Inconnu
nm0289707,writer,Joseph Fraley,Inconnu
nm0770918,director,Carl Schenkel,Inconnu
nm0476126,director,Achim Kurz,Inconnu
nm0336198,actor,Robert Gravel,Inconnu
nm0558853,actor,Jean Mathieu,Inconnu
nm0848936,director,Paul Tana,Inconnu
nm0407142,actor,Pompín Iglesias,Inconnu
nm0017822,actor,Arturo Alegro,Inconnu
nm0297102,actor,Giovanni Früh,Inconnu
nm0117704,actor,Jürgen Brügger,Inconnu
nm0083904,writer,Ursula Bischof,Inconnu
nm10128104,writer,Jean-Pierre Hoby,Inconnu
nm0830682,director,Thomas Stobart,Inconnu
nm0340039,actor,Stephen Greif,Inconnu
nm0576283,director,Francis Megahy,Inconnu
nm0177881,writer,Bernie Cooper,Inconnu
nm0001574,actor,Michael O'Keefe,Inconnu
nm0923115,writer,Janwillem van de Wetering,Inconnu
nm0759185,actor,Mamuka Salukvadze,Inconnu
nm0875392,actor,Valodia Tsuladze,Inconnu
nm0718765,director,Aleksandre Rekhviashvili,Inconnu
nm0229258,writer,Anzor Djugeli,Inconnu
nm0475044,actor,Li Jin Kun,Inconnu
nm0823003,actor,Georges Staquet,Inconnu
nm0479507,writer,Jacques Labib,Inconnu
nm0043528,writer,Sun Axelsson,Inconnu
nm0767041,actor,Ulli Bauer,Inconnu
nm0241694,actor,Sky du Mont,Inconnu
nm0801780,director,Gerald Seth Sindell,Inconnu
nm0205632,writer,W. Terry Davis,Inconnu
nm0128410,writer,Cheri Caffaro,Inconnu
nm0118030,writer,Joan Buchanan,Inconnu
nm0312432,actor,Kornél Gelley,Inconnu
nm0468526,director,György Kovásznai,Inconnu
nm0577616,actor,Patrice Melennec,Inconnu
nm0332613,director,Dominique Goult,Inconnu
nm0919876,writer,Michael Weller,Inconnu
nm0753497,actor,Katsu Ryûzaki,Inconnu
nm0613498,director,Tôru Murakawa,Inconnu
nm0847048,writer,Akimitsu Takagi,Inconnu
nm0471427,actor,Prem Krishan,Inconnu
nm0576494,director,Umesh Mehra,Inconnu
nm0433476,writer,Otto Jägersberg,Inconnu
nm0624360,actor,Jim Negele,Inconnu
nm0208506,director,Alessandro De Gaetano,Inconnu
nm0045299,actor,Claude Bach,Inconnu
nm0685647,actor,Jean-Luc Pitard,Inconnu
nm0943429,actor,Felix Wurtmann,Inconnu
nm0157747,actor,Han Chin,Inconnu
nm0311209,actor,Hsiang-Ting Ko,Inconnu
nm0573299,actor,Kenneth McMillan,Inconnu
nm0064136,writer,Ann Beattie,Inconnu
nm0397184,director,Cecil Howard,Inconnu
nm0062939,actor,Günther Bayer,Inconnu
nm0462479,actor,Rolf Kochenhofer,Inconnu
nm0845284,actor,Kalle Sändare,Inconnu
nm0058045,director,John Barry,Inconnu
nm0025007,writer,Martin Amis,Inconnu
nm0938325,actor,Thomas Wolff,Inconnu
nm0412313,actor,Rick Iverson,Inconnu
nm0794060,actor,Kaneto Shiozawa,Inconnu
nm0837551,director,Taku Sugiyama,Inconnu
nm0245308,actor,Felix Dvorak,Inconnu
nm0127167,director,Dieter Böttger,Inconnu
nm0066838,actor,Ferenc Begányi,Inconnu
nm0662355,actor,Jim Parker,Inconnu
nm0522604,writer,Charlie Loventhal,Inconnu
nm0024323,writer,Kim Ambler,Inconnu
nm0248976,writer,Dana Edelman,Inconnu
nm0362146,writer,Robert Harders,Inconnu
nm0501166,writer,Stephen Le May,Inconnu
nm0819725,actor,Gary Springer,Inconnu
nm0933264,actor,David Wilson,Inconnu
nm0450116,actor,Brian Kerwin,Inconnu
nm0285667,actor,Gregory Ford,Inconnu
nm0447959,actor,Chris Kennedy,Inconnu
nm0908752,director,Leroy Wallace,Inconnu
nm0709601,actor,Harry Randall,Inconnu
nm0608058,writer,Milt Morton,Inconnu
nm0630699,writer,Sam Norvell,Inconnu
nm0437393,writer,Michael Kane,Inconnu
nm0390805,actor,Walter Olkewicz,Inconnu
nm0102940,actor,Tadeusz Bradecki,Inconnu
nm0415611,writer,Michal Jagiello,Inconnu
nm0793017,actor,Pomson Shi,Inconnu
nm0867268,writer,Wilson Tong,Inconnu
nm0350249,actor,François Guétary,Inconnu
nm0016703,actor,Michel Albertini,Inconnu
nm0046793,actor,Jean-Pierre Bagot,Inconnu
nm0642536,director,Dennis O'Rourke,Inconnu
nm0310457,director,Christian Gavary,Inconnu
nm0875066,actor,Grigol Tsitaishvili,Inconnu
nm0149745,actor,Soso Chaishvili,Inconnu
nm0435338,actor,Badri Kakabadze,Inconnu
nm0014503,actor,Pier Francesco Aiello,Inconnu
nm0014528,actor,Salvatore Aiesi,Inconnu
nm0508844,actor,Richard Libertini,Inconnu
nm0735019,actor,Ric Rodrigo,Inconnu
nm0158029,writer,Mel Chionglo,Inconnu
nm0364216,actor,Richard Harriman,Inconnu
nm0653820,actor,Jim Overbey,Inconnu
nm0506718,director,Eric Lewald,Inconnu
nm0604690,director,Glenn Morgan,Inconnu
nm0060934,actor,Jerome Preston Bates,Inconnu
nm0927521,actor,Kees Wientjes,Inconnu
nm0774997,director,George Schouten,Inconnu
nm0736487,writer,Ism Bernard Roeters,Inconnu
nm0673081,actor,Augustin Pereira,Inconnu
nm0145954,actor,Carlos Catania,Inconnu
nm0145207,actor,Óscar Castillo,Inconnu
nm0896365,writer,Manuel Vidal,Inconnu
nm0119522,actor,Joe Bugner,Inconnu
nm0134010,writer,Izidor Cankar,Inconnu
nm0806130,writer,Marko Slodnjak,Inconnu
nm0380713,writer,James Herriot,Inconnu
nm0830293,actor,Jack Wrangler,Inconnu
nm0917160,director,Karsten Wedel,Inconnu
nm0375202,writer,Hans-Eric Hellberg,Inconnu
nm0786114,writer,Göran Setterberg,Inconnu
nm0216975,actor,Johnny Delgado,Inconnu
nm0479782,writer,Jose F. Lacaba,Inconnu
nm0498080,writer,Ricardo Lee,Inconnu
nm0507363,actor,Joe Lewis,Inconnu
nm0001408,actor,Shekhar Kapur,Inconnu
nm0000188,actor,Steve Martin,Inconnu
nm0632963,actor,Niko Nitai,Inconnu
nm0047685,writer,Barnet Bain,Inconnu
nm0159027,actor,Billy Chong,Inconnu
nm0950710,actor,Brandy Yuen,Inconnu
nm0933354,writer,Edna Wilson,Inconnu
nm0093505,director,César Bolívar,Inconnu
nm0628853,actor,Wai-Kwok Ng,Inconnu
nm0262137,actor,Jun Etô,Inconnu
nm0948422,director,Hiroto Yokoyama,Inconnu
nm0891074,actor,Martin Vaughan,Inconnu
nm0086055,director,Linda Blagg,Inconnu
nm0827767,director,Leonard Stern,Inconnu
nm0354159,writer,Oliver Hailey,Inconnu
nm0081944,actor,Richard Bigotini,Inconnu
nm0435121,director,Alfred Kaiser,Inconnu
nm0613514,actor,Murali Mohan,Inconnu
nm0595934,actor,Mohan Babu,Inconnu
nm0201927,director,Narayana Rao Dasari,Inconnu
nm0041888,actor,Karel Augusta,Inconnu
nm0698319,writer,Alena Procházková,Inconnu
nm0065489,actor,Konrad Becker,Inconnu
nm0954882,writer,Helmut Zenker,Inconnu
nm0407568,actor,Takuma Ikéuchi,Inconnu
nm0368081,actor,Toshio Hashimoto,Inconnu
nm0620280,actor,Nobuo Nakanishi,Inconnu
nm0959706,actor,Anders Åberg,Inconnu
nm0512485,actor,Bo Lindström,Inconnu
nm0353331,director,Jösta Hagelbäck,Inconnu
nm0391699,writer,Sten Holmberg,Inconnu
nm0873718,writer,Birgitta Trotzig,Inconnu
nm0615108,director,Ken Murray,Inconnu
nm0617860,actor,Kalle Möllmann,Inconnu
nm0825506,director,Jeff Stein,Inconnu
nm0901942,actor,Brad Weston,Inconnu
nm0393212,director,Elliott Hong,Inconnu
nm0835030,writer,Patrick Strong,Inconnu
nm0697373,director,Tom Priestley,Inconnu
nm0299222,actor,Ikkô Furuya,Inconnu
nm0875337,writer,Kôhei Tsuka,Inconnu
nm0726092,actor,Bernd Riedel,Inconnu
nm0769427,actor,René Schaaf,Inconnu
nm0293730,actor,Juergen Frei,Inconnu
nm0058626,director,Usch Barthelmeß-Weller,Inconnu
nm0583406,director,Werner Meyer,Inconnu
nm0856596,writer,Lisa Tetzner,Inconnu
nm0228277,actor,John DiSanti,Inconnu
nm0782892,actor,Roy Sekoff,Inconnu
nm0806427,actor,Robert Small,Inconnu
nm0413826,writer,Ron Kurz,Inconnu
nm0649122,actor,János Opoczki,Inconnu
nm0412499,actor,István Iványi,Inconnu
nm0267581,actor,József Farkas,Inconnu
nm0480660,actor,Dénes Ladányi,Inconnu
nm0420524,director,András Jeles,Inconnu
nm0921840,actor,Rudolf Wessely,Inconnu
nm0386518,actor,Ludwig Hirsch,Inconnu
nm0250933,writer,Jörg A. Eggers,Inconnu
nm0003794,director,Ryszard Bugajski,Inconnu
nm0245913,director,Janusz Dymek,Inconnu
nm0744636,actor,Mihály Rostás,Inconnu
nm0126549,actor,János Bán,Inconnu
nm0519665,writer,Karin Loomans,Inconnu
nm0036982,writer,Linda Aronson,Inconnu
nm0377888,actor,Justin Henry,Inconnu
nm0054582,writer,Johan Bargum,Inconnu
nm0709137,actor,Ramunni,Inconnu
nm0018813,writer,Håkan Alexandersson,Inconnu
nm0459484,writer,Ivan Klíma,Inconnu
nm0389611,actor,Robert Hogan,Inconnu
nm0853546,director,Lewis Teague,Inconnu
nm0450189,actor,Sassi Keshet,Inconnu
nm0362856,writer,Sharon Harel,Inconnu
nm0702726,actor,Christian Quadflieg,Inconnu
nm0093132,director,Wilfried Bolliger,Inconnu
nm0445640,writer,Gottfried Keller,Inconnu
nm0151696,actor,Fu-Chien Chang,Inconnu
nm0155549,director,Pei-Cheng Chang,Inconnu
nm0161177,actor,Alan Chung San Chui,Inconnu
nm0802116,actor,Dupar Singh,Inconnu
nm0001278,actor,John Glover,Inconnu
nm0089213,writer,Murray Teigh Bloom,Inconnu
nm0370839,director,Tom Haydon,Inconnu
nm0405432,writer,Horatius Häberle,Inconnu
nm0808373,writer,Greg P. Smith,Inconnu
nm0725470,director,Bruce Ricker,Inconnu
nm0696463,actor,Michael Preston,Inconnu
nm0373827,actor,Peter Hehir,Inconnu
nm0588223,actor,Dennis Miller,Inconnu
nm0286809,director,Rolf Forsberg,Inconnu
nm0137872,writer,C.C. Carlson,Inconnu
nm0007013,writer,André Szöts,Inconnu
nm0214150,actor,Billy Dee,Inconnu
nm0669293,director,Jesse Pearson,Inconnu
nm0009283,actor,Khoren Abrahamyan,Inconnu
nm0038403,director,Levon Asatryan,Inconnu
nm0577270,writer,Aleksandr Mekhakyan,Inconnu
nm0417871,director,Richard Mailer,Inconnu
nm0557621,actor,Werner Masten,Inconnu
nm0352426,actor,Rüdiger Hacker,Inconnu
nm0454280,actor,Wolfgang Kinder,Inconnu
nm0257793,director,Ingemo Engström,Inconnu
nm0763847,actor,Pippo Santonastaso,Inconnu
nm0849282,writer,Edward Tang,Inconnu
nm0365271,actor,Rolf Harris,Inconnu
nm0078329,actor,Paul Bertram,Inconnu
nm0266193,actor,Ronald Falk,Inconnu
nm0276872,actor,Gary Files,Inconnu
nm0658301,writer,John Palmer,Inconnu
nm0076400,actor,Thelonious Bernard,Inconnu
nm0348735,director,Alfredo Gurrola,Inconnu
nm0073375,writer,Reyes Bercini,Inconnu
nm0147738,actor,Larry Cedar,Inconnu
nm0039748,writer,David Assael,Inconnu
nm0104481,writer,Joshua Brand,Inconnu
nm0568639,actor,Mike McEwen,Inconnu
nm0206572,actor,Roy Day,Inconnu
nm0473928,actor,Yeong-Mun Kwon,Inconnu
nm0879493,director,Hans-Jürgen Tögel,Inconnu
nm0058089,actor,Matthew Barry,Inconnu
nm0004306,director,George Miller,Inconnu
nm0565537,writer,James McCausland,Inconnu
nm0447945,writer,Byron Kennedy,Inconnu
nm0924887,writer,Irving S. White,Inconnu
nm0199048,writer,Barbara Dana,Inconnu
nm0665619,writer,Sheldon Patinkin,Inconnu
nm0801953,writer,Isaac Bashevis Singer,Inconnu
nm0159037,actor,Elton Chong,Inconnu
nm0562924,actor,Whitman Mayo,Inconnu
nm0807308,writer,Andrew Smith,Inconnu
nm0279914,actor,Enzo Fisichella,Inconnu
nm0549471,actor,Giuseppe Marrocco,Inconnu
nm0853217,actor,Stuart Taylor,Inconnu
nm0118632,writer,John Buckley,Inconnu
nm0802058,writer,Thomas Singer,Inconnu
nm0380298,actor,Ángel Herraiz,Inconnu
nm0671195,actor,Biagio Pelligra,Inconnu
nm0599878,director,Patrick Montgomery,Inconnu
nm0467584,writer,Richard Koszarski,Inconnu
nm0317279,writer,Raynold Gideon,Inconnu
nm0262595,writer,Bruce A. Evans,Inconnu
nm0430801,writer,Manohar Shyam Joshi,Inconnu
nm0006745,director,João Mário Grilo,Inconnu
nm0432229,actor,John Juliani,Inconnu
nm0910304,director,Martin Walters,Inconnu
nm0604874,writer,Marjorie Morgan,Inconnu
nm0759415,writer,George Salverson,Inconnu
nm0300395,actor,Bart Gabriëlse,Inconnu
nm0697859,actor,Joost Prinsen,Inconnu
nm0311594,writer,Piet Geelhoed,Inconnu
nm0000195,actor,Bill Murray,Inconnu
nm0014873,actor,Harvey Atkin,Inconnu
nm0051994,actor,Russ Banham,Inconnu
nm0089676,writer,Len Blum,Inconnu
nm0020626,writer,Janis Allen,Inconnu
nm0990516,actor,Arch Joboulian,Inconnu
nm0819183,actor,Peter Spitzer,Inconnu
nm0538794,actor,Dragan Maksimovic,Inconnu
nm0227343,actor,Mikica Dimitrijevic,Inconnu
nm0348566,writer,G.I. Gurdjieff,Inconnu
nm0759579,writer,Jeanne Salzmann,Inconnu
nm0079559,actor,François Beukelaers,Inconnu
nm0300418,director,Clarisse Gabus,Inconnu
nm0431021,writer,Daniel Jouanisson,Inconnu
nm0022231,writer,Maribel Alonso,Inconnu
nm0149371,writer,Rosa Chacel,Inconnu
nm0691759,writer,Antonio Porlan,Inconnu
nm0008706,actor,Franziskus Abgottspon,Inconnu
nm0061395,actor,Gérald Battiaz,Inconnu
nm0007151,actor,John Paul Young,Inconnu
nm0020967,actor,Richard Ward Allen,Inconnu
nm0847749,director,Tibor Takács,Inconnu
nm0957695,writer,Stephen Zoller,Inconnu
nm0117727,actor,Kaspar Brüninghaus,Inconnu
nm0102416,actor,Rolf Boysen,Inconnu
nm0771441,actor,Alfred Schieske,Inconnu
nm0096033,actor,Wilhelm Borchert,Inconnu
nm0901604,director,Wolf Vollmar,Inconnu
nm0838614,actor,Peter Sumner,Inconnu
nm0008623,writer,Keith Aberdein,Inconnu
nm0356058,writer,Roger Hall,Inconnu
nm0061122,actor,Dirk de Batist,Inconnu
nm0438792,actor,Thymios Karakatsanis,Inconnu
nm0018222,writer,Vassilis Alexakis,Inconnu
nm0230547,writer,Christopher Doherty,Inconnu
nm0781586,writer,Matthias Seelig,Inconnu
nm0803756,actor,Bjørn Skagestad,Inconnu
nm0548679,actor,Miklós Markovich,Inconnu
nm0439101,writer,György Kardos,Inconnu
nm0503923,director,Néstor Lescovich,Inconnu
nm0822640,actor,Eric Stanhope,Inconnu
nm0884268,actor,Marc Valentine,Inconnu
nm0654055,actor,Shin'ya Ohwada,Inconnu
nm0645760,actor,Eiji Okuda,Inconnu
nm0605480,actor,Leo Morimoto,Inconnu
nm0408353,writer,Shun Inagaki,Inconnu
nm0779160,writer,Garland Scott,Inconnu
nm0059483,writer,Tony Barwick,Inconnu
nm0767872,actor,Paul Savoie,Inconnu
nm0471233,writer,Mitchell Kriegman,Inconnu
nm0322248,writer,Mitch Glazer,Inconnu
nm0695104,writer,Emily Prager,Inconnu
nm0936999,writer,Dirk Wittenborn,Inconnu
nm0007442,writer,Andy Aaron,Inconnu
nm0287629,writer,Ernie Fosselius,Inconnu
nm0001345,actor,Jim Henson,Inconnu
nm0000568,actor,Frank Oz,Inconnu
nm0625456,actor,Jerry Nelson,Inconnu
nm0402611,actor,Richard Hunt,Inconnu
nm0432075,writer,Jerry Juhl,Inconnu
nm0122698,writer,Jack Burns,Inconnu
nm0247569,actor,David Easter,Inconnu
nm0789054,director,Ian Sharp,Inconnu
nm0344188,actor,Robert Grubb,Inconnu
nm0291504,writer,Miles Franklin,Inconnu
nm0922301,actor,Randy West,Inconnu
nm0390870,director,Bobby Hollander,Inconnu
nm0688345,writer,Josef Pohl,Inconnu
nm0226699,actor,Bogdan Diklic,Inconnu
nm0069449,director,Farouk Beloufa,Inconnu
nm0950751,actor,Shun-Yee Yuen,Inconnu
nm0035861,actor,Peter Armstrong,Inconnu
nm0395857,writer,Julius Horwitz,Inconnu
nm0578628,director,Ismail Memon,Inconnu
nm0611571,actor,Sunil Mukherjee,Inconnu
nm0579258,writer,Eduardo Mendoza,Inconnu
nm0327199,writer,Ivan Goncharov,Inconnu
nm0610893,actor,Peter Traxler,Inconnu
nm0388605,writer,Andy T. Hoetzel,Inconnu
nm0803048,director,Freddy Siso,Inconnu
nm0544476,actor,Jeff Manzetti,Inconnu
nm0712695,actor,Eric Rawson,Inconnu
nm0499393,director,Jean-Pierre Lowf Legoff,Inconnu
nm0539593,actor,Serge Malik,Inconnu
nm0933727,actor,Lambert Wilson,Inconnu
nm0760626,director,Louis San Andres,Inconnu
nm0606478,actor,David Morris,Inconnu
nm0541576,actor,Nick Mancuso,Inconnu
nm0532685,actor,Stephen Macht,Inconnu
nm0809262,writer,Martin Cruz Smith,Inconnu
nm0402451,actor,Gareth Hunt,Inconnu
nm0290193,writer,Jeremy Lee Francis,Inconnu
nm0737360,director,Lynn Rogoff,Inconnu
nm0857475,actor,Theodore Gottlieb,Inconnu
nm0082676,director,Bruce Bilson,Inconnu
nm0384020,writer,Albert Fay Hill,Inconnu
nm0205067,actor,Mac Davis,Inconnu
nm0313015,writer,Peter Gent,Inconnu
nm0944747,writer,Frank Yablans,Inconnu
nm0262414,writer,Rich Eustis,Inconnu
nm0788325,actor,Mark Shannon,Inconnu
nm0737458,actor,Zaharias Rohas,Inconnu
nm0438158,actor,Nikos Kapios,Inconnu
nm0173203,actor,Vasilis Kolovos,Inconnu
nm0762658,actor,Uwe Sange,Inconnu
nm0263792,actor,Pat Evons,Inconnu
nm0363953,actor,Rufus Harper,Inconnu
nm0679943,actor,Erskine Philip,Inconnu
nm0620238,director,Takeo Nakamura,Inconnu
nm0875321,writer,Shintarô Tsuji,Inconnu
nm0423297,writer,Thomas Joachim,Inconnu
nm0288489,writer,Eugene A. Fournier,Inconnu
nm0619301,writer,William L. Nagle,Inconnu
nm0759606,actor,Shan Charng,Inconnu
nm0863922,director,Chung Ting,Inconnu
nm0359302,actor,Tokue Hanazawa,Inconnu
nm0849006,actor,Ken Tanaka,Inconnu
nm0665226,actor,Laslo Pataki,Inconnu
nm0612880,writer,Ranko Munitic,Inconnu
nm0489577,actor,Frano Lasic,Inconnu
nm0834663,actor,Milan Strljic,Inconnu
nm0469393,actor,Boris Kralj,Inconnu
nm0202885,writer,Filip David,Inconnu
nm0348568,writer,Stipe Gurdulic,Inconnu
nm0391576,actor,Sverre Holm,Inconnu
nm0861756,writer,Øyvind Thorsen,Inconnu
nm0780975,actor,Tracy Sebastian,Inconnu
nm0311811,actor,Ted Gehring,Inconnu
nm0906640,actor,Thomas G. Waites,Inconnu
nm0798776,director,Raphael D. Silver,Inconnu
nm0104158,writer,Malcolm Braly,Inconnu
nm0780546,actor,Franklyn Seales,Inconnu
nm0001101,actor,Ted Danson,Inconnu
nm0730525,actor,Miguel Robelo,Inconnu
nm0343214,actor,Frank Groothof,Inconnu
nm0541173,actor,Hans Man in 't Veld,Inconnu
nm0654420,actor,Mark Owens,Inconnu
nm0014978,actor,Afolabi Ajayi,Inconnu
nm0161396,actor,Stanley Church,Inconnu
nm0050633,director,John Ballard,Inconnu
nm0613121,writer,Hector Hugh Munro,Inconnu
nm0815638,director,Zdravko Sotra,Inconnu
nm0475756,writer,Tomio Kuriyama,Inconnu
nm0639747,actor,Niall O'Brien,Inconnu
nm0527065,director,Tony Luraschi,Inconnu
nm0500492,writer,Colin Leinster,Inconnu
nm0000369,actor,Matt Dillon,Inconnu
nm0469617,actor,Michael Eric Kramer,Inconnu
nm0351919,writer,Charles S. Haas,Inconnu
nm0006853,writer,Tim Hunter,Inconnu
nm0489971,writer,Andrés Laszlo,Inconnu
nm0824821,actor,Paul Steenbergen,Inconnu
nm0238274,actor,Bernard Droog,Inconnu
nm0408749,actor,Eric van Ingen,Inconnu
nm0351844,director,Rimko Haanstra,Inconnu
nm0904222,actor,Aljosa Vuckovic,Inconnu
nm0432933,writer,Frane Juric,Inconnu
nm0114006,actor,Kenneth Brown,Inconnu
nm0949913,actor,Nat Young,Inconnu
nm0860864,director,Albie Thoms,Inconnu
nm0623158,actor,Oldrich Navrátil,Inconnu
nm0443622,writer,Lev Kazarinsky,Inconnu
nm0689923,writer,Samson Polyakov,Inconnu
nm0630331,writer,Bruce Nicolaysen,Inconnu
nm0963380,writer,Stephen Oliver,Inconnu
nm0549076,actor,Philippe Marlaud,Inconnu
nm0139140,actor,Michel Caron,Inconnu
nm0537750,actor,Dieter Mainka,Inconnu
nm0902234,actor,Alexander von Eschwege,Inconnu
nm0782053,writer,Willi Segler,Inconnu
nm0272152,actor,Iván Feo,Inconnu
nm0515715,director,Antonio Llerandi,Inconnu
nm0327954,writer,Adriano González León,Inconnu
nm0825058,director,Aleksandr Stefanovich,Inconnu
nm0925585,actor,Wilbur 'Hi-Fi' White,Inconnu
nm0689507,actor,Thomas M. Pollard,Inconnu
nm0903904,actor,Lefteris Voyatzis,Inconnu
nm0288192,actor,Mimis Fotopoulos,Inconnu
nm0160655,director,Hristoforos Hristofis,Inconnu
nm0861332,actor,Bill Thornbury,Inconnu
nm0052410,actor,Reggie Bannister,Inconnu
nm0485707,actor,Hsiu-Shen Liang,Inconnu
